,tweetid,tweet_text,url,page_title
25,744765656625614848,"Idaho: Muslim migrants hold knife to throat of little girl, rape her, urinate on her https://t.co/kAgYZXljLV #refugeesnotwelcome #muslims",https://www.jihadwatch.org/2016/06/idaho-muslim-migrants-hold-knife-to-throat-of-little-girl-rape-her-urinate-on-her,"Idaho: Muslim migrants hold knife to throat of little girl, rape her, urinate on her"
26,828988227075850241,#UN and #ICRC sent aid convoy to #Homs #InsideSyriaMC https://t.co/Vyb7umaOBQ https://t.co/evozXZwPyi,https://en.insidesyriamc.com/2017/02/07/un-and-icrc-sent-aid-convoy-to-homs,un and icrc sent aid convoy to homs
27,879689447075450880,#Russia and #US Discussed Syrian Peace Settlement #InsideSyriaMC https://t.co/Ki2sWbdlk5 https://t.co/dyU5RcKRtQ,https://en.insidesyriamc.com/2017/06/27/russia-and-u-s-discussed-syrian-peace-settlement/,russia and u s discussed syrian peace settlement
28,847473280155922435,#Syrian_Delegation arrived in #Geneva to conduct negotiations with de Mistura #InsideSyriaMC https://t.co/rtBJCbr6nt https://t.co/YwbCZldKnh,https://en.insidesyriamc.com/2017/03/30/syrian-delegation-arrived-in-geneva-to-conduct-negotiations-with-de-mistura,syrian delegation arrived in geneva to conduct negotiations with de mistura
29,789105637460279297,Summary of armed #clashes: the fighting is going on #Syria_News #Syria #war #InsideSyriaMC https://t.co/npULDYhSlc https://t.co/aPLMmxizbL,https://en.insidesyriamc.com/2016/10/20/summary-of-armed-clashes-the-fighting-is-going-on-4,summary of armed clashes the fighting is going on 4
30,689631349695610880,"[Watch] Farrakhan Shouts “Allahu Akbar!” While Calling For 10,000 Volunteers To KILL WHITES https://t.co/L8jmoatjID via #Unacceptable",https://gopthedailydose.com/2016/01/17/watch-farrakhan-shouts-allahu-akbar-while-calling-for-10000-volunteers-to-kill-whites/,watch farrakhan shouts allahu akbar while calling for 10000 volunteers to kill whites
31,825307549478113280,#Astana talks have significantly contributed to #peace process in #Syria –De Mistura's… https://t.co/lA2iE1MABL https://t.co/72uf4OD0nQ,https://en.insidesyriamc.com/2017/01/28/astana-talks-have-significantly-contributed-to-peace-process-in-syria-de-misturas-office,astana talks have significantly contributed to peace process in syria de misturas office
32,744928341065535488,"Idaho: Syrian ""Refugees"" Reportedly Rape Little Girl At Knifepoint https://t.co/imJ3L2xami via @MidnightWatcher",https://midnightwatcher.wordpress.com/2016/06/20/idaho-syrian-refugees-reportedly-rape-little-girl-at-knifepoint/,Idaho: Syrian “Refugees” Reportedly Rape Little Girl At Knifepoint | MidnightWatcher's Blogspot
33,837682105945579521,#GenevaTalks will resume after the meeting in #Astana #InsideSyriaMC https://t.co/y7LPX79dPj https://t.co/flDyPsnQG0,https://en.insidesyriamc.com/2017/03/03/geneva-talks-will-resume-after-the-meeting-in-astana,geneva talks will resume after the meeting in astana
34,822776623082733568,The UN Security Council Welcomes Syrian Talks #InsideSyriaMC https://t.co/Q0rBTODvNz https://t.co/3al1jPVpva,https://en.insidesyriamc.com/2017/01/21/the-un-security-council-welcomes-syrian-talks,the un security council welcomes syrian talks
35,828643433979969537,"Iran, Russia and Turkey started the new round of Syrian talks in Astana #InsideSyriaMC https://t.co/iFtoxfQGAK https://t.co/guY9IkEm3k",https://en.insidesyriamc.com/2017/02/06/iran-russia-and-turkey-started-the-new-round-of-syrian-talks-in-astana,iran russia and turkey started the new round of syrian talks in astana
36,849295918570622976,#SyrianArmy Attacked #ISIS Positions in Deir-ez-Zor #InsideSyriaMC https://t.co/ipY2Cn3Y99 https://t.co/GkJysq1iHT,https://en.insidesyriamc.com/2017/04/04/syrian-army-attacked-isis-positions-in-deir-ez-zor-2,syrian army attacked isis positions in deir ez zor 2
37,689631228010442752,"[Watch] Farrakhan Shouts “Allahu Akbar!” While Calling For 10,000 Volunteers To KILL WHITES https://t.co/L8jmoatjID via #Muslimscumbag!",https://gopthedailydose.com/2016/01/17/watch-farrakhan-shouts-allahu-akbar-while-calling-for-10000-volunteers-to-kill-whites/,watch farrakhan shouts allahu akbar while calling for 10000 volunteers to kill whites
38,811600826594717696,"Summary of Armed Clashes: Terrorists shell cities and villages in Syria
#InsideSyraMC https://t.co/3EomzNkmGp https://t.co/hgYDDYZaYD",https://en.insidesyriamc.com/2016/12/21/summary-of-armed-clashes-terrorists-shell-cities-and-villages-in-syria,summary of armed clashes terrorists shell cities and villages in syria
39,851837614860763136,The actions of the #West contradict its statements on #Syria #InsideSyriaMC https://t.co/b1VSWPzlOB https://t.co/9WIbdPcmsE,https://en.insidesyriamc.com/2017/04/11/the-actions-of-the-west-contradict-its-statements-on-syria,the actions of the west contradict its statements on syria
40,789823586945163265,#Syria #war #InsideSyriaMC #Aleppo #humanitarian pause # syria news # syria refugees… https://t.co/gKftKALGaY https://t.co/2V8fVofwhb,https://en.insidesyriamc.com/2016/10/22/summary-of-armed-clashes-the-humanitarian-pause-changes-the-history,summary of armed clashes the humanitarian pause changes the history
41,823911191403696128,Syrian Army Strikes ISIS Positions in Deir-ez-Zor #InsideSyriaMC https://t.co/oozaBP3kOH https://t.co/OVwuTyqdD5,https://en.insidesyriamc.com/2017/01/24/syrian-army-strikes-isis-positions-in-deir-ez-zor,syrian army strikes isis positions in deir ez zor
42,839851695844823040,De Mistura Announces the Next Round of #Syria Talks #InsideSyriaMC #United_Nations https://t.co/D8VDNaSH73 https://t.co/bd7rTZuXg2,https://en.insidesyriamc.com/2017/03/09/de-mistura-announces-the-next-round-of-syria-talks,de mistura announces the next round of syria talks
43,850310610613149699,#SyrianArmy Repulsed Terrorists Offensive in #Latakia #InsideSyriaMC https://t.co/PTtRIIzw7V https://t.co/xYwN0CtfYw,https://en.insidesyriamc.com/2017/04/07/syrian-army-repulsed-terrorists-offensive-in-latakia,syrian army repulsed terrorists offensive in latakia
44,863316572600913920,Five People Died as a Result of Coalition Strike #InsideSyriaMC https://t.co/BWd6IFB7Jc https://t.co/CmdnDEDbqC,https://en.insidesyriamc.com/2017/05/13/five-people-died-as-a-result-of-coalition-strike/,five people died as a result of coalition strike
45,753529953900036096,BREAKING: Obama Signs Executive Order Allowing Military To Fight US Citizens https://t.co/RV3WKupUlj #WakeUpAmerica 👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹👹,https://usanewsflash.com/breaking-obama-signs-executive-order-allowing-military-fight-us-citizens/,Loading...
46,877135853159665664,Syrian Artillery Struck #ISIS in #DeirEzzor #InsideSyriaMC https://t.co/gsXhWgOlIB https://t.co/pJfem6CQGb,https://en.insidesyriamc.com/2017/06/20/syrian-artillery-struck-isis-in-deir-ezzor/,syrian artillery struck isis in deir ezzor
47,831534093221363712,#Kazakhstan announced topics of upcoming #Astana _talks https://t.co/jzcALoD5wg https://t.co/l3hF9jjKLW,https://en.insidesyriamc.com/2017/02/14/kazakhstan-announced-topics-of-upcoming-astana-talks,kazakhstan announced topics of upcoming astana talks
48,808595942559641600,"Summary of Armed Clashes: Terrorists Shell Cities and Villages
#InsideSyriaMC https://t.co/Ej2C6hN9HP https://t.co/jvNCpK885b",https://en.insidesyriamc.com/2016/12/13/summary-of-armed-clashes-terrorists-shell-cities-and-villages,summary of armed clashes terrorists shell cities and villages
49,852526098629963778,#European_Parliament Strongly Condemns #U.S. Attack in #Syria #InsideSyriaMC https://t.co/UOrfyphq0i https://t.co/rtPhNqLa53,https://en.insidesyriamc.com/2017/04/13/european-parliament-strongly-condemns-u-s-attack-in-syria,european parliament strongly condemns u s attack in syria
50,840540101864230912,#UN #Security_Council calls on #Damascus and #Syrian #Opposition for a #Dialogue #UN_SC… https://t.co/uvZEvYitFi https://t.co/pNI5X418nn,https://en.insidesyriamc.com/2017/03/11/un-security-council-calls-on-damascus-and-syrian-opposition-for-a-dialogue,un security council calls on damascus and syrian opposition for a dialogue
51,811556811279101953,Who killed Russian Ambassador to #Turkey? #Syria #terrorism #Ankara #FETÖ #InsideSyriaMC https://t.co/bBI5rJQitY https://t.co/H0P86p7ddI,https://en.insidesyriamc.com/2016/12/21/who-killed-russian-ambassador-to-turkey,who killed russian ambassador to turkey
52,851461556516859909,#SyrianArmy Continuous Offensive in #Aleppo #InsideSyriaMC https://t.co/KDfOcyXmIU https://t.co/9CZV8tLKEJ,https://en.insidesyriamc.com/2017/04/10/syrian-army-continuous-offensive-in-aleppo,syrian army continuous offensive in aleppo
53,871756073006268417,Who will control situation in Syrian de-escalation zones? #Syria #InsideSyriaMC https://t.co/fFdfk2kclw https://t.co/ioRr40q7G1,https://en.insidesyriamc.com/2017/06/05/who-will-control-situation-in-syrias-de-escalation-zones/,who will control situation in syrias de escalation zones
54,823890175478681600,What to Expect from #Astana Talks on #Syria? #opinion #InsideSyriaMC https://t.co/tINmQSDmlB https://t.co/bVL2IZEwVO,https://en.insidesyriamc.com/2017/01/24/what-to-expect-from-astana-talks-on-syria,what to expect from astana talks on syria
55,822109678062735360,#China to Grant Additional Humanitarian Aid to #Syria #InsideSyriaMC https://t.co/TNrUggwtxF https://t.co/9LLikjptw8,https://en.insidesyriamc.com/2017/01/19/china-to-grant-additional-humanitarian-aid-to-syria,china to grant additional humanitarian aid to syria
56,843029989356322816,#Syrian_Army Established Control Over New Territories in# DeirezZor and #Aleppo… https://t.co/h8k6prQHxy https://t.co/9fLouT7MbC,https://en.insidesyriamc.com/2017/03/18/syrian-army-established-control-over-new-territories-in-deir-ez-zor-and-aleppo,syrian army established control over new territories in deir ez zor and aleppo
57,835070042433802241,Syrian Army conducts attacks against ISIS #Syria #InsideSyriaMC #Aleppo #ISIS https://t.co/lJBjzhD7Cy https://t.co/0jJLaQmzSs,https://en.insidesyriamc.com/2017/02/24/syrian-army-conducts-attacks-against-isis,syrian army conducts attacks against isis
58,689631178396082176,"[Watch] Farrakhan Shouts “Allahu Akbar!” While Calling For 10,000 Volunteers To KILL WHITES https://t.co/L8jmoatjID via #Prison Time!",https://gopthedailydose.com/2016/01/17/watch-farrakhan-shouts-allahu-akbar-while-calling-for-10000-volunteers-to-kill-whites/,watch farrakhan shouts allahu akbar while calling for 10000 volunteers to kill whites
59,836236628167389185,#SyrianArmy Established Full Control over Strategic Height Near #Palmyra https://t.co/r9fr9MSqvs https://t.co/aGe7g8bmdT,https://en.insidesyriamc.com/2017/02/27/syrian-army-established-full-control-over-strategic-height-near-palmyra,syrian army established full control over strategic height near palmyra
60,872817917703966720,#SyrianTalks in #Astana Postponed #InsideSyriaMC #Peace4Syria https://t.co/2vV1ARNLLj https://t.co/t9cP4fTjpv,https://en.insidesyriamc.com/2017/06/08/syrian-talks-in-astana-postponed/,syrian talks in astana postponed
61,812311783117422592,China plans to continue support Syria  #InsideSyriaMC https://t.co/DVe514812l,https://en.insidesyriamc.com/2016/12/23/china-plans-to-continue-support-syria,china plans to continue support syria
62,805794397963034624,"Civilians have managed to escape from militants in eastern #Aleppo PHOTO
#InsideSyriaMC https://t.co/JU8aZp0Xh7",https://en.insidesyriamc.com/2016/12/05/civilians-have-managed-to-escape-from-militants-in-eastern-aleppo-photo,civilians have managed to escape from militants in eastern aleppo photo
63,862684947819180033,U.S. doesn't Intend to Participate in #Astana Peace Talks #InsideSyriaMC https://t.co/ZEJdZ9poQw https://t.co/PHfnN6V9PV,https://en.insidesyriamc.com/2017/05/11/u-s-doesnt-intend-to-participate-in-astana-peace-talks/,u s doesnt intend to participate in astana peace talks
64,851834131059290113,#SyrianArmy Struck# ISIS Positions in #DeirezZor #InsideSyriaMC https://t.co/4DlDPJin5x https://t.co/FHTYgzelam,https://en.insidesyriamc.com/2017/04/11/syrian-army-struck-isis-positions-in-deir-ez-zor,syrian army struck isis positions in deir ez zor
65,828621262473805824,China to provide Syria with humanitarian aid #Syria #InsideSyriaMC #Humanitarian_aid #China https://t.co/DYkX5RrLD4 https://t.co/cMppFNnaYt,https://en.insidesyriamc.com/2017/02/06/china-to-provide-syria-with-humanitarian-aid,china to provide syria with humanitarian aid
66,823569969283670016,The negotiations in Astana is a comprehensive step for a settlement of the Syrian crisis https://t.co/jbW3xCgRL1 https://t.co/h6BoGZobCP,https://en.insidesyriamc.com/2017/01/23/the-negotiations-in-astana-is-a-comprehensive-step-for-a-settlement-of-the-syrian-crisis,the negotiations in astana is a comprehensive step for a settlement of the syrian crisis
67,798190557629714433,#Summary of #armed_clashes: Fierce #Violence #syrian_civil_war #syria_crisis #InsideSyriaMC https://t.co/z9l4XxhjjH https://t.co/xQLCtF8KWw,https://en.insidesyriamc.com/2016/11/14/summary-of-armed-clashes-fierce-violence,summary of armed clashes fierce violence
68,788398890663878656,A Long-awaited #Ceasefire in #Aleppo #Syria_News #Syria_War #InsideSyriaMC #war https://t.co/yZmEECQUJ3 https://t.co/pCM3vfZrJZ,https://en.insidesyriamc.com/2016/10/18/a-long-awaited-ceasefire-in-aleppo,a long awaited ceasefire in aleppo
69,852184126757240832,Arabic Organizations of Latin America Condemn #US Strikes on #Syria #InsideSyriaMC https://t.co/PLcMwIJrej https://t.co/tKuSRnz9ME,https://en.insidesyriamc.com/2017/04/12/arabic-organizations-of-latin-america-condemn-us-strikes-on-syria,arabic organizations of latin america condemn us strikes on syria
70,793834314886553601,United States except any possibility of cooperation with Damascus #InsideSyriaMC… https://t.co/LsBuN1xaB8 https://t.co/aCEO34mQlh,https://en.insidesyriamc.com/2016/11/02/united-states-except-any-possibility-of-cooperation-with-damascus,united states except any possibility of cooperation with damascus
71,870299932355211264,#SyrianArmy Strikes #ISIS in #DeirEzzor #InsideSyriaMC https://t.co/cM1w0onBEM https://t.co/uQtZrCm1hV,https://en.insidesyriamc.com/2017/06/01/syrian-army-strikes-isis-in-deir-ezzor/,syrian army strikes isis in deir ezzor
72,753455236795109376,BREAKING: Obama Signs Executive Order Allowing Military To Fight US Citizens https://t.co/RV3WKupUlj #NeverHillary,https://usanewsflash.com/breaking-obama-signs-executive-order-allowing-military-fight-us-citizens/,Loading...
73,801811820751228928,Only Syrians Have the Right to Determine the Future of #Syria #InsideSyriaMC #Syrian_news https://t.co/MlFpWlgZDC https://t.co/aZ42I1TDxl,https://en.insidesyriamc.com/2016/11/24/only-syrians-have-the-right-to-determine-the-future-of-syria,only syrians have the right to determine the future of syria
74,824652420127096832,Syrian army repulsed terrorist's attack in Damascus suburbs #Syria #InsideSyriaMC #Damascus https://t.co/0OWScDRHvd https://t.co/kfCPeIhaN3,https://en.insidesyriamc.com/2017/01/26/syrian-army-repulsed-terrorists-attack-in-damascus-suburbs,syrian army repulsed terrorists attack in damascus suburbs
75,834417077901471744,#Kazakhstan Hopes for Early Resumption of #SyrianTalks in #Astana https://t.co/Py1R4mMi58 https://t.co/gxGHmTct1u,https://en.insidesyriamc.com/2017/02/22/kazakhstan-hopes-for-early-resumption-of-syrian-talks-in-astana,kazakhstan hopes for early resumption of syrian talks in astana
76,697886831518576640,"@Italians4Trump 
Please help.
A female student @StJohnsU was assaulted for having a Trump sticker on her laptop.
https://t.co/Az2Lj8rps4",https://www.dailymail.co.uk/news/article-3441377/7-000-retweets-ll-smash-b-ch-s-computer-Violence-breaks-New-York-college-campus-Trump-sticker.html,Clifford Durand pledges to 'smash b**ch's computer' over Donald Trump sticker | Daily Mail Online
77,697860963916214272,"@StJohnsU must #ExpelClifford for assaulting &amp; terrorizing a female student because of her political beliefs.

https://t.co/Az2Lj8rps4",https://www.dailymail.co.uk/news/article-3441377/7-000-retweets-ll-smash-b-ch-s-computer-Violence-breaks-New-York-college-campus-Trump-sticker.html,Clifford Durand pledges to 'smash b**ch's computer' over Donald Trump sticker | Daily Mail Online
78,708745497368989696,"@bulldog338 @hillbillyfreeme 
Cruz isn't honorable
Instead of defending free speech,he sided w/ lib &amp; BLM terrorists
https://t.co/mW7MDcJ08m",https://www.breitbart.com/big-government/2016/03/12/gop-voters-slam-ted-cruz-marco-rubio-for-blaming-chicago-rally-shutdown-on-donald-trump/,"Voters Slam Ted Cruz, Marco Rubio for Blaming Chicago Rally Shutdown on Donald Trump"
79,697888541246910464,"@BigStick2013 

@StJohnsU is covering up the assault of a female student by a male student.

#ExpelClifford

https://t.co/Az2Lj8rps4",https://www.dailymail.co.uk/news/article-3441377/7-000-retweets-ll-smash-b-ch-s-computer-Violence-breaks-New-York-college-campus-Trump-sticker.html,Clifford Durand pledges to 'smash b**ch's computer' over Donald Trump sticker | Daily Mail Online
80,697887418217820164,"@BeckyWuThere 
@StJohnsU is trying to cover up the assault of a female student by a male student.
#ExpelClifford
https://t.co/Az2Lj8rps4",https://www.dailymail.co.uk/news/article-3441377/7-000-retweets-ll-smash-b-ch-s-computer-Violence-breaks-New-York-college-campus-Trump-sticker.html,Clifford Durand pledges to 'smash b**ch's computer' over Donald Trump sticker | Daily Mail Online
81,832230545958531072,Syrians from#Italy supplied humanitarian aid to #Syria #InsideSyriaMC https://t.co/MJ1f7mNfZp https://t.co/g4agFSpIEP,https://en.insidesyriamc.com/2017/02/16/syrians-from-italy-supplied-humanitarian-aid-to-syria,syrians from italy supplied humanitarian aid to syria
82,819198087147225088,Kazakhstan Confirmed  Readiness to Hold Syrian Talks #InsideSyriaMC https://t.co/4b6Bog1RrW https://t.co/zAQgvK9KTw,https://en.insidesyriamc.com/2017/01/11/kazakhstan-confirmed-readiness-to-hold-syrian-talks,kazakhstan confirmed readiness to hold syrian talks
83,866270501236289536,#Militants leave the Eastern suburbs of #Damascus en Masse #insidesyriaMC #Syria #war… https://t.co/26JVq0NmJG https://t.co/WXywUqNVal,https://en.insidesyriamc.com/2017/05/21/militants-leave-the-eastern-suburbs-of-damascus-en-masse/,militants leave the eastern suburbs of damascus en masse
84,856905871074492418,#SyrianArmy Repulsed #ISIS Attack in Deir-ez-Zor #InsideSyriaMC https://t.co/lVhsVwsngk https://t.co/7z7mqedlsC,https://en.insidesyriamc.com/2017/04/25/syrian-army-repulsed-isis-attack-in-deir-ez-zor,syrian army repulsed isis attack in deir ez zor
85,689631468859994112,"[Watch] Farrakhan Shouts “Allahu Akbar!” While Calling For 10,000 Volunteers To KILL WHITES https://t.co/L8jmoatjID via Unacceptable Racist",https://gopthedailydose.com/2016/01/17/watch-farrakhan-shouts-allahu-akbar-while-calling-for-10000-volunteers-to-kill-whites/,watch farrakhan shouts allahu akbar while calling for 10000 volunteers to kill whites
86,823097341083320320,Representatives of the Syrian Opposition Groups Arrive in #Astana #InsideSyriaMC #Syria https://t.co/r6mTngfiRr https://t.co/lBbvflutZO,https://en.insidesyriamc.com/2017/01/22/representatives-of-the-syrian-opposition-groups-arrive-in-astana,representatives of the syrian opposition groups arrive in astana
87,788363293425401856,Summary of armed #clashes: the fighting is going on #Syria_News #Syria_War #InsideSyriaMC https://t.co/PbaMs94WXE https://t.co/UG6uDLevW7,https://en.insidesyriamc.com/2016/10/18/summary-of-armed-clashes-the-fighting-is-going-on-2,summary of armed clashes the fighting is going on 2
88,821015555050209280,The Syrian Opposition will Take Part in Astana Talks #InsideSyriaMC https://t.co/Ms2PWpXGPR https://t.co/WyAVsLWxat,https://en.insidesyriamc.com/2017/01/16/the-syrian-opposition-will-take-part-in-astana-talks,the syrian opposition will take part in astana talks
89,848931434672869378,#Syrian_Army continues to conduct an offensive on #ISIS in Syria's #Homs #InsideSyriaMC https://t.co/NT8bIWkp5w https://t.co/wxtri0Bak4,https://en.insidesyriamc.com/2017/04/03/syrian-army-continues-to-conduct-an-offensive-on-isis-in-syrias-homs,syrian army continues to conduct an offensive on isis in syrias homs
90,689632096881487872,"[Watch] Farrakhan Shouts “Allahu Akbar!” While Calling For 10,000 Volunteers To KILL WHITES https://t.co/L8jmoatjID via #DeportALLMoslemsNOW",https://gopthedailydose.com/2016/01/17/watch-farrakhan-shouts-allahu-akbar-while-calling-for-10000-volunteers-to-kill-whites/,watch farrakhan shouts allahu akbar while calling for 10000 volunteers to kill whites
91,794460787863453696,#Summary of #armed_clashes: #humanitarian_pause at work #InsideSyriaMC #syria_crisis #aleppo https://t.co/mF734hG3LM https://t.co/1lFAtd9mQA,https://en.insidesyriamc.com/2016/11/04/summary-of-armed-clashes-humanitarian-pause-at-work,summary of armed clashes humanitarian pause at work
