tweetid,tweet_text,url,is_matching
825563428207132673,Federal judge stays enforcement of Trump travel ban https://t.co/udpOEmQ6jQ https://t.co/CJExAm5grd,https://www.wsmv.com/story/34371389/federal-judge-halts-part-of-trump-immigration-order,1
824465194403373056,"Trump moves to 'build that wall' with Mexico, curb refugees https://t.co/Tk2Bgs0BcQ https://t.co/JYZ1gmQtTe",https://www.wsmv.com/story/34338439/trump-moves-to-build-that-wall-with-mexico-curb-refugees,1
817042801846353920,GOP donor Andy Miller announces move to Kansas https://t.co/cNolVtA6ZQ,https://www.wsmv.com/story/34191277/gop-donor-andy-miller-announces-move-to-kansas,1
811840552794783744,Clinton tops Trump in final national vote tally https://t.co/RuMkdTyrqE https://t.co/XH5r44BwQm,https://www.wsmv.com/story/34110595/clinton-tops-trump-in-final-national-vote-tally,1
737231626904670210,#Iraq | Bomb attacks kill 11 in #Baghdad area https://t.co/3dFaX8j3Y6 https://t.co/EIOQyAmjcd,https://www.worldbulletin.net/news/173265/bomb-attacks-kill-11-in-baghdad-area,1
738281765849157636,#Turkey hits #ISIS and PKK positions in #Syria &amp; #Iraq https://t.co/mf9jqLxxcN https://t.co/yZr2cCfwmg,https://www.worldbulletin.net/middle-east/173377/turkey-hits-isil-pkk-positions-in-syria-iraq,1
704043395828809733,"Establishment plots secret plan to elect Hillary, block Trump https://t.co/dTgHolMNHG",https://www.wnd.com/2016/02/claim-gop-plots-secret-plan-to-elect-hillary-block-trump/,0
877023090739466241,Jurors to resume deliberations in police shooting retrial https://t.co/16GFuN1N8E https://t.co/H8zQaE2Wfd,https://www.wmcactionnews5.com/story/35701538/jurors-to-resume-deliberations-in-police-shooting-retrial,1
876902279038865408,Facts about retrial of Bill Cosby on sex assault charges https://t.co/NZ9C3BPlke,https://www.wmcactionnews5.com/story/35698364/facts-about-retrial-of-bill-cosby-on-sex-assault-charges,1
875242328054804480,Tensions rise as Bill Cosby jury struggles to reach verdict https://t.co/AvVT2yylIX https://t.co/Qm4ccEoTYo,https://www.wmcactionnews5.com/story/35669092/tensions-rise-as-bill-cosby-jury-struggles-to-reach-verdict,1
872711137565061121,Cosby's accuser stands by her story under cross-examination https://t.co/4SFqep2cTw https://t.co/ndHiGXIILb,https://www.wmcactionnews5.com/story/35606277/cosbys-accuser-stands-by-her-story-under-cross-examination,1
871457912962646017,Things to know about Ohio police shooting retrial https://t.co/YUufSx3mfg https://t.co/ftXoBqYw7K,https://www.wmcactionnews5.com/story/35584331/things-to-know-about-ohio-police-shooting-retrial,1
871095507598364673,Bill Maher apologizes for using racial slur during HBO show https://t.co/aWPzulcFxy https://t.co/UDf9q2hOQ0,https://www.wmcactionnews5.com/story/35581169/bill-maher-apologizes-for-using-racial-slur-during-hbo-show,1
870591472181149696,Trump asks Supreme Court to reinstate travel ban https://t.co/KLsCJmQfds https://t.co/TxzKa03wEW,https://www.wmcactionnews5.com/story/35572641/trump-asks-supreme-court-to-reinstate-travel-ban,1
870823447361982464,Supreme Court asked to let Trump travel ban take effect https://t.co/YtZ0TYNFLG https://t.co/ONdZXGgeTo,https://www.wmcactionnews5.com/story/35572641/supreme-court-asked-to-let-trump-travel-ban-take-effect,1
870576365145378817,"California, New York, Washington unite to back climate pact https://t.co/OhV6WIY8lr",https://www.wmcactionnews5.com/story/35570329/california-new-york-washington-unite-to-back-climate-pact,1
869769748246147073,"Franken: 'Everything points to' collusion with Trump, Russia https://t.co/LwOOebF7XM",https://www.wmcactionnews5.com/story/35551867/franken-everything-points-to-collusion-with-trump-russia,1
868106864407572480,Trump travel ban blocked; fight headed for Supreme Court https://t.co/LXgFyjjyI2 https://t.co/hkt07BRTp3,https://www.wmcactionnews5.com/story/35518512/trump-travel-ban-blocked-fight-headed-for-supreme-court,1
866590347153080320,Texas set to pass transgender bathroom law for schools https://t.co/pEtwZRyyli https://t.co/t0dPnOJ6OH,https://www.wmcactionnews5.com/story/35482930/texas-set-to-pass-transgender-bathroom-law-for-schools,1
863631278612123648,Melissa McCarthy adds spice (and Spicer) as host of 'SNL' https://t.co/NSAkxMWqK7,https://www.wmcactionnews5.com/story/35423472/melissa-mccarthy-adds-spice-and-spicer-as-host-of-snl,1
860880903219929088,Q&amp;A: Trump's new travel ban faces key test in appeals court https://t.co/yg04eFqOoG,https://www.wmcactionnews5.com/story/35359033/qa-trumps-new-travel-ban-faces-key-test-in-appeals-court,1
859706933405769728,Police say Chicago officers shot and wounded were targeted https://t.co/bfPU2I2H9t,https://www.wmcactionnews5.com/story/35325622/police-say-chicago-officers-shot-and-wounded-were-targeted,1
857644150635864064,"2 US troops killed, 1 injured in eastern Afghanistan https://t.co/8nvWHiUepp https://t.co/zGSIHWRFMJ",https://www.wmcactionnews5.com/story/35265654/2-us-troops-killed-1-injured-in-eastern-afghanistan,1
855568909935792130,Trump says he will release tax reform package next week https://t.co/q9YDtRhyyb https://t.co/r5cKGLYwbp,https://www.wmcactionnews5.com/story/35211447/trump-says-he-will-release-tax-reform-package-next-week,1
853498274233425920,Tax Day demonstrators demand Trump release taxes https://t.co/hIRE7RJigL https://t.co/jcxXReIYgl,https://www.wmcactionnews5.com/story/35160055/tax-day-demonstrators-demand-trump-release-taxes,1
850061464153059328,New Ohio lethal injection process rejected by appeals court https://t.co/AeOwTeGSTe,https://www.wmcactionnews5.com/story/35087157/new-ohio-lethal-injection-process-rejected-by-appeals-court,1
850031173409673217,Appeals court rejects Ohio's new lethal injection process https://t.co/sTFV23LFHI,https://www.wmcactionnews5.com/story/35087157/appeals-court-rejects-ohios-new-lethal-injection-process,1
850091595630354432,"Nunes steps away from Russia probe, citing ethics complaints https://t.co/KOdzbY5leu https://t.co/UhXfxt0uMR",https://www.wmcactionnews5.com/story/35086006/nunes-steps-away-from-russia-probe-citing-ethics-complaints,1
850000970729885696,House intel committee chair steps away from Russia probe https://t.co/HOK1CRokWc https://t.co/CfeAD5XkRW,https://www.wmcactionnews5.com/story/35086006/house-intel-committee-chair-steps-away-from-russia-probe,1
849910426875944960,Baltimore residents to comment on plan to overhaul police https://t.co/JtLv8JOAqF https://t.co/Gc1LOP42PV,https://www.wmcactionnews5.com/story/35083262/baltimore-residents-to-comment-on-plan-to-overhaul-police,1
847925569354428416,Trump paying $25M after judge approves Trump University deal https://t.co/NmL5D66p6j https://t.co/BL1x2OLFiH,https://www.wmcactionnews5.com/story/35038718/trump-paying-25m-after-judge-approves-trump-university-deal,1
847521441176342528,Trial of defamation lawsuit against Trump adviser postponed https://t.co/qZkBXsXbfw https://t.co/QM2sAh3klI,https://www.wmcactionnews5.com/story/35029318/trial-of-defamation-lawsuit-against-trump-adviser-postponed,1
845709510081744896,NYC says Trump Tower resident wrongly rented out on Airbnb https://t.co/A8RgOlYKkI,https://www.wmcactionnews5.com/story/34996666/nyc-says-trump-tower-resident-wrongly-rented-out-on-airbnb,1
845362208406228992,US-aided fighters face little resistance in Syrian operation https://t.co/kr63E0AoxY,https://www.wmcactionnews5.com/story/34990970/us-aided-fighters-face-little-resistance-in-syrian-operation,1
843191841419857920,US asks Hawaii judge to clarify ruling on Trump travel ban https://t.co/VroGLcpvH4,https://www.wmcactionnews5.com/story/34945447/us-asks-hawaii-judge-to-clarify-ruling-on-trump-travel-ban,1
842327955787382784,House GOP health bill facing fresh House committee test https://t.co/aiqayrrGlL https://t.co/l4IEmMrsfW,https://www.wmcactionnews5.com/story/34914478/house-gop-health-bill-facing-fresh-house-committee-test,1
842297745239097344,Refugee family lands in US amid fight over travel ban https://t.co/xClVAkYLsu,https://www.wmcactionnews5.com/story/34914071/refugee-family-lands-in-us-amid-fight-over-travel-ban,1
841935330299285509,Trump travel ban faces key test in multiple courtrooms https://t.co/sqzmwa0YrF https://t.co/Fy8mdazONb,https://www.wmcactionnews5.com/story/34849798/trump-travel-ban-faces-key-test-in-multiple-courtrooms,1
841435089506619392,Congress' analyst: Millions to lose coverage under GOP bill https://t.co/MH6VVqyVde https://t.co/mfND0NxaSa,https://www.wmcactionnews5.com/story/34735841/congress-analyst-millions-to-lose-coverage-under-gop-bill,1
840958931820302339,Hospitals worry about caring for newly uninsured in GOP plan https://t.co/LT9Cs9vfiz https://t.co/S4kaeZ4Y9Y,https://www.wmcactionnews5.com/story/34732675/hospitals-worry-about-caring-for-newly-uninsured-in-gop-plan,1
840415306627612672,Federal judge not ready to rule on blocking new travel ban https://t.co/0YkMH7mCUX,https://www.wmcactionnews5.com/story/34727786/federal-judge-not-ready-to-rule-on-blocking-new-travel-ban,1
840354895664427008,Trump transition knew Flynn might register as foreign agent https://t.co/rXj4RbN3Zn https://t.co/snueV1vHdl,https://www.wmcactionnews5.com/story/34724384/trump-transition-knew-flynn-might-register-as-foreign-agent,1
840052899845701632,Legal challenges to Trump's travel ban mount from US states https://t.co/T7PZibexvM https://t.co/QYSF8koSEz,https://www.wmcactionnews5.com/story/34706694/legal-challenges-to-trumps-travel-ban-mount-from-us-states,1
839537821581000726,Republican governors complain about GOP health care plan https://t.co/aDjY2qzDGs https://t.co/qZ5eA3rq7K,https://www.wmcactionnews5.com/story/34692705/republican-governors-complain-about-gop-health-care-plan,1
838767760624791552,Supreme Court scraps case on transgender bathroom rights https://t.co/3Drh6Rg2YV https://t.co/OB6cpU5XHB,https://www.wmcactionnews5.com/story/34673977/supreme-court-scraps-case-on-transgender-bathroom-rights,1
838118468151042048,Supporters gather for 'March 4 Trump' rallies around US https://t.co/Y9bgRb299W,https://www.wmcactionnews5.com/story/34665074/supporters-gather-for-march-4-trump-rallies-around-us,1
837710749178920961,Man arrested over threats to Jewish institutions nationwide https://t.co/s7u33YAGfZ https://t.co/jFwqCGzBLk,https://www.wmcactionnews5.com/story/34657699/man-arrested-over-threats-to-jewish-institutions-nationwide,1
836826436447125506,"Speech viewers stunned by on-script, less fiery Trump https://t.co/vD49OqB8Pr https://t.co/uyrCKcMjKx",https://www.wmcactionnews5.com/story/34631539/speech-viewers-stunned-by-on-script-less-fiery-trump,1
834311669237022720,Downstream communities brace for flooding as dams overflow https://t.co/cn9hP8WUO2 https://t.co/LTKaiaLdgB,https://www.wmcactionnews5.com/story/34565030/downstream-communities-brace-for-flooding-as-dams-overflow,1
832387702397992961,Trump seeks pause in legal fight with revised travel ban https://t.co/iE5rvza58o,https://www.wmcactionnews5.com/story/34523963/trump-seeks-pause-in-legal-fight-with-revised-travel-ban,1
832130186342756352,Day Without Immigrants' protests being held across US https://t.co/r1gbRUdJWk,https://www.wmcactionnews5.com/story/34517782/day-without-immigrants-protests-being-held-across-us,1
832357496278884354,Day Without Immigrants': Protest closes restaurants in US https://t.co/GaBY6FPmpG,https://www.wmcactionnews5.com/story/34517782/day-without-immigrants-protest-closes-restaurants-in-us,1
832054757460152322,Judge declines to dismiss case against cop in man's death https://t.co/5jdzOrdiJw,https://www.wmcactionnews5.com/story/34512959/judge-declines-to-dismiss-case-against-cop-in-mans-death,1
830612262142562310,US withdraws stay request in transgender bathroom case https://t.co/qKXeGO9tMQ,https://www.wmcactionnews5.com/story/34482780/us-withdraws-stay-request-in-transgender-bathroom-case,1
830129034038300678,A look at what comes next in Trump travel ban case https://t.co/Or0IcLeOeH https://t.co/JlYwajHibI,https://www.wmcactionnews5.com/story/34473975/a-look-at-what-comes-next-in-trump-travel-ban-case,1
829993178002575362,Lawyers for Virginia challenging Trump travel ban in court https://t.co/j3t5ZrsURy https://t.co/MFMCwv1vuO,https://www.wmcactionnews5.com/story/34473561/lawyers-for-virginia-challenging-trump-travel-ban-in-court,1
830159240396414978,Fed lawyers deciding next step in Trump travel ban fight https://t.co/zXfLSy8GJS https://t.co/KI7V85tHZA,https://www.wmcactionnews5.com/story/34473561/fed-lawyers-deciding-next-step-in-trump-travel-ban-fight,1
828966383367155714,"State, federal lawyers in court to argue Trump travel ban https://t.co/8e94vOATSe https://t.co/UJdTrhtXJK",https://www.wmcactionnews5.com/story/34441561/state-federal-lawyers-in-court-to-argue-trump-travel-ban,1
828905973377069057,"Feds, states square off in court over Trump travel ban https://t.co/zfL8mlLNaP https://t.co/Z80DFxjBuV",https://www.wmcactionnews5.com/story/34441561/feds-states-square-off-in-court-over-trump-travel-ban,1
827530172060557312,How legal challenges to Trump travel ban are playing out https://t.co/u5q4SM1SZv https://t.co/qQMrqrLDei,https://www.wmcactionnews5.com/story/34419165/how-legal-challenges-to-trump-travel-ban-are-playing-out,1
825805071116095489,"Trump travel ban sows chaos at airports, outrage at protests https://t.co/5EebdrszVl https://t.co/K0cdwxYKK2",https://www.wmcactionnews5.com/story/34372100/trump-travel-ban-sows-chaos-at-airports-outrage-at-protests,1
825563512059609089,US judge bars deportations under Trump travel ban https://t.co/dX5dgaMKbk https://t.co/bmt3et5OP7,https://www.wmcactionnews5.com/story/34368552/us-judge-bars-deportations-under-trump-travel-ban,1
824405615858552832,"A look at border security, fencing as Trump announces wall https://t.co/WoIlod6o5o",https://www.wmcactionnews5.com/story/34348162/a-look-at-border-security-fencing-as-trump-announces-wall,1
824360306797322242,"Trump moves to build border wall, cut sanctuary city funds https://t.co/zKUxqSROfO https://t.co/IRBpuPxFPl",https://www.wmcactionnews5.com/story/34338439/trump-moves-to-build-border-wall-cut-sanctuary-city-funds,1
822227962380636160,Judge blocks Texas from cutting off Planned Parenthood funds https://t.co/iIFJaJDLEz,https://www.wmcactionnews5.com/story/34301689/judge-blocks-texas-from-cutting-off-planned-parenthood-funds,1
821576479351930880,Trump meets with Supreme Court candidate https://t.co/yrwT0ikZGS,https://www.wmcactionnews5.com/story/34281086/trump-meets-with-supreme-court-candidate,1
820690637985091584,Chicago police officer fatally shoots fleeing gunman https://t.co/8P8zmelEBj https://t.co/TgYLSSXQRD,https://www.wmcactionnews5.com/story/34264465/chicago-police-officer-fatally-shoots-fleeing-gunman,1
819708603313569792,"With report on Chicago cops, questions about Trump approach https://t.co/EvrW2g0Oyb",https://www.wmcactionnews5.com/story/34249552/with-report-on-chicago-cops-questions-about-trump-approach,1
816407876168286211,Bill and Hillary Clinton to attend Trump inauguration https://t.co/GmgtknXohO,https://www.wmcactionnews5.com/story/34174623/bill-and-hillary-clinton-to-attend-trump-inauguration,1
811371476087701505,Emergency managers charged over Flint's lead-tainted water https://t.co/ERpBENjB7r https://t.co/DvjFIbSzCm,https://www.wmcactionnews5.com/story/34097867/emergency-managers-charged-over-flints-lead-tainted-water,1
810540704334225408,"Mayor: Corpus Christi, Texas water ban lifted https://t.co/0XBVg476I8",https://www.wmcactionnews5.com/story/34082833/mayor-corpus-christi-texas-water-ban-lifted,1
809589441241186304,Sheriff Joe Arpaio closes probe of Obama birth certificate https://t.co/GA7Dud6y9Z https://t.co/7D8g0waY64,https://www.wmcactionnews5.com/story/34065449/sheriff-joe-arpaio-closes-probe-of-obama-birth-certificate,1
807741266939314176,Trump expected to tap Exxon's Tillerson to lead State Dept. https://t.co/USLOIdxQ7t https://t.co/UrCngavZHQ,https://www.wmcactionnews5.com/story/34020898/trump-expected-to-tap-exxons-tillerson-to-lead-state-dept,1
807711063743590400,Trump expected to tap Exxon's Tillerson for State Dept. post https://t.co/q6HasvuLnc https://t.co/oZlRplbZWF,https://www.wmcactionnews5.com/story/34020898/trump-expected-to-tap-exxons-tillerson-for-state-dept-post,1
807499712567934976,GOP's 'Obamacare' repeal path worries health care industry https://t.co/hDBfW25jJ6 https://t.co/Z5mwqsQJI5,https://www.wmcactionnews5.com/story/34020884/gops-obamacare-repeal-path-worries-health-care-industry,1
807293561309986816,Federal judge refuses to halt Wisconsin recount https://t.co/jnI9bh3OnQ https://t.co/KpfZBrT5fc,https://www.wmcactionnews5.com/story/34012643/federal-judge-refuses-to-halt-wisconsin-recount,1
745770347220205568,Pennsylvania House votes to expand restrictions on abortion https://t.co/oM75oKnxaw,https://www.wgal.com/news/pennsylvania-house-votes-to-expand-restrictions-on-abortion/40162272,1
783052587142516736,US suspends talks with Russia over Syria https://t.co/ExbP6Zdwuv #politics https://t.co/f0i8DyijML,https://www.wcvb.com/politics/us-suspends-talks-with-russia-over-syria/41938092,1
779607612790743040,Ted Cruz endorses Donald Trump https://t.co/P7EIgzvKbC #politics https://t.co/w8SRVGvw8X,https://www.wcvb.com/politics/ted-cruz-expected-to-endorse-donald-trump/41797942,1
779516994932441088,Obama slams Trump on black community remark https://t.co/H5mnGKzFbK #politics https://t.co/VQd8w30PIv,https://www.wcvb.com/politics/obama-slams-trump-on-black-community-remark/41794038,1
683564721153421313,"Obama, Lynch to meet ahead of new executive action on #guns https://t.co/FvPlFYbphI https://t.co/RsNnvvR5iu",https://www.wcvb.com/politics/obama-lynch-to-meet-ahead-of-new-executive-action-on-guns/37234704,1
780060609140240385,NYT editorial board endorses Clinton https://t.co/cyv2bc7ucL #politics https://t.co/L4WF33zxIr,https://www.wcvb.com/politics/nyt-editorial-board-endorses-clinton/41810296,1
779698226819506177,FBI releases notes from Clinton email investigation https://t.co/XvWhXRN6lP #politics https://t.co/vXonz5UWsj,https://www.wcvb.com/politics/fbi-releases-notes-from-clinton-email-investigation/41804056,1
778973463184707584,Campaign manager: Clinton preparing to fact-check Trump during debate https://t.co/HYWuxkV4Oy #politics https://t.co/iNXSqpyeAn,https://www.wcvb.com/politics/campaign-manager-clinton-preparing-to-factcheck-trump-during-debate/41762532,1
777677940809138177,Barricade situation ends in Baltimore https://t.co/E2MrjqkHyp https://t.co/Te6IM1PwRH,https://www.wbaltv.com/news/baltimore-police-working-a-barricade-situation/41718600,0
863238247538987008,Video: Baltimore schools balances budget … at cost of layoffs https://t.co/myArmgzJbJ https://t.co/cTS0PuAcJk,https://www.wbaltv.com/article/video-baltimore-schools-balances-budget-at-cost-of-layoffs/9648383,1
862799357573300224,Video: Another Maryland police department to test body cameras https://t.co/96eRTpnhw1 https://t.co/npJxIt727a,https://www.wbaltv.com/article/video-another-maryland-police-department-to-test-body-cameras/9641638,1
826496864027570176,Police look for burglar caught on camera https://t.co/9Gp0vgs4yP https://t.co/Q858ZHPb8l,https://www.wbaltv.com/article/police-look-for-burglar-caught-on-camera/8658712,1
867947991881179136,"Manchester, UK police say another arrest made in connection to arena attack https://t.co/QNjMBNP4lX https://t.co/3ynYXlRpPY",https://www.wbaltv.com/article/manchester-police-say-another-arrest-man-in-connection-to-arena-attack/9933250,1
811233274148376576,Longtime Baltimore housing commissioner to resign https://t.co/2CiAMXmMil https://t.co/ykDZ8gKwwx,https://www.wbaltv.com/article/longtime-baltimore-housing-commissioner-to-resign/8519821,1
834707732745900032,"Iraqi police forces enter Mosul airport, seize runway https://t.co/paZH9JOh3Z https://t.co/eDaigkzPy2",https://www.wbaltv.com/article/iraqi-police-forces-enter-mosul-airport-seize-runway/8968121,1
863109865039945729,Howard County police release policy on immigration practices https://t.co/Nz1DMX9yeU https://t.co/hAmg0PUqM9,https://www.wbaltv.com/article/howard-county-police-release-policy-on-immigration-practices/9646018,1
8.55125E+17,Baltimore woman who collapsed in police custody dies https://t.co/xgnDAMYcN8 https://t.co/grlH93YoqZ,https://www.wbaltv.com/article/baltimore-woman-who-collapsed-in-police-custody-dies/9534954,1
840234144990932992,"Baltimore, state lawmakers working on funding package for city schools https://t.co/P0vUEn7K0c https://t.co/GrlzjkuEJ9",https://www.wbaltv.com/article/baltimore-state-lawmakers-working-on-funding-package-for-city-schools/9117108,1
839586573796667397,Baltimore Ravens release Elvis Dumervil https://t.co/7iRkbcBZ3v https://t.co/XEtoi9j32L,https://www.wbaltv.com/article/baltimore-ravens-release-elvis-dumervil/9108864,1
846469235664699393,Baltimore County residents wonder what they're being charged for water https://t.co/z1pgo0Pq8e https://t.co/EBZGx1Y1NB,https://www.wbaltv.com/article/baltimore-county-residents-wonder-what-theyre-being-charged-for-water/9192260,1
809167661280198662,Baltimore County police release video of convenience store stabbing https://t.co/NCRWXgnXT7 https://t.co/DyFUugzArk,https://www.wbaltv.com/article/baltimore-county-police-release-video-of-convenience-store-stabbing/8498920,1
809530043017920512,Baltimore City schools face $129M budget deficit https://t.co/1DhCR3OPAm https://t.co/OMRt4K3Qhh,https://www.wbaltv.com/article/baltimore-city-schools-face-dollar129m-budget-deficit/8504734,1
843954169685950465,Baltimore City Council approves raising minimum wage to $15 an hour https://t.co/RwsHAOddDv https://t.co/3mFNXa2FHp,https://www.wbaltv.com/article/baltimore-city-council-approves-raising-minimum-wage-to-dollar15-an-hour/9159398,1
852271538913103873,Alabama Senate votes to allow church to form police dept. https://t.co/dWPAvYRW0E https://t.co/NKUsA6rVc0,https://www.wbaltv.com/article/alabama-senate-votes-to-allow-church-to-form-police-dept/9268351,1
719476251317182464,#IslamicState recaptures key border stronghold from #Syrian rebels https://t.co/M7QVJqjHMY https://t.co/V30TrLereF,https://www.washingtonpost.com/world/middle_east/islamic-state-recaptures-key-border-stronghold-from-syrian-rebels/2016/04/11/7f2bd1dc-ffce-11e5-9203-7b8670959b88_story.html,1
811105047362830336,Shots outside US embassy in Turkey after Russia envoy killed https://t.co/JdYefnmPbf https://t.co/i2Y9gYxkHG,https://www.washingtonpost.com/world/middle_east/invoking-syria-policeman-kills-russian-ambassador-to-turkey/2016/12/19/6a6d4ec6-c66e-11e6-acda-59924caa2450_story.html?utm_term=.a47d091c22ba,0
757856730910855170,Russia’s Lavrov hopes Russia-US talks will help #Syria truce https://t.co/tKkyBQUOt0 https://t.co/g8lyKTTRnJ,https://www.washingtonpost.com/world/europe/russias-lavrov-hopes-russia-us-talks-will-help-syria-truce/2016/07/26/01e016a2-5307-11e6-b652-315ae5d4d4dd_story.html,1
870656418919141376,Putin: Syria chemical attack was provocation against Assad  https://t.co/qMSEI30y8a,https://www.washingtonpost.com/world/europe/putin-syria-chemical-attack-was-provocation-against-assad/2017/06/02/e4292f02-479f-11e7-8de1-cec59a9bf4b1_story.html?utm_term=.6d250ec2a874,1
735914072042938368,"Study: no connection between police killings of black people and ""black on black crime https://t.co/17B8KzHRoY https://t.co/8oh83EaDR6",https://www.washingtonpost.com/news/wonk/wp/2016/05/25/study-fewer-black-civilians-are-killed-by-police-in-cities-with-more-black-officers/?tid=sm_tw,0
698333684600934400,The stunning social costs of the Flint water crisis https://t.co/xsiixpzyJa https://t.co/eCXwhfuqQ3,https://www.washingtonpost.com/news/the-fix/wp/2016/02/12/here-are-the-stunning-social-costs-of-the-flint-water-crisis/,0
726240226293780481,"Demonstrators, police face off at tense protest outside Trump event in California https://t.co/LpHxVkZXt0 https://t.co/gxpNG1iJzb",https://www.washingtonpost.com/news/post-politics/wp/2016/04/29/clashes-erupt-at-tense-protest-outside-trump-event-in-california/,0
711364213982146560,Trump to huddle with influential Republicans in D.C. ahead of AIPAC speech https://t.co/JtywH3ikZW https://t.co/oFhd2Q0Ix5,https://www.washingtonpost.com/news/post-politics/wp/2016/03/19/trump-to-huddle-with-top-republicans-ahead-of-aipac-speech/,1
700478951257300993,Pope: Donald Trump 'is not Christian' if he wants to build a border wall https://t.co/ABBdNEuMb7 https://t.co/dzrcFUHtUh,https://www.washingtonpost.com/news/post-politics/wp/2016/02/18/pope-trump-is-not-christian-if-he-wants-to-build-a-wall-on-the-u-s-mexico-border/,0
697841375463677952,RT @WesleyLowery: DETAILS: prominent Black Lives Matter activist @deray has entered the Baltimore mayoral race https://t.co/gvvjmUsOIc,https://www.washingtonpost.com/news/post-nation/wp/2016/02/03/deray-mckesson-black-lives-matter-activist-launches-last-minute-bid-to-become-mayor-of-baltimore/,0
695232114921312256,"DeRay Mckesson, Black Lives Matter activist, launches last-minute bid to become mayor of Baltimore #DerayForMayor https://t.co/qHdsRQo2df",https://www.washingtonpost.com/news/post-nation/wp/2016/02/03/deray-mckesson-black-lives-matter-activist-launches-last-minute-bid-to-become-mayor-of-baltimore/,1
727265490519887873,Only Bernie Sanders has these key leadership traits to become a president! #FeelTheBern  https://t.co/iKX6ZnhAIW https://t.co/TJPGAclPM4,https://www.washingtonpost.com/news/on-leadership/wp/2016/05/02/more-people-think-bernie-sanders-has-these-key-leadership-traits-than-any-top-candidate/,0
741827874361991169,Google faulted for racial bias in image search results for black teenagers. https://t.co/VwtJDKK6Bm https://t.co/lf4B30qHs2,https://www.washingtonpost.com/news/morning-mix/wp/2016/06/10/google-faulted-for-racial-bias-in-image-search-results-for-black-teenagers/,1
880689406771965952,Will Trump deliver on his health-care promises to the American people? https://t.co/De33dJSbIi https://t.co/o8q3Wc8nom,https://www.washingtonpost.com/blogs/post-politics/wp/2017/06/30/will-trump-deliver-on-his-health-care-promises-to-the-american-people/,1
880493160874508289,McMaster: Trump to meet with Putin at the G-20 summit https://t.co/FQ0vd7inDK https://t.co/jhhIzgnLEQ,https://www.washingtonpost.com/blogs/post-politics/wp/2017/06/29/mcmaster-trump-to-meet-with-putin-at-the-g-20-summit/,1
879529272117002240,"White House says Syria’s Assad preparing another chemical attack, warns of ‘heavy’ penalty https://t.co/86loPjtXak https://t.co/9oTWFqHyZS",https://www.washingtonpost.com/blogs/post-politics/wp/2017/06/26/white-house-says-syrias-assad-preparing-another-chemical-attack-warns-of-heavy-penalty/,1
878227654876348417,Trump says ‘we’ll have to see’ if Mueller should step down from Russia probe https://t.co/Rn3XOcSXSP https://t.co/5v1qAcYzk7,https://www.washingtonpost.com/blogs/post-politics/wp/2017/06/23/trump-says-well-have-to-see-if-mueller-should-step-down-from-russia-probe/,1
877942831419084800,Trump says he has no ‘tapes’ of Comey conversations https://t.co/NnZEE1Xom3 https://t.co/xoXjg7IAUO,https://www.washingtonpost.com/blogs/post-politics/wp/2017/06/22/trump-says-he-has-no-tapes-of-comey-conversations/,1
