,tweet_text,tweetid,cluster_label,relevance,theme
34,Gulp Friction AllMaleReboots,781057910205927424,5,0,0
35,Dan Of Green Gables  AllMaleReboots ,781056550056108034,5,0,0
36,Lex Poofer SoftenABadGuy ,828908830671114240,5,0,0
37,MANS  AllMaleReboots,781056812510392320,5,0,0
38,Jowls SoftenABadGuy,828908477632360452,5,0,0
39,Joseph Crawlin SoftenABadGuy ,828900766643585025,5,0,0
40,Sucker Punch 2 The Balls AllMaleReboots ,781057043776110592,5,0,0
41,Today we honor these 26 black women who died in police custody BlackLivesMatter   Jessica Williams ,787518437249589248,6,1,2
42,Today we honor these 26 black women who died in police custody BlackLivesMatter   Eleanor Bumpurs ,864599988214431744,6,1,2
43,Today we honor these 26 black women who died in police custody BlackLivesMatter   Shereese Francis ,787483206886883332,6,1,2
44,Today we honor these 26 black women who died in police custody BlackLivesMatter   Kathryn Johnston ,864599712896172032,6,1,2
45,Today we honor these 26 black women who died in police custody BlackLivesMatter   Briana Ojeda ,787508367128494080,6,1,2
46,Today we honor these 26 black women who died in police custody BlackLivesMatter   Miriam Carey ,787478168424906752,6,1,2
47,Woman shot left for dead on East Side sidewalk was 26 officials  ,799630071174729728,6,1,2
48,Equal Pay Day Heres What You Need to Know  ,849205453347332097,7,0,0
49,  Women do earn the same pay if they work well,693163997021995008,7,0,0
50,Equal Pay Day Highlights Gender Pay Gap in Texas  ,849207719227785217,7,0,0
51,Women still earning less money than men despite gains in education study     EqualPayDay ,720062203932467200,7,0,0
52,Amazon says its female workers paid equally as men  tech,712731483471937536,7,0,0
53, says review finds women get equal pay at company  tech,712692935255465984,7,0,0
54,BlackWomensEqualPay Blck women are paid less than White men even when they do the same job  ,768157388163649537,7,0,0
55,AddSethImproveAnything Vengeance is mine seth the Lord,777807062617075712,8,0,0
56,AddSethImproveAnything  Setharrhea,777814408835715073,8,0,0
57,AddSethImproveAnything Im ugly so I dont take Sethies,777798367048970240,8,0,0
58,addsethimproveanything Were gonna need a bigger Seth,777806620193460224,8,0,0
59,AddSethImproveAnything Seth Seems to Be the Hardest Word,777804996058476544,8,0,0
60,AddSethImproveAnything Sethtastic ,777814922466103296,8,0,0
61,AddSethImproveAnything Star Wars Revenge of the Seth,777798403082297344,8,0,0
62,AddSethImproveAnything Make Seth Great Again,777813714716139522,8,0,0
63,AddSethImproveAnything Oh please dont take my Seth away,777807903118032897,8,0,0
64,AddSethImproveAnything Seth I wanna blow you Superbad ,777810394647826432,8,0,0
65,addsethimproveanything You Seth whaat,777803608599302144,8,0,0
66,AddSethImproveAnything Sethual Healing,777807641477349376,8,0,0
67,addsethimproveanything  The Seth is Out There,777798106708643840,8,0,0
68,AddSethImproveAnything I smell Seth and Candy here Goodtimes lounging in my chair,777815528715026432,8,0,0
69,AddSethImproveAnything No Seth please were British,777799529089249281,8,0,0
70,Kate Middletons Sister Pippa Getting Hitched This Weekend  ,865584653503221760,9,0,0
71,40yo Muslim marries 8yo Where is liberal outrage ,781707143439417344,9,1,20
72,sports Kate Upton announces engagement to Justin Verlander,727565017285951488,9,1,20
73,sports Jennifer Azzi comes out as gay announces marriage to her USF assistant coach,716025628881911808,9,1,20
74,Michigan Couple Celebrates 80th Wedding Anniversary  ,879080836536119298,9,1,20
75,RT GoogleStreetArt New Street Art by Donk in London   streetart art arte ,840671227324829696,10,0,0
76,Street Art by DFace in NY   streetart art arte ,843702991517573120,10,0,0
77,RT GoogleStreetArt New Street Art by Murmure   Paris   art arte graffiti streetart ,838037203418742784,10,0,0
78,RT GoogleStreetArt New Street Art by Gudassis found in Belo Horizonte Brazil    streetart art arte ,841723960060436480,10,0,0
79,New Street Art by DFaceOfficial found in Paris France    streetart art arte ,859653522257793024,10,0,0
80,New Street Art by Zedr found in Adelaide Australia    streetart art arte ,867868979875983360,10,0,0
81,RT GoogleStreetArt New Street Art by Julian Clavijo found in Benalla Australia    art arte streetart ,878986922143744002,10,0,0
82,RT GoogleStreetArt Jorit Agoch new huge Street Art of Diego Maradona found in Naples Italy    art arte stree ,846952370445672449,10,0,0
83,New Street Art by Jef Aerosol found in Marseille France    streetart art arte ,841413099232088066,10,0,0
84,RT GoogleStreetArt Street Art by London Police   art arte graffiti streetart ,837843805231591428,10,0,0
85,RT GoogleStreetArt New Street Art by Gomez found in Rome  streetart art arte ,841751587013951495,10,0,0
86,Wild Card Weekend Sees Bengals Prepped For Round Three Against Steelers  news,684395483951857664,11,0,0
87,Fall All Stars 2016 Northern Kentucky football  ,820479198762516483,11,0,0
88,sports Steelers report card Hand out your grades for the Bengals game,686261774090244097,11,0,0
89,Can Bengals Ride BackUp McCarron To Long Awaited Playoff Win  news,685142089475047424,11,0,0
90,Steelers at Bengals Live updates from the AFC wildcard game  sports,685997287219187712,11,0,0
91,Steelers at Bengals Live updates from the AFC wildcard game  news,685997287344975872,11,0,0
92,Milwaukee programs get grants for legal services fighting homelessness  Milwaukee,727266504438239232,12,0,0
93,New report examines heroin opioid deaths in Milwaukee County  Milwaukee,711769687877558272,12,0,0
94,Walker to announce Bucks arena financing Thursday afternoon  Wisconsin,707759878811422720,12,0,0
95,Bucks commit to living wage deal for new arena  Milwaukee,733386215332810753,12,0,0
96,Milwaukee receives grant to study heroin addiction  Wisconsin,718649115966447616,12,0,0
97,Milwaukee County panel backs resuming payments for Marcus Center  Milwaukee,707255060292481024,12,0,0
98,TopNews Killing of gorilla to save boy at Ohio zoo sparks outrage,736980980783681536,13,0,0
99,Tiger kills zookeeper at zoo in England  ,869410871293988865,13,0,0
100,Police investigate parents of boy rescued from gorilla  news,737792896896663552,13,0,0
101,TopNews Florida zoo worker dies after tiger attack local media,721085994573770752,13,0,0
102,Bantu the gorilla dies from cardiac arrest in Mexico City zoo  environment,751237767514902528,13,0,0
103,NetApp revenue falls 106 percent to cut 12 percent jobs  tech,700069020364468224,14,0,0
104,Intel to Cut 12K Jobs Reducing Workforce by 11 Percent  tech,722526343502495744,14,0,0
105,Intel to cut 12000 jobs as it confronts decline in PCs  ,722558327515811840,14,0,0
106,Intel to cut 12K jobs reducing workforce by 11 percent  ,722550089521082368,14,0,0
107,Chipmaker Intel says it will cut 12000 jobs or about 11 percent of its workforce over the next year ,722521607160209408,14,0,0
108, Howdy Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793232691130884096,15,1,15
109, Hey Would you like to participate in our texit statewide rally scheduled for Nov 5 ,791434226658869249,15,1,15
110, Greetings Hope youre doing fine Would you like to participate in our Texit if Hillary statewide rally,788717582069018626,15,1,15
111, Howdy hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5 ,791419168730017792,15,1,15
112, Howdy hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793121614145523712,15,1,15
113, Howdy Kirk hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,791302083731337216,15,1,15
114, Hey Would you like to participate in our texit statewide rally scheduled for Nov 5,793237299249094657,15,1,15
115, HOwdy John Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793235902457712640,15,1,15
116, Howdy Stephen Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793231508660064258,15,1,15
117, would you like to come to a texit rally were organizing its going to take place on Nov 5,791086886467108864,15,1,15
118, were organizing a texit rally Its going to be held on Nov 5 Would you like to join,791105826417152000,15,1,15
119, Howdy Would you like to participate in our texit statewide rally scheduled for Nov 5,791832351693271040,15,1,15
120,Russian athletes likely to have tested positive for doping at Beijing Olympics agency  sports,733577621947060227,16,0,0
121,sports Overwhelming Majority of Olympic Athletes are Doping,715987114903515136,16,0,0
122,Sharapova slams media coverage of doping case  sports,708470703196995585,16,0,0
123,sports China athletes allege statebacked doping,695854150504960001,16,0,0
124,US opens criminal probe into doping by Russian athletes NY Times  sports,732675468290183168,16,0,0
125,Guide to world sports bodies judging Russias doping case  sports,744989795735089152,16,0,0
126,IOC will take toughest sanctions over Sochi doping  sports,755055253880315905,16,0,0
127, ElderlySciFi   The Shouter Limits   ,731054251141566464,17,0,0
128, War of the Werthers Originals ElderlySciFi  ,731060315782144000,17,0,0
129, Dr Who Are You Again   ElderlySciFi ,731063405172293632,17,0,0
130,ElderlySciFi   More Than the Sum of His 401K Retirement Account,731060476977795072,17,0,0
131, Partial recall  ElderlySciFi,731062243966779396,17,0,0
132,The MucineXFiles ElderlySciFi ,731061753887506433,17,0,0
133,  Doctor Huh ElderlySciFi,731059570508959744,17,0,0
134, The Thing You knowWhat do you call itthe thing ElderlySciFi ,731055186135928832,17,0,0
135,Back to the Doctor ElderlySciFi ,731063315170918401,17,0,0
136,Stuck in the Furture ElderlySciFi ,731061570336374784,17,0,0
137, Seniority Report    ElderlySciFi ,731053565238751233,17,0,0
138,Steady Player One ElderlySciFi ,731056062871285761,17,0,0
139,Cholesterolslashing drug lowers heartattack risk study finds  ,842957827169800192,18,0,0
140,A morphine alternative with less overdose risk  health,765964799972810752,18,0,0
141,Mediterranean diet linked to lower risk of heart attack  health,725049702417231872,18,0,0
142,Step training may reduce fall risk for the elderly  health,692750942324658176,18,0,0
143,health Study Exercise may slow mental decline in older people,713310908001325056,18,0,0
144,Alternative medicine may be linked to lower vaccination rates  health,783022269484244993,18,0,0
145,Loss of independence postsurgery linked to poor outcomes  health,756210299804327938,18,0,0
146,More Marseille mayhem as Russian fans charge rivals  sports,741761760986730496,19,0,0
147,Antifa takes the streets of Marseille France Masked protesters throw flares clash w police at demo against Marine Le Pen Frenchelections ,856264574701637638,19,0,0
148,Scores arrested in violence at French labor law protests  world news,725770122728611840,19,0,0
149,Paris France Refugees Get A Beat Down By Citizens ,846548703494262784,19,0,0
150,More Marseille mayhem as Russian fans charge rivals  world news,741757803123998720,19,0,0
151,Migrants gang fighting against local ppl amp police in Paris Where is the media now iamamuslimtoo SwedenIncident ,833505336216649728,19,0,0
152,Foke French riot police begin destroying camps full of UKbound migrants in Paris  Foke,793072517581635585,19,0,0
153,Puppymonkeybaby wins Super Bowl 50 commercial race   ,696879978395226112,20,0,0
154,Super Bowl 50 commercial Puppymonkeybaby  news,696491859598651392,20,0,0
155,The Latest PepsiCo brings us the Puppymonkeybaby  business,696496203240861696,20,0,0
156,ThingsInventedWhileHigh puppymonkeybaby ,772717742814298112,20,0,0
157,puppymonkeybaby is one of the creepiest things Ive ever seen,696501417243230209,20,0,0
158,NJ police department arrests Puppymonkeybaby,697166626467098624,20,0,0
159,Furry Tails Burnt Umber amp Noodle Are Waiting For Forever Homes  news,713787703448313857,21,0,0
160,Furry Tails Cleo Is Waiting For A Forever Home  news,731615879603978241,21,0,0
161,Furry Tails Coco Diesel amp Alexie Are Waiting For Forever Homes  news,688505032900132864,21,0,0
162,Furry Tails Cutie Shabock amp Daisy Are Waiting For Forever Homes  news,711251091103453185,21,0,0
163,Furry Tails Carlita Gigi amp Sterling Are Waiting For Forever Homes  news,701119308059901952,21,0,0
164,Furry Tails Felix Is Waiting For A Forever Homes  news,716076596143075328,21,0,0
165,  Getting Caught on Film  TimeTravelerProblems,759329046333448192,22,0,0
166,TimeTravelerProblems Even though Ive gone back and changed my past I can still remember the alternate reality,759313350513856512,22,0,0
167,Keep traveling in time until I find something similar to Futurama or Doctor Who TimeTravelerProblems,759315187354697728,22,0,0
168,Keep getting asked by time travelers from the future when A Long Time Ago In a Galaxy Far Far Away is  TimeTravelerProblems,759313239918325760,22,0,0
169,TimeTravelerProblems  Actually getting time travel to work,759339208360140800,22,0,0
170,TimeTravelerProblems wibbly wobbly timey wimey,759330546476576769,22,0,0
171,Crashing into other time travelers TimeTravelerProblems ,759337918288625664,22,0,0
172,Theres no wifi in the past TimeTravelerProblems,759332668144254976,22,0,0
173,I violated the temporal prime directive on my first day TimeTravelerProblems,759336774908784640,22,0,0
174,When you meet with younger and older versions of yourself TimeTravelerProblems ,759331519416545283,22,0,0
175,TimeTravelerProblems  Dont know if Im coming or going,759311941869461504,22,0,0
176,Cant remember if I did that yesterday or tomorrow  TimeTravelerProblems ,759341260134047744,22,0,0
177,TimeTravelerProblems are what these guys have ,759335070901481472,22,0,0
178,MAPS TimeTravelerProblems ,759334585071120385,22,0,0
179,Still cant find answers to LOST TimeTravelerProblems ,759336535435120640,22,0,0
180,Still a day late and a dollar short TimeTravelerProblems ,759328650021920768,22,0,0
181, Sleestacks  TimeTravelerProblems,759312456900632577,22,0,0
182,Talking to your children about terror attacks  news,712827765670608896,23,0,0
183,Dear Child  when black parents have to give the talk BlackLivesMatter ,794632553365991428,23,1,2
184,TopNews For black families hard questions from children over US police killings,755380239350370304,23,1,2
185,Dear Child  When Black Parents Have To Give The Talk  Beautiful video ,794355123380252673,23,1,2
186,New kids book helps parents approach the Talk about police brutality  ,867115674862276610,23,1,2
187,Good parents have to tell their kids the truth ,800137809323442176,23,1,2
188,28 Petersburg officers file classaction suit against city for overtime pay  ,687814458442289153,24,0,0
189,Fired cop wins back job 270K in wages attorney says,707918929994260480,24,0,0
190,Dannell Ellerbes new contract provides 27 million in cap relief reports say  news,697803201450344448,24,0,0
191,Lawsuit moves forward alleging Sterlings owe 270K in legal fees  ,846781811271368704,24,0,0
192,Jury awards injured Cleveland Greyhound passenger 27 million in deadly 2013 crash Greyhound Lines must pay 27 million to a   crime,694183109156155392,24,0,0
193,Dannell Ellerbes new contract provides 27 million in cap relief reports say  sports,697803203828539393,24,0,0
194,Loans from WWBIC increased 28 last year  business,684198463928569857,24,0,0
195,Gateway Arch renovation gets 28 million for extra construction costs  ,842341969087107073,24,0,0
196,Hackensack paying acquitted police chief 28M in compensation ,784340669531684867,24,0,0
197,BankBlack Movement Industrial Bank Earns 27 Million In New Deposit ,769703322546831360,24,0,0
198,Indian soldiers kill suspected militants in clashes at Kashmir frontier  world news,778283810035163136,25,1,28
199,Indian police arrest suspected phone scam mastermind  ,857438027827859456,25,1,28
200,Indian police says shoot dead militant leader in Jammu amp Kashmir  world news,751473107433512960,25,1,28
201,Kashmiris warn India its crackdown is turning some to militancy  world news,780931708988252160,25,1,28
202,Gunmen attack air force base in India near border with Pakistan 1 killed  news,683112357774528512,25,1,28
203,After military raid India looks at more ways to pressure Pakistan  world news,781659825318924288,25,1,28
204,In escalation India says it launches strikes on militants in Pakistan  world news,781422513238581248,25,1,28
205,Pakistan announces several arrests over attack in India  news,687234877893120000,25,1,28
206,Militants attack Indian army brigade HQ in Kashmir nine dead sources  world news,777359665524985858,25,1,28
207,17 Black gay celebrities out of the closet  Angela Davis ,809231515926351873,26,0,0
208,17 Black gay celebrities out of the closet  Andre Leon Talley ,809224210912419840,26,0,0
209,17 Black gay celebrities out of the closet  Nicki Minaj ,809239061726711825,26,0,0
210,17 Black gay celebrities out of the closet  RavenSymone ,809284356510318592,26,0,0
211,17 Black gay celebrities out of the closet  Lee Daniels ,809250381217701889,26,0,0
212,Chris Rock should come out to Straight Outta Compton Oscar2016 OscarsSoWhite  OscarHasNoColor ,704136734687281155,27,0,0
213,Chris Rock should come out to Straight Outta Compton Oscar2016 OscarsSoWhite  OscarHasNoColor,704156241283686400,27,0,0
214,Oscars diversity flap puts host Chris Rock in hard place  life,704084666941190144,27,0,0
215,ChrisRock slammed Hollywoods race row headon while hosting this years AcademyAwards  ,705040785771782145,27,0,0
216,Rock starts Oscars with cracks about race diversity ,704126788344000512,27,0,0
217,Now we need Chris Rock to represent at the Oscars I know he wont back down from OscarsSoWhite OscarHasNoColor ,704133914638442497,27,0,0
218,Chris Rock transforms Oscars into biting racial commentary  life,704219949410045952,27,0,0
219,FritoLay Recalls Jalapeno Chips Over Potential Salmonella  ,855789108605710336,28,0,0
220,Company recalls frozen burrito products due to listeria fear  ,863496860958437380,28,0,0
221,Whole Foods recalls cheese because of listeria risk  news,704821813876895744,28,0,0
222,Nestle recalls some Drumstick cones for possible Listeria contamination  news,785494763512340481,28,0,0
223,Frozen Foods Recalled Due To Potential Listeria Contamination  news,724366430423019520,28,0,0
224,Dog Chew Toys Recalled Over Possible Chemical Contamination  ,874446807232901121,28,0,0
225,Dog Food Recalled over Possible Drug Contamination  ,828627162836135936,28,0,0
226,Sargento recalls cheese due to possible contamination  ,830408125719142400,28,0,0
227,Trader Joes recalls raw cashew pieces due to possible Salmonella contamination  news,689193322556948480,28,0,0
228,Despite Anthony Davis gamehigh 26 points Pelicans lose to Mavericks 10091  news,684940138057605122,29,0,0
229,Norris Cole unable to save Pelicans from woeful trend during 11095 loss to Grizzlies  sports,694362892469039105,29,0,0
230,New Orleans Pelicans unable to end San Antonio Spurs home winning streak lose 11097  sports,695091750474350592,29,0,0
231,Despite Anthony Davis 29 points Pelicans lose to Bucks 10392  sports,708850185552572416,29,0,0
232,New Orleans Pelicans plays with effort still unable to overcome flaws vs Pacers  news,685688506736181248,29,0,0
233,814 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter ,783065345019871232,30,1,8
234,514 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter ,783060813577715712,30,1,8
235,1114 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter ,783070125620498432,30,1,8
236,714 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter ,783063832176562176,30,1,8
237,314 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter ,783055777871241216,30,1,8
238,1414 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter ,783076416862683136,30,1,8
239,Tyson recalls more than 2 million pounds of breaded chicken products  ,873926191081807873,31,0,0
240,Tyson recalls more than 24 million pounds of chicken products  ,873652605335085056,31,0,0
241,Soybean Sprouts Recalled for Possible Listeria Contamination  ,872758464157822977,31,0,0
242,OK Foods Recalls Chicken Products Due to Possible Contamination  ,845448469699596288,31,0,0
243,Peanut butter substitute recalled after E coli outbreak  ,838059987075284994,31,0,0
244,Tyson recalls chicken due to undeclared allergens  ,873667458279911424,31,0,0
245,Hostess recalls snack cakes doughnuts over peanut residue ,740004604163719168,31,0,0
246,These marches have seen many faces Lets commemorate SelmaToMontgomery1965March ,713381454194073600,32,0,0
247,SelmaToMontgomery1965 was a historic march led by MLK I wonder if we can do the same today for our rights ,713378162479116288,32,0,0
248,We are still fighting for our rights SelmaToMontgomery1965 ,713380984222314497,32,0,0
249, cover Apr 21 1961 ,852134836060008453,32,0,0
250,We all know what glory looks like SelmaToMontgomery1965,713385745701072896,32,0,0
251,United we stand SelmaToMontgomery1965,713375948033273858,32,0,0
252,Arm in arm to St Jude selma50 selma2montgomery SelmaToMontgomery1965 ,713376918616285185,32,0,0
253,Its all about our rights SelmaToMontgomery1965,713380806794874881,32,0,0
254,1960s civil rights ,812781268614217733,32,0,0
255,SelmaToMontgomery1965 Marching into history,713385370763730944,32,0,0
256,Selma marches recall a sense that we were all in ths together SelmaToMontgomery1965 ,713381549530591232,32,0,0
257,Treasury nominee Mnuchin was Trumps top fundraiser  ,803978010395287552,33,1,14
258,Steve Mnuchin sworn in as treasury secretary ,831343715524472832,33,1,14
259,US Senate expected to confirm Mnuchin as Treasury secretary ,831280903330594816,33,1,14
260,Senate expected to confirm Mnuchin as Treasury secretary ,831030303309385728,33,1,14
261,GOPled Senate expected as early as Monday to confirm Mnuchin as Treasury secretary  ,830931948537257988,33,1,14
262,Wilbur Ross sworn in as secretary of commerce ,836624358214873088,33,1,14
263,Senate Confirms Former Banker Steven Mnuchin As Treasury Secretary  ,831386825319129090,33,1,14
264,DSE Thursday session closes at 136472 points ,705420332593643520,34,0,0
265,DSE Tuesday session closes at 136705 points ,709770307637104640,34,0,0
266,DSE Thursday session closes at 124609 points ,692748273312870404,34,0,0
267,DSE Tuesday session closes at 125298 points ,692015241924710400,34,0,0
268,DSE Wednesday session closes at 138170 points ,712646485867802625,34,0,0
269,Congo declares yellow fever epidemic 67 recorded cases  health,744852296970829824,35,0,0
270,Yellow fever outbreak in Congo Angola bigger than thought WHO  health,771071163585863681,35,0,0
271,Yellow fever outbreak kills 146 people in Angola  health,711084531839709184,35,0,0
272,WHO says Angola Congo yellow fever outbreak under control  health,775631686839132161,35,0,0
273,Congo declares yellow fever epidemic 1000 suspected cases  world news,744876697699287040,35,0,0
274,More than 1000 suspect cases of yellow fever in DR Congo WHO  health,743500677083598848,35,0,0
275,US bans Samsung Galaxy Note7 smartphones from air travel  tech,787026559882362880,36,0,0
276,Large electronics banned on flights to US from certain Middle Eastern airports  ,844075435180916736,36,0,0
277,Samsungs Galaxy Note 7 shipments delayed due to quality testing  tech,770943461142896641,36,0,0
278,TopNews US cautions air passengers on replacement Samsung Galaxy Note 7 phones,785662354776166400,36,0,0
279,Samsung to recall Galaxy Note 7 smartphones US agency  tech,776521885521555456,36,0,0
280,Samsung halts Note 7 production after new fire scare source  tech,785576683831111686,36,0,0
281,Note 7 fiasco leaves Samsungs smartphone brand in question  news,786258139226050560,36,0,0
282,Samsung to halt global sales exchanges of Galaxy Note7  tech,785614561500016640,36,0,0
283,TopNews US FAA advises passengers not to turn on Galaxy Note 7 phones in flight,774037181815848960,36,0,0
284,Samsung Electronics considers Galaxy Note 7 recall source  tech,771556670568706049,36,0,0
285,Samsung temporarily halts Galaxy Note 7 production  news,785495702474412032,36,0,0
286,Samsung Galaxy Note7 smartphones banned from all US flights ,787299291597418496,36,0,0
287,US regulator tells air passengers not to turn on Galaxy Note 7 phones  tech,774066643643211776,36,0,0
288,Moscow summons French ambassador over antiRussian Euro 2016  sports,743142460482674688,37,1,24
289,European leaders seek elusive road map after Brexit shock  world news,776723651278229504,37,1,24
290,Brexit EU leaders demand quick UK exit as fallout grows  politics,746652191146967040,37,1,24
291,Brexit vote UK political confusion keep world markets on edge  world news,747612450078371841,37,1,24
292,EU authority fraying in reaction to Brexit vote  world news,750211410018217984,37,1,24
293,British EU vote causes alarm abroad as ripples spread  world news,747163566982062080,37,1,24
294,This is Poland Disgrace to Europe EU must press on Poland to REMOVE these people out of there ,732756719038693376,37,1,24
295,Britain France seek EU condemnation of Russia over Syria  world news,787951347375026176,37,1,24
296,British EU exit turmoil alarms Asia rocks Labour opposition  world news,747028386774605824,37,1,24
297,Girl Anime    JapanAMovie ,847389319778062337,38,0,0
298,The WevAnant  JapanAMovie ,847381306618986496,38,0,0
299,Tsunami Myself and Irene  JapanAMovie ,847367635033407488,38,0,0
300,Kimono Better Blues  JapanAMovie,847395836761735170,38,0,0
301,JapanAMovie    That Thing Judo,847373732674805761,38,0,0
302,Sushis all that   JapanAMovie,847393567479693313,38,0,0
303,JapanAMovie SushiTown,847374173349355520,38,0,0
304,JapanAMovie Youve Arigato Mail ,847378998036283392,38,0,0
305, The Greatest Shogun On Earth JapanAMovie,847370974982885377,38,0,0
306,Oneesan Where Art Thou JapanAMovie ,847382389105991681,38,0,0
307,JapanAMovie  Bow You See Me,847377362215813121,38,0,0
308,Big Edamames House JapanAMovie ,847394754245439488,38,0,0
309,Straight Outta Wasabi  JapanAMovie ,847380752656326656,38,0,0
310, JapanAMovie Anime House,847380701787729922,38,0,0
311,Praying of the Steps at Holy Cross Immaculata Church  ,852906138119131136,39,0,0
312,Catholic Church abuse victims call for meeting with Pope  world news,704833254738649088,39,0,0
313,Archbishop of Canterbury pushes for reconciliation  news,686565147234586625,39,0,0
314,Cathedral Offers Services for Healing After Election  ,796408895266836480,39,0,0
315,Local churches train to combat violence in places of worship  ,837645523024752640,39,0,0
316,Cardinals Peralta undergoes surgery for thumb injury  sports,707986443411415041,40,0,0
317,Bulls Noah to have shoulder surgery out four to six months  sports,688661007305080832,40,0,0
318,sports Red Soxs Sandoval set for shoulder surgery,727498920339759104,40,0,0
319,Spanish sprinter Hortelano undergoes more hand surgery  sports,776406687850692608,40,0,0
320,Pablo Sandoval to have surgery on shoulder  sports,727306505490300928,40,0,0
321,NFL notes Vikings Peterson faces surgery  sports,778816710275059712,40,0,0
322,Russian coach says Tarasenko needs surgery  ,861680708347146240,40,0,0
323,Bears Jay Cutler Needs Shoulder Surgery Will Be Placed On SeasonEnding IR  ,804415606816731136,40,0,0
324,Pizarro Silicon Valleys homeless will benefit from sweet fundraiser  SanJose,717091615324512256,41,0,0
325,SanJose Clinton Hosting Low Dollar Fundraiser in SF,728004207349891072,41,0,0
326,SanJose Upbeat Fundraiser Held For Fallen SJPD Officer,747963857792950272,41,0,0
327,politics San Jose Council candidates raise dough donate to themselves,725881926716805121,41,0,0
328,Nonprofit Hosts Fundraiser for Family of Fallen San Jose Officer  local news,747606853140439040,41,0,0
329,The LA Kinds OneLetterOffSports ,774158797971480576,42,0,0
330,The Mighty Dicks OneLetterOffSports,774164077912297474,42,0,0
331,OneLetterOffSports Hickey ,774167345132544001,42,0,0
332,The Log Jump   OneLetterOffSports ,774165234416136192,42,0,0
333,Hugby OneLetterOffSports,774158918347988993,42,0,0
334,OneLetterOffSports  Sport Fisting ,774160929827135488,42,0,0
335,Hugby OneLetterOffSports ,774161050891456512,42,0,0
