,tweet_text,tweetid,cluster_label,relevance,theme
85582,Earthquakes settle for 11 tie at Real Salt Lake  sports,756738521889550337,4,0,0
59189,Live updates  FC Cincinnati manages 11 tie with Charlotte,873718979239522304,4,0,0
38963,Tierney shorthanded Revs play NYCFC to 11 draw  sports,713896992020115456,4,0,0
89544,sports Chris Wondolowski scores as Earthquakes settle for 11 tie with Dynamo,759980339770949632,4,0,0
40138,sports Earthquakes make magic again in tying DC United 11,716494374683607040,4,0,0
88476,New Street Art by Rogue found in Glasgow Scotland   streetart art arte,841413100884639746,5,0,0
35599,RT GoogleStreetArt New Anamorphic Street Art by Cosimo Cheone   streetart art arte,841554099946553344,5,0,0
56636,RT GoogleStreetArt New Street Art by Banksy found in Dover England   streetart art arte,861626875457789952,5,0,0
64518,RT GoogleStreetArt New Street Art by Faith47 found in Johannesburg South Africa    streetart art arte,848490843799523328,5,0,0
11925,RT GoogleStreetArt Street Art by DFace in NY   streetart art arte,843867779845541888,5,0,0
29347,New Anamorphic Street Art by Cosimo Cheone   streetart art arte,841414448619368448,5,0,0
74187,RT GoogleStreetArt New Street Art by VinieGraffiti   art arte streetart,842366387825836035,5,0,0
34561,New Street Art by David de la Mano found in Montevideo Uruguay    streetart art arte,841411832938135552,5,0,0
13649,New Street Art by b0rdaloii found in Porto Portugal    art arte streetart,872150975125106688,5,0,0
60956,RT GoogleStreetArt New Street Art by JimmyC found in Adelaide Australia    streetart art arte,861122216481751040,5,0,0
68704,New Street Art by Julian Clavijo found in Benalla Australia    art arte streetart,878494935300878337,5,0,0
94132,RT GoogleStreetArt Truly wonderful new Street Art by the artist Mantrarea foung in Luxembourg    streetart ar,864515394853384192,5,0,0
98049,RT GoogleStreetArt Street Art by AlaniZ   Paris   art arte graffiti streetart,843602243026915331,5,0,0
24590,RT GoogleStreetArt New Street Art by Milu Correch amp El Jerrino found in Buenos Aires Argentina    streetart a,841552866246590464,5,0,0
442,New Street Art by Manomatic found in Bogota Columbia   art arte streetart,879227316739731456,5,0,0
80235,New Street Art by Alex Senna found in Civitacampomarano Italy    streetart art arte,860368277830283265,5,0,0
43096,New Street Art by Michel Velt found in NYC   streetart art arte,870375222310043651,5,0,0
81229,RT GoogleStreetArt New Street Art by DanKitchener found in Newham London e15  art arte streetart,844296876107157506,5,0,0
88475,New Street Art by VinieGraffiti   art arte streetart,842263181653377025,5,0,0
1566,RT GoogleStreetArt New Street Art using trash by Alfredo Segatori found in Buenos Aires Argentina    art arte,877069285323132928,5,0,0
30479,RT GoogleStreetArt New Street Art by Braga1   Marseille France    streetart art arte,838875893514797056,5,0,0
73419,Jorit Agoch new huge Street Art of Diego Maradona found in Naples Italy    art arte streetart,846825282841575424,5,0,0
91195,RT GoogleStreetArt New Street Art by sonnysundancer found in New York   art arte streetart,875745261380927488,5,0,0
80236,RT GoogleStreetArt New Street Art by Rogue found in Glasgow Scotland   streetart art arte,841552864841469952,5,0,0
90948,New Street Art by Seth Globe painter found in Fontaine France    art arte streetart,876675447169449984,5,0,0
44271,RT GoogleStreetArt New Street Art by Levalet in Paris   streetart art arte,841032329854406657,5,0,0
25694,RT GoogleStreetArt New Street Art by Seth Globe painter found in Fontaine France    art arte streetart,877530260803387392,5,0,0
17263,Street Art by alicepasquini in Liceo Kennedy Rome   streetart art arte,846432242557763584,5,0,0
61961,2937 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor,784568997756833792,6,1,2
24632,337 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor,784535779506786304,6,1,2
50774,3737 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor,784580325900972032,6,1,2
43372,2437 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor,784562707118915585,6,1,2
35407,2637 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor,784565223030087680,6,1,2
15494,137 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor,784532004704391168,6,1,2
30753,637 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor,784540056958611456,6,1,2
27129,3237 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor,784574038425341952,6,1,2
14315,2037 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor,784557673161166848,6,1,2
60623,Now downloadable shows and movies on Netflix,804037671647641600,7,0,0
34204,Univision teams with Netflix to broadcast 2 of its series  entertainment,732595339375476737,7,0,0
89982,Tech Trends Netflix vs Amazon,722285953973268481,7,0,0
74713,Are you watching    Dear White People is now streaming on Netflix,858220770081861632,7,0,0
63801,Netflix Finally Allows Users To Download Shows And Movies,804030877189734404,7,0,0
9290,The Latest People gather across US to honor Orlando victims,742208912347144192,8,1,20
31482,TopNews Rays honor Orlando shooting victims during pride night,744049837633642496,8,1,20
21633,TopNews US advocates see LGBT rights at a watershed after Orlando shooting,744276143793012736,8,1,20
83709,To honor the memory of PulseShooting victims we are holding a candlelight vigil near Orlando City Hall LGBT,743218311463374850,8,1,20
8512,Watch Live Fallen Officers Honored During Candlelight Vigil,863560297105305600,8,1,20
90403,Seattle high school football team kneels for national anthem  sports,777162996682412032,9,0,0
7824,The first official to take a knee during the playing of the national anthem,791089304718245892,9,0,0
67371,Singer kneels while performing anthem at Miami NBA game  sports,789846247465111552,9,0,0
62266,Some Plainfield South Athletes Take A Knee During National Anthem,782415273164845056,9,0,0
50718,Most members of Norfolk high school football team take knee during anthem,774679423530381312,9,0,0
73508,Full Show With All Due Respect 082916  politics,770435994537426945,10,0,0
20001,With All Due Respect Best of the Week 0513  politics,731303507110694913,10,0,0
61436,With All Due Respect Best of the Week 041016  politics,719139627089530880,10,0,0
23489,With All Due Respect 041916  politics,722588192994516993,10,0,0
84665,With All Due Respect 032316  politics,712790059167002624,10,0,0
78637,Full Show With All Due Respect 092116  politics,778771737651449857,10,0,0
41916,With All Due Respect 051816  politics,733090893104717824,10,0,0
41378,With All Due Respect 060616  politics,739971989373259777,10,0,0
27464,Full Show With All Due Respect 091316  politics,775856820006981632,10,0,0
28624,With All Due Respect 021616  politics,699785336109420544,10,0,0
45570,With All Due Respect 030316  politics,705555278205362176,10,0,0
76420,Full Show With All Due Respect 081816  politics,766445352333418496,10,0,0
41911,With All Due Respect Best of the Week 092416  politics,779885436227289089,10,0,0
5671,With All Due Respect 022616  politics,703393074509017088,10,0,0
71229,With All Due Respect 060216  politics,738528983042555905,10,0,0
8323,With All Due Respect Best of the Week 042216  politics,723684144601931777,10,0,0
80987,With All Due Respect 020516  politics,695792257555771392,10,0,0
73819,Full Show With All Due Respect 091516  politics,776567393556402176,10,0,0
94855,With All Due Respect 051016  politics,730174754196467712,10,0,0
30223,Full Show With All Due Respect 081616  politics,765710372619771904,10,0,0
67410,With All Due Respect Best of the Week 101516  politics,787381485577773056,10,0,0
73503,Howdy Dave Were holding a statewide Texit rally tomorrow at the Texas State Capitol Austin  Would you like to participate,794736387421589504,11,1,15
62291,Howdy Were holding a statewide Texit rally tomorrow at the Texas State Capitol Austin  Would you like to participate,794734913555664896,11,1,15
94326,Hey Gary Were holding a statewide Texit rally tomorrow in Dallas Would you like to participate,794732000955535360,11,1,15
79203,Howdy Wes Were holding a statewide Texit rally tomorrow in Dallas Would you like to participate,794731773041213440,11,1,15
76416,Howdy Paula Were holding a statewide Texit rally tomorrow in Dallas Would you like to participate,794731907732926464,11,1,15
62490,Howdy Were holding a statewide Texit rally tomorrow in Dallas Would you like to participate,794733577925693440,11,1,15
97133,would you be interested in coming to a texit rally were organizing DM for more details,791097460986896385,12,1,15
67654,Hey Daniel Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,791443839034744832,12,1,15
78469,Howdy Shell Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793236788475080704,12,1,15
56693,Howdy Dave Would you like to participate in our Texit statewide rally scheduled for Nov 5,791834439512907776,12,1,15
9177,were organizing a texit rally Would you be interested in joining us DM for more details,791100821274517504,12,1,15
53954,Howdy Colt Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793237029572128768,12,1,15
68388,would you be interested in coming to a texit rally that were organizing If so follow us back so that we DM you more info,791084083501760512,12,1,15
15661,would you like to come to a texit rally were organizing,791098858830962688,12,1,15
28759,would you be interested in participating in a texit rally DM for more details if you are,791104262331916288,12,1,15
1302,Howdy Chad Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793236882603651072,12,1,15
83962,were organizing a texit rally on Nov 5 DM us for more details if youre interested,791099090557931520,12,1,15
63477,Yo Claudius AllMaleReboots,781058015122247680,13,0,0
3895,Ghostbusters  but the nonfeminist version AllMaleReboots,781056299719163904,13,0,0
23088,hello AllMaleReboots,781058473773699072,13,0,0
10883,Friends with Ben afflecks AllMaleReboots,781057890677362688,13,0,0
95651,Sons of Beaches AllMaleReboots,781057835866001408,13,0,0
61407,The Brian the Mitch Andy Ward Job AllMaleReboots,781055836835774464,13,0,0
15303,Legally Bald AllMaleReboots,781058530098970624,13,0,0
58182,Something About Mark AllMaleReboots,781056845444108288,13,0,0
96808,Defining Women AllMaleReboots,781058092502949888,13,0,0
84279,Ever After the Ball Game AllMaleReboots,781057542600347648,13,0,0
22653,AllMaleReboots   Wet Dreamgirls,781057566461796352,13,0,0
65202,AllMaleReboots  The Seven Year Jockitch,781058755643387904,13,0,0
39371,School of Jock Itch AllMaleReboots,781058502206685185,13,0,0
15143,An Inconvenient Bluth AllMaleReboots,781058352361066496,13,0,0
22050,Boogers and Spice  AllMaleReboots,781056633950638080,13,0,0
19532,Porn Actually AllMaleReboots  midnight,781056145658089472,13,0,0
97417,Bottom Gun  AllMaleReboots,781056355570290688,13,0,0
84572,Mr Congeniality starring Mandra Bullock AllMaleReboots,781057205097332738,13,0,0
81339,Demetrious Johnson ties UFC record for title defense,853470585434906628,14,0,0
54634,UFC 200 Jon Jones dust settled what to watch for Saturday night  sports,751436648466903041,14,0,0
40724,UFC 199 Michael Bisping stops Luke Rockhold to claim title,739330070582546432,14,0,0
72297,UFC 200 Daniel Cormier vs Jon Jones will now headline event  sports,725328571934248961,14,0,0
65647,No McGregor at UFC 200 Jones vs Cormier headlines card  sports,725544102368964608,14,0,0
53453,sports UFC 199 Michael Bisping stops Luke Rockhold to claim title,739328884655558659,14,0,0
7509,sports Stipe Miocic beats Fabricio Werdum in UFC 198,731738760480624640,14,0,0
75917,Jon Jones off UFC 200 card after apparent doping violation  news,751146912166719488,14,0,0
40330,Bisping defeats Henderson to retain UFC middleweight belt  sports,784988407529218048,14,0,0
18697,UFC199 was incredible That is all,739390589058289665,14,0,0
35183,Holy UFC 202  UFC202,747893706729074688,14,0,0
25105,ThingsNotToDoAtTheZoo be a tiger because you couldnt even eat people,738768819674583040,15,0,0
25394,ThingsNotToDoAtTheZoo Breastfeeding animals,738758727654735872,15,0,0
96540,ThingsNotToDoAtTheZoo Shit like this,738750306570276864,15,0,0
19352,ThingsNotToDoAtTheZoo being too much of a bitch,738749306157424640,15,0,0
91255,ThingsNotToDoAtTheZoo saw this sign at the zoo is it because hes black,738764885203517444,15,0,0
46573,ThingsNotToDoAtTheZoo birds poop every 15 minutes so dont stand in one place too long,738762756921397248,15,0,0
78407,ThingsNotToDoAtTheZoo ask a zookeeper too cook thaat cute lamb over there,738762982834966529,15,0,0
35255,ThingsNotToDoAtTheZoo every zoo is a petting zoo if you are not a pussy,738748793638649858,15,0,0
36739,ThingsNotToDoAtTheZoo Climbing the cages with predators obviously Unless you are not Darvin Prize nominee,738766414908121088,15,0,0
7376,Berkeley votes to ban sale of fur apparel products,849858318931722240,15,0,0
17108,City Councilmans Proposal Would Ban Wild Animal Performances In Pittsburgh  news,727992870754390016,15,0,0
57973,What would you do first save your child or take a photo ThingsNotToDoAtTheZoo,738750001401069569,15,0,0
99291,ThingsNotToDoAtTheZoo give whiskey to koalas They are so annoying when drunk,738761401943068672,15,0,0
61893,ThingsNotToDoAtTheZoo dangle for a better angle,738750472559992834,15,0,0
61894,City Council voted to ban wild animal acts from circuses,877647644260265984,15,0,0
17289,Mighty Morphin Stranger Danger ProblematicKidsShows,857936515493703680,16,0,0
28098,White Power Rangers ProblematicKidsShows,857961552695091200,16,0,0
20230,Thomas Runs a Train ProblematicKidsShows,857960800652206080,16,0,0
70757,Dora the Deported      ProblematicKidsShows,857955555641511937,16,0,0
40667,Clifford the Big Red Dick ProblematicKidsShows,857951934736683008,16,0,0
99269,Angry Beavers airing once a month ProblematicKidsShows,857934026526531584,16,0,0
38180,Scooby doo the orgy ProblematicKidsShows,857943228804325376,16,0,0
57247,Mister Trumps Neighborhood ProblematicKidsShows,857950659311751170,16,0,0
77723,Thomas The Rail Replacement BusService ProblematicKidsShows,857936756447952896,16,0,0
98555,Believe It to Cleaver ProblematicKidsShows,857934060076670976,16,0,0
46360,Sesame Streetwalkers  ProblematicKidsShows,857944526752579585,16,0,0
64286,Health Inspector ProblematicKidsShows,857943567620218880,16,0,0
65964,ProblematicKidsShows  the magic shroom bus,857963597284032512,16,0,0
44843,Bicurious George  ProblematicKidsShows,857949482025013248,16,0,0
30507,CatDong  ProblematicKidsShows,857959501621866497,16,0,0
42518,Pee Wees Crack House  ProblematicKidsShows,857956687025655808,16,0,0
12598,Los Angeles company recalls deerantler tea after 2 get sick,862209684404670464,17,0,0
35210,Two San Francisco residents hospitalized by poison tea from SF Chinatown,840393409764417537,17,0,0
24534,The Republic of Tea recalls green tea over salmonella fears,727505179625431040,17,0,0
89720,health The Republic of Tea recalls green tea over salmonella fears,727580054117490688,17,0,0
57709,Los Angeles company recalls deerantler tea after 2 get sick,861824190554550273,17,0,0
35834,Startup makes virtual reality intuitive with eyetracking  business,710365301301358592,18,0,0
71822,Oculus Rift preorders kick off breakout year for virtual reality  business,684930437366464512,18,0,0
56995,Oculus Rift virtualreality headset will sell for 599 preorders crash site  news,684895898824904704,18,0,0
30671,Video game makers plunge deeper into virtual reality at E3  tech,743176665686147072,18,0,0
5145,Creative Control looks at the near future of personal VR  entertainment,707995686797611009,18,0,0
8736,Deep in the virtual world A newbies first brush with VR  business,720766735964512256,18,0,0
21879,Tech Report Facebook introduces VR app Spaces,855277808699883520,18,0,0
52762,Facebooks Oculus starts shipping Rift virtual reality headset  tech,714528821702098944,18,0,0
37188,Mommy loves you Boy rescued after gorilla is shot at zoo  news,737041305742643202,19,0,0
15000,TopNews Cincinnati gorilla killed after boy falls into zoo enclosure,736733545373171712,19,0,0
15065,Director Zoo safe despite shooting of gorilla to save boy,737648725841960963,19,0,0
34727,Ohio zoo defends shooting of gorilla after boy fell in enclosure  environment,737374221894979584,19,0,0
48413,TopNews Boys body found after gator attack at Florida Disney resort,743182471483686913,19,0,0
56975,ItTurnedAwkwardWhen family dinner,694161059779743744,20,0,0
76699,ItTurnedAwkwardWhen I met my parents at the party,694175883058237441,20,0,0
20477,ItTurnedAwkward When girl you know started to do makeup,694175352877244416,20,0,0
64344,ItTurnedAwkwardWhen we decided to make a family portrait,694159518461222912,20,0,0
92945,ItTurnedAwkwardWhen we decided to make a family portrait,694175021485297664,20,0,0
33635,Why is TimeTravelerProblems trending What did I miss,759342927298433024,21,0,0
65145,Not a straight line TimeTravelerProblems not a circle ball with all the,759329901195489280,21,0,0
31516,Ending up in the wrong side of the world TimeTravelerProblems,759315594198061064,21,0,0
41629,Morning everyone TimeTravelerProblems,759341749525475328,21,0,0
93020,If time travel is possible shouldnt someone have been here by now Or is this  them listing problems TimeTravelerProblems,759343716599377922,21,0,0
93387,TimeTravelerProblems  aka The time travelers wife,759323751737679872,21,0,0
15157,So little to do so much time TimeTravelerProblems,759322125278679040,21,0,0
17287,Oh boy TimeTravelerProblems,759311773296132096,21,0,0
68810,Getting caught in the Big Bang TimeTravelerProblems,759323270487289856,21,0,0
20713,Sales soar for late singer Prince as his music tops Billboard charts  life,724723454092537858,22,0,0
89987,Remembering Prince Celebrity reactions to the superstars death,723216141129121793,22,0,0
47802,Prince dies at 57 The world lost a creative icon  news,723595426323013632,22,0,0
28286,Report Prince Dead At Age 57  news,723194437841477633,22,0,0
52689,Princes death First official paternity claim  celebs news,730206418452676609,22,0,0
29230,Seattle fans Princes death is hitting hard  entertainment,723373419912261632,22,0,0
20397,Remembering Prince share your memories  entertainment,723341601397841921,22,0,0
58570,Finding overdose killed Prince just the beginning of investigation  news,738719262731165696,22,0,0
26458,Princes family planning memorial to late music superstar  entertainment,728983137305288704,22,0,0
68842,Authorities investigate death at Princes recording studio  news,723197085139357701,22,0,0
27327,Stunned celebrities react to Princes death  celebs news,723254141103951872,22,0,0
6859,Source Prince had opioid medication on him at death  entertainment,725528933756604416,22,0,0
49095,Social media mourns death of music legend Prince  life,723240213045088256,22,0,0
29245,Princes death Key players in investigation and aftermath  entertainment,732257349839134720,22,0,0
25255,Remembering Prince news photos videos reaction and more,723528432093515777,22,0,0
58417,Death of Prince Painkillers found in home reports say  celebs news,725653816532590593,22,0,0
73739,Prince has reportedly died at 57 So sad,723231406428540928,22,0,0
31643,The legacy of Prince the pop superstars top hits,723205692513902593,22,0,0
98823,Oprah Mick Jagger among celebs to react to Princes death,723345793768255488,22,0,0
3819,Spike Lee and others attend Prince memorial  entertainment,730778259378442241,22,0,0
61846,Celebrities react to death of Roger Moore,867043516622544897,22,0,0
29380,Princes death Key players in investigation and aftermath,732317472934633472,22,0,0
29111,Man files paternity claim against Princes estate  entertainment,730044340165189632,22,0,0
51538,The death of Prince What we know now  celebs news,723477039907393536,22,0,0
52521,Spike Lee throws dance party ahead of Princes 58th birthday  entertainment,739219424926826501,22,0,0
76637,Prince team sought addiction doctors help  entertainment,727945056510836737,22,0,0
87517,New Star Wars trailer previews the story of rebels past  news,718121579989733376,23,0,0
49981,Lucasfilm Reveal First Look At Star Wars The Last Jedi Teaser Trailer,852930062919888898,23,0,0
99542,First trailer gives sneak peak at Rogue One A Star Wars Story  life,718132061219852288,23,0,0
52768,New Star Wars film released in China  life,685843626086121472,23,0,0
72348,Movie Review Rogue One A Star Wars Story,809326656804556802,23,0,0
49299,Hollywood Gears Up for Saturday Premier of Rogue One A Star Wars Story,806927439880404992,23,0,0
40644,Body Found on I35E in Denton Roadway Shut Down,856202798354112513,24,0,0
88837,ADOT to install trafficflow sensors along SR51 forcing closure Monday night,826170216807821312,24,0,0
9261,Grab some patience several lanes of I35W will close Monday night,876461847481901056,24,0,0
32860,Bridge demolition to close I435 at I35 all weekend,733681315720122368,24,0,0
9263,Multiple highspeed wrecks reported on I35 expect traffic congestion,848893633898086404,24,0,0
77509,Australian PM visits governorgeneral to seek July 2 election media  world news,729155572818268161,25,1,28
40750,Australia votes in deadheat polls as PM seeks reform mandate  world news,749042797831794689,25,1,28
28168,Australian prime minister makes July 2 election official  politics,729188972631449603,25,1,28
96399,Early polls show tight race in Australian election  world news,749185767453315074,25,1,28
61266,Australia to hold first online leaders debate ahead of July 2 poll  world news,742544585000292352,25,1,28
61443,Australian PM Turnbull scrambles for independent votes as race tightens  world news,750881534580711424,25,1,28
37379,Australian PMs popularity slips in poll as tight election looms  world news,733852525896425472,25,1,28
59137,Australian PM inches closer to winning majority government  world news,751693913786716160,25,1,28
6376,Australian prime minister on his way to call July 2 election  politics,729172890243883008,25,1,28
62721,Australian passes voting reforms paves way for early election  world news,710671402374791168,25,1,28
50604,Turnbull in range of hollow Australian election victory  world news,750488356933382144,25,1,28
88004,Australian PM almost certain victor in election but no celebration  world news,751312791936520192,25,1,28
74539,Australian PM takes bold gamble sets in motion July 2 poll  world news,711757880161009664,25,1,28
50431,Blackhawks acquire Ladd in trade with Jets  sports,703032140640886784,26,0,0
60949,Ducks trade Hagelin to Pittsburgh for Perron Clendening  hockey,688299593025519618,26,0,0
85197,Sports Wild deals Niklas Backstrom acquires David Jones from Calgary,7.04457E+17,26,0,0
63456,Blackhawks acquire Ladd in trade with Jets  hockey,703039736932204544,26,0,0
19535,Lehtera to Flyers Reaves to Penguins Blues add centers Schenn Sundqvist,878554055630520320,26,0,0
27466,sports San Jose Sharks sign freeagent defenseman David Schlemko from New Jersey Devils,748947568147566592,26,0,0
99149,LA Kings acquire Vincent Lecavalier Luke Schenn from Flyers  hockey,684884130660630528,26,0,0
81528,Sharks acquire Polak Spaling in trade with Maple Leafs  hockey,701846226426134528,26,0,0
45737,CBS sets USD exchange rate at SYP 51249,729990115615875072,27,0,0
68689,CBS sets USD exchange rate at SYP 334,693812396343693312,27,0,0
50333,The CBS sets USD exchange rate at SYP 46873,743025011233984514,27,0,0
24355,The CBS sets USD exchange rate at SYP 44285,718002337722146816,27,0,0
89247,CBS sets USD exchange rate against SYP at 55231 and EUR at 62497,732861609178062849,27,0,0
27995,YouAreARacistIf you see the difference,732944792011870209,28,2,0
88820,YouAreARacistIf you dont agree with the opinion of a person belonging to another race,732938622278742016,28,2,0
65129,Aparently YouAreARacistIf you use this hashtag,732938917813616640,28,2,0
25666,YouAreARacistIf you claim to be native american,732941168879751169,28,2,0
82196,YouAreARacistIf you are okay,732936367735484416,28,2,0
25734,YouAreARacistIf you have no black friend,732942356081709057,28,2,0
16911,sports Ex49er Dana Stubblefield charged with raping disabled woman he denies allegations,727342602828181506,29,0,0
39894,Ex49ers player Dana Stubblefields wife filed for divorce during alleged rape investigation,727608731664457728,29,0,0
71439,Former 49ers star Dana Stubblefield charged with rape of disabled woman,727266630552559616,29,0,0
63247,Ex49er Dana Stubblefield charged with raping disabled woman he denies allegations  sports,727484264107773952,29,0,0
59793,sports Former 49er Dana Stubblefield charged with raping disabled woman,727293810326167553,29,0,0
3587,Cubans in Miami Revelry and reflection after Fidel Castros death,802560599594975232,30,1,28
86980,Cubans in Miami Revelry and reflection after Castros death,802556321056686082,30,1,28
2580,Cuban Americans in San Diego React to Castros Death,802673630912139264,30,1,28
56972,Miami celebration turns to reflection on Castro death,803006821791363073,30,1,28
35151,Dolphins Player With CubanAmerican Roots Opens Up About Castros Death,804151355585740801,30,1,28
57703,Celebs Of Cuban Descent Offer Thoughts On Castros Death,802625308356702212,30,1,28
96274,CubanAmericans in Chicago React to Fidel Castros Death,802697794527973376,30,1,28
14890,Blair denies lying as inquiry damns handling of Iraq War  world news,750719090726096896,31,1,21
51099,British inquiry slams exPM Blair for catalog of failures over Iraq war  world news,750800269198233600,31,1,21
57622,Inquiry slams Blair over Iraq war reveals secret commitment to Bush  world news,750667807600160768,31,1,21
27102,Inquiry slams Blair over Iraq war reveals secret promise to Bush  world news,750696296588029952,31,1,21
55856,Iraq inquiry slams Blair over legal basis for war  world news,750654105408843776,31,1,21
83056,Bigger is better in Murica,688050553482383360,32,0,0
56579,Murican evolution Murica,692399239335276544,32,0,0
70074,Do we have any proud patriots Murica,688434022469402624,32,0,0
7277,True patriots of Murica,688058151002746880,32,0,0
77316,Holy shit Murica,692765352162275328,32,0,0
50757,Portraits of Murica,695675778701262849,32,0,0
77315,Murican keyboard Murica,695717299672604673,32,0,0
32392,Can this photo get any more symbolic Murica,692776684102103041,32,0,0
82942,Melissa McCarthy mocks Sean Spicer in NY streets,863068664001691648,33,1,28
41923,SNL review Melissa McCarthy takes her Sean Spicer act on the road literally,863713103023923200,33,1,28
7093,So verspottet Melissa McCarthy TrumpSprecher Sean Spicer,828304269665247233,33,1,28
94119,Melissa McCarthy adds spice and Spicer as host of SNL,863631278612123648,33,1,28
37305,Sean Spicer made reporters laugh out loud with a Melissa McCarthy joke,840304986940678144,33,1,28
57218,Anthony Davis appears to be a longshot to return as starter for NBA AllStar Game  sports,687774003214204928,34,0,0
23374,Anthony Davis held to 5 points in second half Pelicans lose to Grizzlies 10199  news,689214662525620224,34,0,0
2767,Alvin Gentry still bothered by his players poor effort vs Mavericks  sports,685256465393696768,34,0,0
63095,Alvin Gentry still bothered by his players poor effort vs Mavericks  news,685256465771180032,34,0,0
91639,Alvin Gentry says not having a timeout late in game was costly Pelicans postgame reaction  sports,691865115445043201,34,0,0
75881,Alvin Gentry says not having a timeout late in game was costly Pelicans postgame reaction  news,691865006804201473,34,0,0
75712,Does Anthony Davis deserve to be a starter in the NBA AllStar Game  Poll  sports,689934882701733888,34,0,0
71562,George Karl not happy with his teams defensive effort vs Pelicans Kings postgame reaction  sports,687555138400038912,34,0,0
10575,How Anthony Davis statistics compare at AllStar break from last season  sports,699999140265103360,34,0,0
6002,Marc Gasol not pleased with teams performance vs Pelicans Grizzlies postgame reaction  sports,689262964558282752,34,0,0
28485,Charles Barkley says Pelicans losing record hurts Anthony Davis chances to become AllStar reserve  sports,690629951230377985,34,0,0
76286,Officers seem unimpressed by  after his gang of race baiters cost them their comrades lives DallasMemorial,752949250208792576,34,0,0
13914,Anthony Davis missed his first 10 shot attempts but Pelicans still beat Nets 105103  sports,693653943939788800,34,0,0
73842,Anthony Davis unable to avoid dreadful start in Pelicans 10694 loss to Jazz  sports,706321044567515138,34,0,0
18131,Gifts from blackowned businesses your loved ones will adore BuyBlack   Ethiopianinspired choker 25 Marzam,806329889376890880,35,1,2
83995,Gifts from blackowned businesses your loved ones will adore   Subscription box to support blackowned beauty companies 25 Onyx Box,806287113675227137,35,1,2
53800,Gifts from blackowned businesses your loved ones will adore BuyBlack  Candle for those who like to stay lit 30 Lit Brooklyn,806279561952509953,35,1,2
31169,Gifts from blackowned businesses your loved ones will adore BuyBlack  Peace And Happiness greeting cards 2250 Tatiana Camice,806284589849145345,35,1,2
37256,Gifts from blackowned businesses your loved ones will adore BuyBlack This empowering brooch  25 Rachel Stewart Jewelry,806264204302745600,35,1,2
38878,Gifts from blackowned businesses your loved ones will adore BuyBlack   Snazzy watch 5199 SPGBK,806304723980713985,35,1,2
