,tweet_text,tweetid,cluster_label,relevance,theme
77656,NetApp revenue falls 106 percent to cut 12 percent jobs  tech,700069020364468224,14,0,0
98894,Intel to Cut 12K Jobs Reducing Workforce by 11 Percent  tech,722526343502495744,14,0,0
94299,Intel to cut 12000 jobs as it confronts decline in PCs,722558327515811840,14,0,0
52403,Intel to cut 12K jobs reducing workforce by 11 percent,722550089521082368,14,0,0
24912,Chipmaker Intel says it will cut 12000 jobs or about 11 percent of its workforce over the next year,722521607160209408,14,0,0
26332,Howdy Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793232691130884096,15,1,15
45426,Hey Would you like to participate in our texit statewide rally scheduled for Nov 5,791434226658869249,15,1,15
37309,Greetings Hope youre doing fine Would you like to participate in our Texit if Hillary statewide rally,788717582069018626,15,1,15
45425,Howdy hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,791419168730017792,15,1,15
10062,Howdy hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793121614145523712,15,1,15
64700,Howdy Kirk hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,791302083731337216,15,1,15
38696,Hey Would you like to participate in our texit statewide rally scheduled for Nov 5,793237299249094657,15,1,15
88447,HOwdy John Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793235902457712640,15,1,15
24405,Howdy Stephen Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793231508660064258,15,1,15
83680,would you like to come to a texit rally were organizing its going to take place on Nov 5,791086886467108864,15,1,15
75218,were organizing a texit rally Its going to be held on Nov 5 Would you like to join,7.91106E+17,15,1,15
31879,Howdy Would you like to participate in our texit statewide rally scheduled for Nov 5,791832351693271040,15,1,15
13184,Russian athletes likely to have tested positive for doping at Beijing Olympics agency  sports,733577621947060227,16,0,0
68703,sports Overwhelming Majority of Olympic Athletes are Doping,715987114903515136,16,0,0
3507,Sharapova slams media coverage of doping case  sports,708470703196995585,16,0,0
40050,sports China athletes allege statebacked doping,695854150504960001,16,0,0
91297,US opens criminal probe into doping by Russian athletes NY Times  sports,732675468290183168,16,0,0
44943,Guide to world sports bodies judging Russias doping case  sports,744989795735089152,16,0,0
68931,IOC will take toughest sanctions over Sochi doping  sports,755055253880315905,16,0,0
68783,ElderlySciFi   The Shouter Limits,731054251141566464,17,0,0
52962,War of the Werthers Originals ElderlySciFi,7.3106E+17,17,0,0
18570,Dr Who Are You Again   ElderlySciFi,731063405172293632,17,0,0
82737,ElderlySciFi   More Than the Sum of His 401K Retirement Account,731060476977795072,17,0,0
64243,Partial recall  ElderlySciFi,731062243966779396,17,0,0
84411,The MucineXFiles ElderlySciFi,731061753887506433,17,0,0
33689,Doctor Huh ElderlySciFi,731059570508959744,17,0,0
10839,The Thing You knowWhat do you call itthe thing ElderlySciFi,731055186135928832,17,0,0
40175,Back to the Doctor ElderlySciFi,731063315170918401,17,0,0
29799,Stuck in the Furture ElderlySciFi,731061570336374784,17,0,0
88262,Seniority Report    ElderlySciFi,731053565238751233,17,0,0
14741,Steady Player One ElderlySciFi,731056062871285761,17,0,0
22964,Cholesterolslashing drug lowers heartattack risk study finds,842957827169800192,18,0,0
25863,A morphine alternative with less overdose risk  health,765964799972810752,18,0,0
28820,Mediterranean diet linked to lower risk of heart attack  health,725049702417231872,18,0,0
17381,Step training may reduce fall risk for the elderly  health,692750942324658176,18,0,0
41788,health Study Exercise may slow mental decline in older people,713310908001325056,18,0,0
34242,Alternative medicine may be linked to lower vaccination rates  health,783022269484244993,18,0,0
12845,Loss of independence postsurgery linked to poor outcomes  health,756210299804327938,18,0,0
13174,More Marseille mayhem as Russian fans charge rivals  sports,741761760986730496,19,0,0
52435,Antifa takes the streets of Marseille France Masked protesters throw flares clash w police at demo against Marine Le Pen Frenchelections,856264574701637638,19,0,0
12919,Scores arrested in violence at French labor law protests  world news,725770122728611840,19,0,0
8953,Paris France Refugees Get A Beat Down By Citizens,846548703494262784,19,0,0
64737,More Marseille mayhem as Russian fans charge rivals  world news,741757803123998720,19,0,0
90028,Migrants gang fighting against local ppl amp police in Paris Where is the media now iamamuslimtoo SwedenIncident,833505336216649728,19,0,0
58356,Foke French riot police begin destroying camps full of UKbound migrants in Paris  Foke,793072517581635585,19,0,0
45153,Puppymonkeybaby wins Super Bowl 50 commercial race,696879978395226112,20,0,0
90824,Super Bowl 50 commercial Puppymonkeybaby  news,696491859598651392,20,0,0
92425,The Latest PepsiCo brings us the Puppymonkeybaby  business,696496203240861696,20,0,0
44652,ThingsInventedWhileHigh puppymonkeybaby,772717742814298112,20,0,0
16036,puppymonkeybaby is one of the creepiest things Ive ever seen,696501417243230209,20,0,0
94868,NJ police department arrests Puppymonkeybaby,697166626467098624,20,0,0
84175,Furry Tails Burnt Umber amp Noodle Are Waiting For Forever Homes  news,713787703448313857,21,0,0
2761,Furry Tails Cleo Is Waiting For A Forever Home  news,731615879603978241,21,0,0
85060,Furry Tails Coco Diesel amp Alexie Are Waiting For Forever Homes  news,688505032900132864,21,0,0
1937,Furry Tails Cutie Shabock amp Daisy Are Waiting For Forever Homes  news,711251091103453185,21,0,0
66634,Furry Tails Carlita Gigi amp Sterling Are Waiting For Forever Homes  news,701119308059901952,21,0,0
74958,Furry Tails Felix Is Waiting For A Forever Homes  news,716076596143075328,21,0,0
56563,Getting Caught on Film  TimeTravelerProblems,759329046333448192,22,0,0
50282,TimeTravelerProblems Even though Ive gone back and changed my past I can still remember the alternate reality,759313350513856512,22,0,0
40346,Keep traveling in time until I find something similar to Futurama or Doctor Who TimeTravelerProblems,759315187354697728,22,0,0
80196,Keep getting asked by time travelers from the future when A Long Time Ago In a Galaxy Far Far Away is  TimeTravelerProblems,759313239918325760,22,0,0
80832,TimeTravelerProblems  Actually getting time travel to work,759339208360140800,22,0,0
3142,TimeTravelerProblems wibbly wobbly timey wimey,759330546476576769,22,0,0
83255,Crashing into other time travelers TimeTravelerProblems,759337918288625664,22,0,0
28789,Theres no wifi in the past TimeTravelerProblems,759332668144254976,22,0,0
24731,I violated the temporal prime directive on my first day TimeTravelerProblems,759336774908784640,22,0,0
42925,When you meet with younger and older versions of yourself TimeTravelerProblems,759331519416545283,22,0,0
63794,TimeTravelerProblems  Dont know if Im coming or going,759311941869461504,22,0,0
47181,Cant remember if I did that yesterday or tomorrow  TimeTravelerProblems,759341260134047744,22,0,0
50613,TimeTravelerProblems are what these guys have,759335070901481472,22,0,0
69486,MAPS TimeTravelerProblems,759334585071120385,22,0,0
89091,Still cant find answers to LOST TimeTravelerProblems,759336535435120640,22,0,0
15764,Still a day late and a dollar short TimeTravelerProblems,759328650021920768,22,0,0
55780,Sleestacks  TimeTravelerProblems,759312456900632577,22,0,0
90146,Talking to your children about terror attacks  news,712827765670608896,23,0,0
59073,Dear Child  when black parents have to give the talk BlackLivesMatter,794632553365991428,23,1,2
91192,TopNews For black families hard questions from children over US police killings,755380239350370304,23,1,2
20652,Dear Child  When Black Parents Have To Give The Talk  Beautiful video,794355123380252673,23,1,2
56277,New kids book helps parents approach the Talk about police brutality,867115674862276610,23,1,2
42998,Good parents have to tell their kids the truth,800137809323442176,23,1,2
88351,28 Petersburg officers file classaction suit against city for overtime pay,687814458442289153,24,0,0
77370,Fired cop wins back job 270K in wages attorney says,707918929994260480,24,0,0
3988,Dannell Ellerbes new contract provides 27 million in cap relief reports say  news,697803201450344448,24,0,0
94319,Lawsuit moves forward alleging Sterlings owe 270K in legal fees,846781811271368704,24,0,0
4256,Jury awards injured Cleveland Greyhound passenger 27 million in deadly 2013 crash Greyhound Lines must pay 27 million to a   crime,694183109156155392,24,0,0
55126,Dannell Ellerbes new contract provides 27 million in cap relief reports say  sports,697803203828539393,24,0,0
19223,Loans from WWBIC increased 28 last year  business,684198463928569857,24,0,0
7246,Gateway Arch renovation gets 28 million for extra construction costs,842341969087107073,24,0,0
95415,Hackensack paying acquitted police chief 28M in compensation,784340669531684867,24,0,0
36599,BankBlack Movement Industrial Bank Earns 27 Million In New Deposit,769703322546831360,24,0,0
89929,Indian soldiers kill suspected militants in clashes at Kashmir frontier  world news,778283810035163136,25,1,28
47442,Indian police arrest suspected phone scam mastermind,857438027827859456,25,1,28
74281,Indian police says shoot dead militant leader in Jammu amp Kashmir  world news,751473107433512960,25,1,28
64730,Kashmiris warn India its crackdown is turning some to militancy  world news,780931708988252160,25,1,28
72577,Gunmen attack air force base in India near border with Pakistan 1 killed  news,683112357774528512,25,1,28
96383,After military raid India looks at more ways to pressure Pakistan  world news,781659825318924288,25,1,28
31527,In escalation India says it launches strikes on militants in Pakistan  world news,781422513238581248,25,1,28
96334,Pakistan announces several arrests over attack in India  news,6.87235E+17,25,1,28
65171,Militants attack Indian army brigade HQ in Kashmir nine dead sources  world news,777359665524985858,25,1,28
83858,17 Black gay celebrities out of the closet  Angela Davis,809231515926351873,26,0,0
73844,17 Black gay celebrities out of the closet  Andre Leon Talley,809224210912419840,26,0,0
35130,17 Black gay celebrities out of the closet  Nicki Minaj,809239061726711825,26,0,0
13218,17 Black gay celebrities out of the closet  RavenSymone,809284356510318592,26,0,0
16352,17 Black gay celebrities out of the closet  Lee Daniels,809250381217701889,26,0,0
37405,Chris Rock should come out to Straight Outta Compton Oscar2016 OscarsSoWhite  OscarHasNoColor,704136734687281155,27,0,0
5322,Chris Rock should come out to Straight Outta Compton Oscar2016 OscarsSoWhite  OscarHasNoColor,704156241283686400,27,0,0
83244,Oscars diversity flap puts host Chris Rock in hard place  life,704084666941190144,27,0,0
32357,ChrisRock slammed Hollywoods race row headon while hosting this years AcademyAwards,705040785771782145,27,0,0
16255,Rock starts Oscars with cracks about race diversity,704126788344000512,27,0,0
41307,Now we need Chris Rock to represent at the Oscars I know he wont back down from OscarsSoWhite OscarHasNoColor,704133914638442497,27,0,0
8923,Chris Rock transforms Oscars into biting racial commentary  life,704219949410045952,27,0,0
56620,FritoLay Recalls Jalapeno Chips Over Potential Salmonella,855789108605710336,28,0,0
80595,Company recalls frozen burrito products due to listeria fear,863496860958437380,28,0,0
86628,Whole Foods recalls cheese because of listeria risk  news,704821813876895744,28,0,0
84940,Nestle recalls some Drumstick cones for possible Listeria contamination  news,785494763512340481,28,0,0
66217,Frozen Foods Recalled Due To Potential Listeria Contamination  news,724366430423019520,28,0,0
72060,Dog Chew Toys Recalled Over Possible Chemical Contamination,874446807232901121,28,0,0
76742,Dog Food Recalled over Possible Drug Contamination,828627162836135936,28,0,0
91475,Sargento recalls cheese due to possible contamination,830408125719142400,28,0,0
14953,Trader Joes recalls raw cashew pieces due to possible Salmonella contamination  news,689193322556948480,28,0,0
9993,Despite Anthony Davis gamehigh 26 points Pelicans lose to Mavericks 10091  news,684940138057605122,29,0,0
86728,Norris Cole unable to save Pelicans from woeful trend during 11095 loss to Grizzlies  sports,694362892469039105,29,0,0
88829,New Orleans Pelicans unable to end San Antonio Spurs home winning streak lose 11097  sports,695091750474350592,29,0,0
29070,Despite Anthony Davis 29 points Pelicans lose to Bucks 10392  sports,708850185552572416,29,0,0
40784,New Orleans Pelicans plays with effort still unable to overcome flaws vs Pacers  news,685688506736181248,29,0,0
665,814 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter,783065345019871232,30,1,8
31138,514 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter,783060813577715712,30,1,8
24690,1114 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter,783070125620498432,30,1,8
1946,714 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter,783063832176562176,30,1,8
60745,314 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter,783055777871241216,30,1,8
23052,1414 14 Times Cops Walked Free After Fatal Encounters With Black Victims BlackLivesMatter,783076416862683136,30,1,8
25763,Tyson recalls more than 2 million pounds of breaded chicken products,873926191081807873,31,0,0
86224,Tyson recalls more than 24 million pounds of chicken products,873652605335085056,31,0,0
809,Soybean Sprouts Recalled for Possible Listeria Contamination,872758464157822977,31,0,0
80003,OK Foods Recalls Chicken Products Due to Possible Contamination,845448469699596288,31,0,0
59022,Peanut butter substitute recalled after E coli outbreak,838059987075284994,31,0,0
80220,Tyson recalls chicken due to undeclared allergens,873667458279911424,31,0,0
81419,Hostess recalls snack cakes doughnuts over peanut residue,740004604163719168,31,0,0
69238,These marches have seen many faces Lets commemorate SelmaToMontgomery1965March,713381454194073600,32,0,0
97307,SelmaToMontgomery1965 was a historic march led by MLK I wonder if we can do the same today for our rights,713378162479116288,32,0,0
54123,We are still fighting for our rights SelmaToMontgomery1965,713380984222314497,32,0,0
46301,cover Apr 21 1961,852134836060008453,32,0,0
45162,We all know what glory looks like SelmaToMontgomery1965,713385745701072896,32,0,0
48913,United we stand SelmaToMontgomery1965,713375948033273858,32,0,0
72488,Arm in arm to St Jude selma50 selma2montgomery SelmaToMontgomery1965,713376918616285185,32,0,0
16368,Its all about our rights SelmaToMontgomery1965,713380806794874881,32,0,0
99266,1960s civil rights,812781268614217733,32,0,0
22007,SelmaToMontgomery1965 Marching into history,713385370763730944,32,0,0
17631,Selma marches recall a sense that we were all in ths together SelmaToMontgomery1965,713381549530591232,32,0,0
63244,Treasury nominee Mnuchin was Trumps top fundraiser,803978010395287552,33,1,14
89820,Steve Mnuchin sworn in as treasury secretary,831343715524472832,33,1,14
85295,US Senate expected to confirm Mnuchin as Treasury secretary,831280903330594816,33,1,14
14785,Senate expected to confirm Mnuchin as Treasury secretary,831030303309385728,33,1,14
83031,GOPled Senate expected as early as Monday to confirm Mnuchin as Treasury secretary,830931948537257988,33,1,14
3816,Wilbur Ross sworn in as secretary of commerce,836624358214873088,33,1,14
96568,Senate Confirms Former Banker Steven Mnuchin As Treasury Secretary,831386825319129090,33,1,14
59009,DSE Thursday session closes at 136472 points,705420332593643520,34,0,0
16235,DSE Tuesday session closes at 136705 points,709770307637104640,34,0,0
86480,DSE Thursday session closes at 124609 points,692748273312870404,34,0,0
16781,DSE Tuesday session closes at 125298 points,692015241924710400,34,0,0
32908,DSE Wednesday session closes at 138170 points,712646485867802625,34,0,0
27960,Congo declares yellow fever epidemic 67 recorded cases  health,744852296970829824,35,0,0
40447,Yellow fever outbreak in Congo Angola bigger than thought WHO  health,771071163585863681,35,0,0
23684,Yellow fever outbreak kills 146 people in Angola  health,711084531839709184,35,0,0
74117,WHO says Angola Congo yellow fever outbreak under control  health,775631686839132161,35,0,0
15837,Congo declares yellow fever epidemic 1000 suspected cases  world news,744876697699287040,35,0,0
12852,More than 1000 suspect cases of yellow fever in DR Congo WHO  health,743500677083598848,35,0,0
44449,US bans Samsung Galaxy Note7 smartphones from air travel  tech,787026559882362880,36,0,0
80245,Large electronics banned on flights to US from certain Middle Eastern airports,844075435180916736,36,0,0
86854,Samsungs Galaxy Note 7 shipments delayed due to quality testing  tech,770943461142896641,36,0,0
26771,TopNews US cautions air passengers on replacement Samsung Galaxy Note 7 phones,785662354776166400,36,0,0
39977,Samsung to recall Galaxy Note 7 smartphones US agency  tech,776521885521555456,36,0,0
54471,Samsung halts Note 7 production after new fire scare source  tech,785576683831111686,36,0,0
81526,Note 7 fiasco leaves Samsungs smartphone brand in question  news,786258139226050560,36,0,0
71444,Samsung to halt global sales exchanges of Galaxy Note7  tech,785614561500016640,36,0,0
94454,TopNews US FAA advises passengers not to turn on Galaxy Note 7 phones in flight,774037181815848960,36,0,0
64174,Samsung Electronics considers Galaxy Note 7 recall source  tech,771556670568706049,36,0,0
21629,Samsung temporarily halts Galaxy Note 7 production  news,785495702474412032,36,0,0
77369,Samsung Galaxy Note7 smartphones banned from all US flights,787299291597418496,36,0,0
65266,US regulator tells air passengers not to turn on Galaxy Note 7 phones  tech,774066643643211776,36,0,0
83357,Moscow summons French ambassador over antiRussian Euro 2016  sports,743142460482674688,37,1,24
24069,European leaders seek elusive road map after Brexit shock  world news,776723651278229504,37,1,24
52295,Brexit EU leaders demand quick UK exit as fallout grows  politics,746652191146967040,37,1,24
18189,Brexit vote UK political confusion keep world markets on edge  world news,747612450078371841,37,1,24
91195,EU authority fraying in reaction to Brexit vote  world news,750211410018217984,37,1,24
95653,British EU vote causes alarm abroad as ripples spread  world news,747163566982062080,37,1,24
98770,This is Poland Disgrace to Europe EU must press on Poland to REMOVE these people out of there,732756719038693376,37,1,24
21395,Britain France seek EU condemnation of Russia over Syria  world news,787951347375026176,37,1,24
22792,British EU exit turmoil alarms Asia rocks Labour opposition  world news,747028386774605824,37,1,24
89797,Girl Anime    JapanAMovie,847389319778062337,38,0,0
77702,The WevAnant  JapanAMovie,847381306618986496,38,0,0
79527,Tsunami Myself and Irene  JapanAMovie,847367635033407488,38,0,0
32088,Kimono Better Blues  JapanAMovie,847395836761735170,38,0,0
78122,JapanAMovie    That Thing Judo,847373732674805761,38,0,0
56013,Sushis all that   JapanAMovie,847393567479693313,38,0,0
60928,JapanAMovie SushiTown,847374173349355520,38,0,0
60152,JapanAMovie Youve Arigato Mail,847378998036283392,38,0,0
84715,The Greatest Shogun On Earth JapanAMovie,847370974982885377,38,0,0
19457,Oneesan Where Art Thou JapanAMovie,847382389105991681,38,0,0
18345,JapanAMovie  Bow You See Me,847377362215813121,38,0,0
56398,Big Edamames House JapanAMovie,847394754245439488,38,0,0
87634,Straight Outta Wasabi  JapanAMovie,847380752656326656,38,0,0
46529,JapanAMovie Anime House,847380701787729922,38,0,0
48336,Praying of the Steps at Holy Cross Immaculata Church,852906138119131136,39,0,0
71075,Catholic Church abuse victims call for meeting with Pope  world news,704833254738649088,39,0,0
81326,Archbishop of Canterbury pushes for reconciliation  news,686565147234586625,39,0,0
50558,Cathedral Offers Services for Healing After Election,796408895266836480,39,0,0
98271,Local churches train to combat violence in places of worship,837645523024752640,39,0,0
593,Cardinals Peralta undergoes surgery for thumb injury  sports,707986443411415041,40,0,0
92078,Bulls Noah to have shoulder surgery out four to six months  sports,688661007305080832,40,0,0
68190,sports Red Soxs Sandoval set for shoulder surgery,727498920339759104,40,0,0
15117,Spanish sprinter Hortelano undergoes more hand surgery  sports,776406687850692608,40,0,0
36523,Pablo Sandoval to have surgery on shoulder  sports,727306505490300928,40,0,0
74870,NFL notes Vikings Peterson faces surgery  sports,778816710275059712,40,0,0
53156,Russian coach says Tarasenko needs surgery,861680708347146240,40,0,0
91387,Bears Jay Cutler Needs Shoulder Surgery Will Be Placed On SeasonEnding IR,804415606816731136,40,0,0
85750,Pizarro Silicon Valleys homeless will benefit from sweet fundraiser  SanJose,717091615324512256,41,0,0
58920,SanJose Clinton Hosting Low Dollar Fundraiser in SF,728004207349891072,41,0,0
2132,SanJose Upbeat Fundraiser Held For Fallen SJPD Officer,747963857792950272,41,0,0
44319,politics San Jose Council candidates raise dough donate to themselves,725881926716805121,41,0,0
98843,Nonprofit Hosts Fundraiser for Family of Fallen San Jose Officer  local news,747606853140439040,41,0,0
90565,The LA Kinds OneLetterOffSports,774158797971480576,42,0,0
23694,The Mighty Dicks OneLetterOffSports,774164077912297474,42,0,0
81932,OneLetterOffSports Hickey,774167345132544001,42,0,0
39296,The Log Jump   OneLetterOffSports,774165234416136192,42,0,0
