,tweet_text,tweetid,cluster_label,relevance,theme
26,RT GoogleStreetArt New Street Art by Gomez   Marche Italy    art arte graffiti streetart ,837429197345812480,3,0,0
27,RT GoogleStreetArt Julian Clavijo Street Art in Melbourne   streetart art arte ,846247288540483584,3,0,0
28,RT GoogleStreetArt Street Art by AEC   streetart art arte ,840466206217949184,3,0,0
29,RT GoogleStreetArt New Street Art by Lonac found in Grenoble France    art arte streetart ,878244818677370880,3,0,0
30,Days old zebra enjoy first snow at Denver Zoo  ,811315339657146368,4,0,0
31,local news Bei Bei panda cub to make public debut at National Zoo in DC on Saturday,687776145501061120,4,0,0
32,Zoo Welcomes the Cutest Gorilla Baby Youll See in Your Life  ,872138624925655048,4,0,0
33,Gorilla born at Knoxville zoo ,775259967032995841,4,0,0
34,Philadelphia Zoo Welcomes Baby Gorilla  ,872312218741874689,4,0,0
35,Philly Zoo Announces Baby Gorillas Name  ,783234227084984320,4,0,0
36,Zoo Miami Welcoming New Gorillas From Kansas  ,863479326397919232,4,0,0
37,Baby gorilla at Woodland Park Zoo to make public debut  local,740022110655905792,4,0,0
38,Going back and finding you cant stop stupidity TimeTravelerProblems ,759345695321186304,5,0,0
39,Still cant fix my typos on Twitter TimeTravelerProblems ,759322483908501504,5,0,0
40,Cant say sorry No time as an excuse TimeTravelerProblems,759344529187205120,5,0,0
41,Spoilers TimeTravelerProblems ,759318273217355777,5,0,0
42, Only being able 2 c where u been and not where ur going DoppleGangerEffect  TimeTravelerProblems,759345866587181056,5,0,0
43, would yall like to come to a texit rally that were organizing follow us back and well DM you further details ,791084391179100160,6,1,15
44, Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793232003080474624,6,1,15
45, would you be interested in participating in a rally that were organizing ,791083719872376832,6,1,15
46, were organizing a texit rally are you interested ,791083423767101440,6,1,15
47, Howdy Karen Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793229377660080128,6,1,15
48, are yall interested in coming to a texit rally were organizing follow back so we can DM more info,791097727342022656,6,1,15
49, were organizing a statewide texit rally Would you like to join,791085282166706176,6,1,15
50, were organizing a texit rally its going to take place on Nov 5 DM for more details if youre interested,791105163167694848,6,1,15
51, Howdy hope youre doing fine Would you like to participate in our texit statewide rally scheduled for this Saturday Nov 5,794344716472971264,6,1,15
52, Howdy Tyler Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793237386297696256,6,1,15
53, Howdy John Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793235846929354752,6,1,15
54,With All Due Respect 032916  politics,714955226789228544,7,0,0
55,With All Due Respect Best of the Week 102216  politics,789911612392022016,7,0,0
56,Full Show With All Due Respect 071516  politics,754100692151775232,7,0,0
57,With All Due Respect Best of the Week 073016  politics,759473068548894720,7,0,0
58,With All Due Respect Best of the Week 090416  politics,772522137307328512,7,0,0
59,With All Due Respect 041816  politics,722220278827192320,7,0,0
60,With All Due Respect 040816  politics,718601175122063364,7,0,0
61,With All Due Respect 021216  politics,698320013183156224,7,0,0
62,With All Due Respect 032416  politics,713146207774707713,7,0,0
63,Full Show With All Due Respect 101116  politics,785979758358126592,7,0,0
64,With All Due Respect 032116  politics,712059299137073153,7,0,0
65,With All Due Respect 040716  politics,718222636287991809,7,0,0
66,With All Due Respect 050616  politics,728753291299983360,7,0,0
67,Full Show With All Due Respect 103116  politics,793256514513272832,7,0,0
68,With All Due Respect 052716  politics,736314994812276736,7,0,0
69,With All Due Respect Best of the Week 100116  politics,782312356554559488,7,0,0
70,Report Trump taps Michigan justice for federal court  ,861550626022580225,8,1,14
71,Detroit News NCAA predictions Michigan State  ,841076150155788292,8,0,0
72,Jim Harbaugh putting Michigans spring game under the lights  news,701061073244278784,8,0,0
73,ESPNs GameDay headed to Western Michigan  ,797867689859543040,8,0,0
74,Michigan GOP chair tapped to lead RNC  ,809177734735921153,8,0,0
75,Facebooks Oculus sharpens mobile focus with new VR content  business,730466628509405185,9,0,0
76,Googles New Offerings Focus On Artificial Intelligence In Apps Services  ,864965640867782660,9,0,0
77,Facebook launches probe into report of political bias  tech,731212201202225152,9,0,0
78,Tech Trends All about virtual reality at Game Developers Conference  news,709941771061436417,9,0,0
79,Facebook says using AI to fight terrorism on its platform  ,875442177937113089,9,0,0
80,Too Short Circuit RobotHipHop ,846658093295583232,10,0,0
81,Swagga like Bots by AI  RobotHipHop,846671221060227072,10,0,0
82,Alicia Stickey Keys  RobotHipHop,846658819082006528,10,0,0
83,Word to your Motherboard  RobotHipHop,846683990861856770,10,0,0
84,RobotHipHop   The Sugar Hill Cyborg Gang,846664258368659459,10,0,0
85,RobotHipHop CPU State of Mind,846654886284451840,10,0,0
86,Not even once RobotHipHop,846667113402003456,10,0,0
87,WallE Thugs n Harmony  RobotHipHop ,846674343539105792,10,0,0
88,NWA  Nggas With Androids  RobotHipHop,846676554939752448,10,0,0
89,Crow T Pain RobotHipHop ,846664392817070080,10,0,0
90,The Notorious WallE RobotHipHop,846657671319080961,10,0,0
91,2bit new album Dear Motherboard RobotHipHop,846673507362623489,10,0,0
92,First off fck your glitch and that click you claim RobotHipHop,846656420263051265,10,0,0
93,Robot Used For Room Service At Local Hotel  ,879944084877709312,10,0,0
94,Chinese robot maker Siasun scouting Europe for acquisitions  tech,745632497426280448,10,0,0
95,RobotHipHop   California Lovebot,846681721261211648,10,0,0
96,Heavy beam falls seriously hurts construction worker in Queens  ,849657514908151809,11,0,0
97,TopNews California gasoline jumps on Exxon Torrance crane collapse,744989335959724032,11,0,0
98,TopNews Construction crane collapses in downtown New York report,695611346205876224,11,0,0
99,Construction workers seriously injured trapped in crane accident  ,877280499236036608,11,0,0
100,Gallery Deadly crane collapse in New York  news,695632590888304640,11,0,0
101,Officials working to determine cause of NYC crane collapse  business news,695848419311558656,11,0,0
102,Its the Great Pumpkin Charlie Brown turns 50  news,788463089330982912,12,0,0
103,Haltom High School Celebrates 50 Years of Highsteppers  ,779709563276668928,12,0,0
104,Endymions celebrates 50th anniversary in grand style photo gallery  news,696186242183012352,12,0,0
105,Earlysville Volunteer Fire Company Celebrates 50 Years ,784958478255214592,12,0,0
106,Disneyland celebrates 50th anniversary of Pirates of the Caribbean ride  ,842834063853535238,12,0,0
107,Disneys Beauty and the Beast celebrating 25th anniversary  entertainment,729332141939531776,12,0,0
108,Amistad Research Center celebrates 50th anniversary Sept 30 ,778601473185685505,12,0,0
109,Twitter drops 9 percent after report that Google wont bid  tech,783836465973174272,13,0,0
110,Anthony Davis held to nine points Pelicans routed by Wizards 10989  sports,702321066316734464,13,0,0
111,Yordano Ventura Suspended nine games after Tuesdays braw  news,741028443823837185,13,0,0
112,Celtics deal Suns 9th straight road loss  sports,688208141289263104,13,0,0
113,Celtics deal Suns 9th consecutive road loss  sports,688277929365655552,13,0,0
114,Yordano Ventura suspended 9 games for brawl with Orioles ,741038712721575936,13,0,0
115, MySummerPlans include no yoga pants,733242737852551168,14,0,0
116,MyFantasyIncludes small drunk yoga pants ,766901389305995264,14,0,0
117,ThatDoesntGoThere so dont wear those yoga pants ,687301222429102084,14,0,0
118,  stop yoga pants shaming  ,717729923436265472,14,0,0
119,ThingsYouCantIgnore fatties in yoga pants,810854181934342144,14,0,0
120,MustBeBanned Duh damn chicks in sheer yoga pants,768481749324095488,14,0,0
121,ThingsThatDisturbMe the fact that I dont have chicken nugget power ,793096385180696577,15,0,0
122,Bird Flu Found At Tyson Foods Chicken Supplier  ,838974768703483904,15,0,0
123,Colin Powell Chicken  PoliticalFoods,789021490519928832,15,0,0
124,RuinADinnerInOnePhrase Why is that chicken still alive,783669580472418305,15,0,0
125,Perdue recalls chicken nuggets for possible contamination  local,706969571333267456,15,0,0
126,Chef Carl Congelos Recipes Pasta With Chicken amp Peach Cobbler  news,699948295158763520,15,0,0
127,Chef Bill Fullers Recipe Rosemary Chicken  news,685083728247308288,15,0,0
128,50 Greatest Black Music Artists  Tina Turner ,808086461530587136,16,2,0
129,50 Greatest Black Music Artists  Miles Davis ,808428719635251200,16,2,0
130,50 Greatest Black Music Artists  Stevie Wonder ,808436274277339136,16,2,0
131,50 Greatest Black Music Artists  Public Enemy ,808401045172928512,16,2,0
132,50 Greatest Black Music Artists  Otis Redding ,808114151906279424,16,2,0
133,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth  South Dakota Oscar Micheaux ,826963854127202305,17,1,2
134,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth  Louisiana Madam CJ Walker ,826951770014298112,17,1,2
135,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth  Wisconsin Al Jarreau ,826967373907369984,17,1,2
136,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth   Alaska Blanche McSmith ,826943720016793601,17,1,2
137,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth   California Octavia Butler ,826945230851211264,17,1,2
138,Try to hit on a beautiful girl sitting around ThingsToDoInAWaitingRoom,761136327131799553,18,0,0
139,Have anxiety waiting until they open the door and call you in ThingsToDoInAWaitingRoom,761128700423176193,18,0,0
140,ThingsToDoInAWaitingRoom fuck,761138656430034944,18,0,0
141,ThingsToDoInAWaitingRoom stare at people while smiling very awkwardly,761127256114630657,18,0,0
142,CHILL  Your waits not going to be forever  ThingsToDoInAWaitingRoom ,761132411245789185,18,0,0
143,ThingsToDoInAWaitingRoom wait you dummy Its called a Waiting room for a reason,761122247012515840,18,0,0
144,ThingsToDoInAWaitingRoom Dance from within while staring at the door ,761145030127910912,18,0,0
145,Stare at walls and ask myself What am I doing with my life  ThingsToDoInAWaitingRoom,761144920321163264,18,0,0
146,ThingsToDoInAWaitingRoom I clean my purse,761155557432721408,18,0,0
147,ThingsToDoInAWaitingRoom scrolling scrolling and scrolling to my phone  hahaha,761154095679803393,18,0,0
148,ThingsToDoInAWaitingRoom Look around for the wifi password,761157768556318720,18,0,0
149,Make a list of things to discuss w doctor ThingsToDoInAWaitingRoom,761143606065233920,18,0,0
150,Practice my dog barking technique ThingsToDoInAWaitingRoom ,761143665267834880,18,0,0
151,Read a book ThingsToDoInAWaitingRoom,761120039659417600,18,0,0
152,Trending hashtags like ThingsToDoInAWaitingRoom are so British,761152070137159680,18,0,0
153,Wonder what prison feels like  ThingsToDoInAWaitingRoom ,761139997894254592,18,0,0
154,I Need To Be Sleep  I Have A lot To Do In The Morning ,694119733420003328,18,0,0
155,ThingsToDoInAWaitingRoom Ponder on my years of youth,761119034825773056,18,0,0
156,Pick our noses ThingsToDoInAWaitingRoom,761144977430687744,18,0,0
157,ThingsToDoInAWaitingRoom the receptionist,761155819937210368,18,0,0
158,you wait ThingsToDoInAWaitingRoom,761144580532207616,18,0,0
159,Blame Russia  ThingsToDoInAWaitingRoom ,761148037540540416,18,0,0
160,ThingsToDoInAWaitingRoom Watch     ,761151352538034176,18,0,0
161,Fool everyone into thinking youre there for an appointment but rly you just like the books  ThingsToDoInAWaitingRoom,761126740324343808,18,0,0
162,ThingsToDoInAWaitingRoom Trying not to do eye contact with people,761136279014608896,18,0,0
163,Sleep  ThingsToDoInAWaitingRoom,761119827566080000,18,0,0
164,Its besides just waiting  ThingsToDoInAWaitingRoom,761156966584578048,18,0,0
165,Break it down ThingsToDoInAWaitingRoom ,761131288900231168,18,0,0
166,NBC10 Responds Fridge Problems Persist  ,852141891357376517,19,0,0
167,NBC10 Responds Washer Warranty Woes  ,826439972844605440,19,0,0
168,NBC10 Responds Fake Check Scams  ,855581247632023552,19,0,0
169,NBC10 Responds Autopay Renewal Warning  ,819928104638545921,19,0,0
170,NBC10 Responds 2016 Highlights  ,814829961135738882,19,0,0
171,NBC10 Responds Missing Health Insurance Refund  ,846358471180275713,19,0,0
172,NBC10 Responds Computer Warranty Problems  ,869335596199804928,19,0,0
173,Blues True Crime Clues ProblematicKidsShows ,857959633960411136,20,0,0
174,Duck Tape Tales  ProblematicKidsShows,857955006237990913,20,0,0
175,The Powerpuff Boys ProblematicKidsShows,857945369484840960,20,0,0
176,The Shady Bunch  ProblematicKidsShows ,857943496598093824,20,0,0
177,Romper Stomper Room ProblematicKidsShows ,857941763331244032,20,0,0
178,The Angry Bald Beaver ProblematicKidsShows,857953519080316928,20,0,0
179,The Howdy Booby Show  ProblematicKidsShows ,857956518808965120,20,0,0
180, Sid the Sleazy kid ProblematicKidsShows,857959787945795584,20,0,0
181,Are You Afraid of the Dick ProblematicKidsShows,857933842656657408,20,0,0
182,MyNewCatchPhraseIs  Itch that Itch,763332858203213824,21,0,0
183,MyNewCatchPhraseIs I dont have one Im still working on being cool,763340946528317440,21,0,0
184,AndThenIShouldHaveSaid    Well I wasnt expecting that,768039996985049090,21,0,0
185,MyNewCatchPhraseIs WHAT THE BLOODY HELL WAS I THINKING ,763327231804317697,21,0,0
186,MyNewCatchPhraseIs Standing up and out,763329551128670208,21,0,0
187,MyNewCatchPhraseIs its always something ,763334276532142080,21,0,0
188,MyNewCatchPhraseIs i did not see that coming,763339941161992192,21,0,0
189,Suck what I got MyNewCatchPhraseIs,763323646102253568,21,0,0
190,Well piss MyNewCatchPhraseIs,763335903821430784,21,0,0
191,dont call me I wont call you MyNewCatchPhraseIs,763340742571851776,21,0,0
192,Go say it in a mirror How do you feel MyNewCatchPhraseIs,763328384860553216,21,0,0
193,Did you check I just instagrammed    MyNewCatchPhraseIs,763330751119101952,21,0,0
194,ThingsEveryBoyWantsToHear yer so smart just kiddin ,747431814101344256,22,0,0
195,ThingsEveryBoyWantsToHear I have courtside seats to the game,747422656773783552,22,0,0
196,ThingsEveryBoyWantsToHear I dont care how much you earn,747416174774804480,22,0,0
197,ThingsEveryBoyWantsToHear you dont look like gay ,747437928339628032,22,0,0
198,ThingsEveryBoyWantsToHear You are perfect to me ,747422052680794116,22,0,0
199,ThingsEveryBoyWantsToHear yeah your soft belly looks so manly ,747417155415613440,22,0,0
200,ThingsEveryBoyWantsToHear You make me crazy  ,747425619571466240,22,0,0
201,ThingsEveryBoyWantsToHear Be my best man,747434642790322176,22,0,0
202,ThingsEveryBoyWantsToHear You can manspread here all you want ,747419493366804480,22,0,0
203,ThingsEveryBoyWantsToHear Im sure you dont want to hear about my day,747437825943969792,22,0,0
204,Thats simple ThingsEveryBoyWantsToHear ,747429121601507328,22,0,0
205,ThingsEveryBoyWantsToHear Youre so funny I love all your tweets,747435465633046528,22,0,0
206,ThingsEveryBoyWantsToHear Lets do this stupid and dangerous guy thing ,747421222854529026,22,0,0
207,ThingsEveryBoyWantsToHear You are awesome ,747420724894171136,22,0,0
208,ThingsEveryBoyWantsToHear Star Wars marathon ,747425136534388737,22,0,0
209,ThingsEveryBoyWantsToHear Your ear  hair is adorable,747433999539253248,22,0,0
210,Dingo the Bounty Hunter MakeTVShowsAustralian ,829265786334232578,23,0,0
211,I Dream Of Gina Liano MakeTVShowsAustralian,829288525120016385,23,0,0
212,Mork and Sydney   MakeTVShowsAustralian,829265226205892608,23,0,0
213,GDay Of Our Lives MakeTVShowsAustralian ,829264107853471745,23,0,0
214,Melbourne Identity MakeTVShowsAustralian,829287380771303428,23,0,0
215, Wallaby Jones MakeTVShowsAustralian,829267378479443970,23,0,0
216,Aborigineish MakeTVShowsAustralian ,829259954104184832,23,0,0
217,The New South Wales Girl  MakeTVShowsAustralian ,829292649039405061,23,0,0
218,The Proice is a Roight MakeTVShowsAustralian ,829296077652316161,23,0,0
219,Gallipoli of Thrones MakeTVShowsAustralian,829268973346811904,23,0,0
220,Perthect Strangers MakeTVShowsAustralian ,829270905591300098,23,0,0
221,Live with Kylie MakeTVShowsAustralian ,829293148648173570,23,0,0
222,Downtony Abbott MakeTVShowsAustralian ,829258789887021057,23,0,0
223,Gifts from blackowned businesses your loved ones will adore BuyBlack Educational flashcards 15 ABC Me Flash Cards ,806269490598187008,24,0,0
224,Gifts from blackowned businesses your loved ones will adore BuyBlack   Illuminatior to help you shine even brighter 36 Beauty Bakerie ,806309755014836224,24,0,0
225,Gifts from blackowned businesses your loved ones will adore BuyBlack   Decorative pillow 62 Llulo ,806274524543143937,24,0,0
226,Gifts from blackowned businesses your loved ones will adore BuyBlack   Powerful Im every woman tee 2499 Shop BLK ,806327371510886400,24,0,0
227,Gifts from blackowned businesses your loved ones will adore BuyBlack  Boy Bye tote 45 Kashmir VIII ,806292642833133568,24,0,0
228,Buy from a Black Woman is an NPO founded by Nikki P that sells merchandise in support of Black Women ,809200806469607424,24,0,0
229,Russia launches first rocket from new spaceport at second attempt  science,725531546212438016,25,0,0
230,NASA spacecraft will aim straight for sun  ,870053882684207104,25,0,0
231,University of Arizonaled spacecraft captures its first images of Jupiter  ,832005160431919106,25,0,0
232,SpaceX success launches space startups to new heights  science,688086901023084544,25,0,0
233,NASA probe blasts off on quest to collect asteroid samples  science,774067720702656516,25,0,0
234,ASU Psyched to lead its first major NASA space mission  ,821821798090178562,25,0,0
235,NASA Craft Reaching Jupiter  tech,748603100018024453,25,0,0
236,Rocket carrying crew of 3 blasts off for Intl Space Station ,799386481072566272,25,0,0
237,USRussian crew blasts off for space station  science,788658046536851456,25,0,0
238,Orbital eyes first customer for inspace satellite servicing  science,707161022021304320,25,0,0
239,NASA images show Saturn rings up close  ,829037381005217792,25,0,0
240,NASA gravity map offers closest ever look at Mars  news,713250804556107776,25,0,0
241,BillCosby did nothing good for our culture,734516064160206850,26,1,28
242,BillCosby got his emmy because of his skin colour,734526148973985792,26,1,28
243,Cosby urges Pennsylvania high court to reconsider charges  entertainment,731216077787561989,26,1,28
244,BillCosby won his award only cuz he was black nothing special here,734530323103526913,26,1,28
245,Cosby wins in Pennsylvania court  entertainment,690369497534992385,26,1,28
246,BillCosby is the cutest ,734506682550779909,26,1,28
247,Sir Francis Drake Blvd reopen after round of landslides  ,839839605125971968,27,0,0
248,I10 W reopens to traffic after crash involving two 18wheele    ,776444048944934914,27,0,0
249,Ramp From Eisenhower to Dan Ryan Reopens After Semi Rollover  ,857231346426662913,27,0,0
250,US 290 reopens after crash blocked freeway in NW Harris County  ,823935486519627776,27,0,0
251,Gulf Freeway reopens at Woodridge after crash  ,813772753522270209,27,0,0
252,Northbound I5 reopens after police activity near Coronado Bridge  ,821919448470851584,27,0,0
253,Interstate 580 In Dublin Reopens After Big Rig Fire  ,824991727673102336,27,0,0
254,Regulators approve health study on huge California gas leak  environment,691089475829510144,28,0,0
255,Regulators approve health study on huge California gas leak  health,691089793401237504,28,0,0
256,SoCal Gas erecting screens to catch mist from natural gas leak report  environment,684276562309455872,28,0,0
257,SanJose San Jose Approves Program to Curb Illegal Fireworks,720129749264297984,28,0,0
258,California attorney general sues over gas leak near Los Angeles  environment,694604133299433472,28,0,0
259,California fuel standards to get critical review ,845181545019191296,28,0,0
260,US Transfers Yemeni Terror Suspect from Guantanamo ,752273174654361600,29,0,0
261,US transfers two Guantanamo inmates to Serbia  world news,752545446480846848,29,0,0
262,US Transfers Two More Terrorist Suspects from Guantanamo ,752628010268839937,29,0,0
263,Pentagon announces single largest transfer of Guantanamo inmates  world news,765329636699967489,29,0,0
264,Pentagon to send about a dozen Guantanamo inmates to other countries soon  world news,715369992565317632,29,0,0
265,TopNews US clears Guantanamo Diary author for release,755869126195679232,29,0,0
266,Police Identify Suspects Sought for Hanging Noose at School  ,863140829665402880,30,0,0
267,Photo Of Black Student With Noose Sparks Controversy ,873693529029136387,30,0,0
268,Elkins High School student in blackface sparks outrage  ,804555054661468160,30,0,0
269,Racism In Schools Noose Put Around Black Students Neck ,791568039951163393,30,1,2
270,Girl Dragged by Rope Around Her Neck Sues SchoolSchool Says Family Tries To Play Race Card  ,743141178711826432,30,0,0
271,Honoring Phillys incredibly good teachers ,863849535621169153,31,0,0
272,New Jerseys most awarded teachers PHOTOS,773486743848824832,31,0,0
273,Scholar Athlete of the Week Kayla Lane  ,850198340662829056,31,0,0
274,Scholar Athlete of the Week Shyanne Osterhaus  ,819764498827341825,31,0,0
275,Hoboken teacher is states Nonpublic Teacher of the Year ,783346060810792960,31,0,0
276,2017 Lindback Awardwinning teachers ,863049273591697408,31,0,0
277,NJ has 7 of the best national colleges US News says ,775683968188297217,31,0,0
278, or lick tigers balls   ThingsNotToDoAtTheZoo,738761850284847104,32,0,0
279,ThingsNotToDoAtTheZoo netflix amp chimp,738755410832789504,32,0,0
280,ThingsNotToDoAtTheZoo You dont fuck with the gorilla ,738768884321390595,32,0,0
281, settle down   ThingsNotToDoAtTheZoo,738761556163481600,32,0,0
282,ThingsNotToDoAtTheZoo let all the dogs out and for the question who let the dogs out answer WHO WHOHO,738759283215618048,32,0,0
283,ThingsNotToDoAtTheZoo take the seals to the navy,738763709842137089,32,0,0
284,DogSongs   Who let the humans out,826359208534745088,32,0,0
285,ThingsNotToDoAtTheZoo Staring contest with a tarsier ,738761896673808384,32,0,0
286,ThingsNotToDoAtTheZoo smoke a sack with sloth ,738756284334252032,32,0,0
287,ThingsNotToDoAtTheZoo let your kids swim with polar bears,738749714980605953,32,0,0
288,Hagerstown OKs 2year deal with minor league Suns  baseball,702519239169576960,33,0,0
289,Josh Tomlin and Indians agree to 2year contract  baseball,692039548818227201,33,0,0
290,Minor agrees to 725 million 2year deal with Royals  baseball,700803558069784577,33,0,0
291,AP source Donaldson Blue Jays nearing 2865M 2year deal  sports,697093576954523648,33,0,0
292,Josh Tomlin Indians agree to 55 million 2year contract  baseball,692065837281202176,33,0,0
293,Davis Orioles agree to sevenyear 161M deal  sports,688638832430845952,33,0,0
294,AP sources Chris Davis Orioles agree to 7year 161M deal  baseball,688417665828818944,33,0,0
295,Fernando Rodney and Padres finalize 2 million 1year deal  baseball,695456110052921348,33,0,0
296,Dee Gordon signs 50 million 5year deal with Miami Marlins  baseball,689140219560370176,33,0,0
297,Police fire teargas water cannon during Paris labor law protest  world news,742813265835614208,34,0,0
298,Police use tear gas after fights in France  sports,741155921821347840,34,0,0
299,Firecrackers spark stampede in French seaside town  world news,765163239973883907,34,0,0
300,BREAKING Antifa takes the streets of Marseille France Masked protesters throw flares clash with police at demo against Marine Le Pen ,854837789602525184,34,0,0
301,Antifa takes the streets of Paris Masked protesters throw flares smoke bombs at demo against Marine Le Pen ,853683230108733440,34,0,0
302,Tear gas in France as Le Pen Macron hold rallies  ,859063245264519168,34,0,0
303,MLK was a great man and did a lot for us and our freedom BlackHistory SelmaToMontgomery1965 ,713377887697539072,35,1,15
304,MLKMarch united thousands of people SelmaToMontgomery1965,713379742716715008,35,1,15
305,here wont be someone like MLK he is the ONE SelmaToMontgomery1965,713379412847165440,35,1,15
306,Keep the dream alive SelmaToMontgomery1965,713380457975517184,35,1,15
307,Hey my black people who are we wout MLK SelmaToMontgomery1965 ,713378042467356673,35,1,15
308,MLK has shown a fantastic piece of organization on SelmaToMontgomery1965 march ,713378336634843137,35,1,15
309,Marching from Selma to Montgomery SelmaToMontgomery1965 ,713378470416482304,35,1,15
310,SelmaToMontgomery1965 is the movement of power,713378292359782402,35,1,15
311,Selma to Montgomery March Selma51 SelmaToMontgomery1965 CivilRights ,713377322745905152,35,1,15
312,All Black people should participate in those marches SelmaToMontgomery1965 ,713378900068343808,35,1,15
313,Who is the LEGEND MLK Say it SelmaToMontgomery1965,713376786067755008,35,1,15
314,Stupid Question Try Again UnlikelyMagic8BallAnswers,840938799744049153,36,0,0
315,UnlikelyMagic8BallAnswers  cash me ousside,840924552364466176,36,0,0
316,Delete your account  UnlikelyMagic8BallAnswers,840919727866290176,36,0,0
317,Maybe youre gay   UnlikelyMagic8BallAnswers,840931755955634176,36,0,0
318,UnlikelyMagic8BallAnswers Ugh Another one,840925971461033984,36,0,0
319,UnlikelyMagic8BallAnswers Jesus is the Son of God  ISeeWhatYouDidThere,840941438447710209,36,0,0
320,UnlikelyMagic8BallAnswers  Its all about you isnt it,840920172852469761,36,0,0
321,Para el espanol presione uno  For English press two  Presses two  Please ask again later    UnlikelyMagic8BallAnswers,840930020818317312,36,0,0
322,UnlikelyMagic8BallAnswers I told you to vote for the woman,840940713491722240,36,0,0
323,UnlikelyMagic8BallAnswers never mind that lock your doors and get in the basement,840927758305841152,36,0,0
324,Balls Deep UnlikelyMagic8BallAnswers,840940743493615617,36,0,0
325,Should i call da white girl or my chocolate honey  UnlikelyMagic8BallAnswers   ,840924077841764354,36,0,0
326,Only if youre white  UnlikelyMagic8BallAnswers,840922976778248192,36,0,0
327,Renewed Push to Raise Minimum Wage to 15 in the City  ,824752329735942150,37,1,18
328,California Assembly passes historic minimumwage hike to 15 an hour  news,715637599126167553,37,1,18
329,California is first state to approve 15 minimum wage ,715746279163174912,37,1,18
330,Deal reached to boost Calif minimum wage to 15 an hour  ,714512468576329728,37,1,18
331,Proposed 15 state minimumwage boost to be unveiled this week elicits divided reaction  ,714542637068324867,37,1,18
332,California Assembly passes historic minimumwage hike to 15 an hour  business,715639123646611456,37,1,18
333,Montgomery County Council OKs 15anhour minimum wage  ,821512801575456768,37,1,18
334,California governor says he will sign bill creating nations highest statewide minimum wage of 15 an hour  business,715669760210444294,37,1,18
335,politics California is first state to approve 15 minimum wage,715762241220517888,37,1,18
336,New effort to raise Baltimores minimum wage to 15 begins  ,803639520747028481,37,1,18
337,Majority of Brazils Senate to vote for Rousseff impeachment trial  world news,730645621032423424,38,1,19
338,Venezuela opposition moves forward in recall referendum request  world news,741351484550307840,38,1,19
339,Venezuelan opposition leader urges united regional front against Maduro  world news,763906293924933632,38,1,19
340,Venezuelan journalist charged after antiMaduro protest  world news,772858095768711168,38,1,19
341,Maduro opponents march after Venezuela referendum sunk  world news,789914619741560833,38,1,19
342,US backs referendum against Venezuelas President Maduro  world news,742768896885723138,38,1,19
