,Unnamed: 0,tweet_text,tweetid,cluster_label,relevance,theme
90718,50512,Thousands furious over giraffe birth cam being shut down,834777878445297667,9,0,0
90719,34215,Why is it taking so long for April the Giraffe to deliver,841803499566424064,9,0,0
90720,89389,Aprils Belly Offers Hint a Baby Giraffe Is Fast Approaching,841220322410024961,9,0,0
90721,67910,ThingsNotToDoAtTheZoo loudly complain that there is no wifi here Chimps know the struggle,738760210475581441,9,0,0
90722,99318,April the Giraffe Getting Restless as Birth Nears Zoo,838042617715773440,9,0,0
90723,76244,It Appears April the Giraffes Calf Will Have an April Bday,848180955969982464,9,0,0
90724,98103,Name April the giraffes calf Gio,857961644223102977,9,0,0
90725,8579,Two wrongs dont make a right take your parents as an example,816855278394032132,10,0,0
90726,4986,Two wrongs dont make a right take your parents as an example,817944175605755905,10,0,0
90727,15573,Two wrongs dont make a right take your parents as an example,814337376399085569,10,0,0
90728,5255,Two wrongs dont make a right take your parents as an example,833132820453208064,10,0,0
90729,8255,Two wrongs dont make a right take your parents as an example,820491505466912768,10,0,0
90730,38429,Happy GroundhogDay Hope you dont feel like its always one and the same day,694537171227713537,11,0,0
90731,65240,Pennsylvania groundhogs handlers Phil predicts more winter,827145640052477952,11,0,0
90732,97645,Pennsylvania groundhog set to predict whether winter ends  news,694410932919750656,11,0,0
90733,22474,The shadow knowsFurry forecaster Punxsutawney Phil predicts an early spring GroundhogDay,694556667380281345,11,0,0
90734,98991,GroundhogDay we trust a groundhog predicting weather What about trying the same thing with Elections2016,694541044667457538,11,0,0
90735,35033,Shes natural under her wigs though I seent the pics  All these women got natural hair except for Beyonc StayWoke,740544496585166848,12,0,0
90736,26082,The greatest kinds  All these women got natural hair except for Beyonc StayWoke,698890202912129025,12,0,0
90737,98807,All these women got natural hair except for Beyonc StayWoke,742377423442972672,12,0,0
90738,76880,All these women got natural hair except for Beyonc StayWoke,736923500540268544,12,0,0
90739,22076,All these women got natural hair except for Beyonc StayWoke,698074533534810112,12,0,0
90740,36587,Tom Raider AllMaleReboots,781055855731048448,13,0,0
90741,92377,Jim and the HoloBros AllMaleReboots,781057987116986368,13,0,0
90742,22419,Bitches Am I Right AllMaleReboots,781056870093983744,13,0,0
90743,43816,Theres something about Gary  AllMaleReboots,781056725302607873,13,0,0
90744,69528,Practical Magic Mike AllMaleReboots,781057358407475200,13,0,0
90745,63971,When Harry Met Salvador AllMaleReboots,781056787160203264,13,0,0
90746,64831,AllMaleReboots Showboys  HashtagWars,781058379770957824,13,0,0
90747,92680,The Craft Lager  AllMaleReboots,781055911104286720,13,0,0
90748,63080,The Circle Jerk AllMaleReboots,781057329320058880,13,0,0
90749,99833,Beyonce told us to go to Red Lobster to save money for them tour tickets StayWoke,741189683523293185,14,0,0
90750,24920,LOL  Beyonce told us to go to Red Lobster to save money for them tour tickets StayWoke,731880447974707200,14,0,0
90751,88325,Beyonce told us to go to Red Lobster to save money for them tour tickets StayWoke,708216488629551105,14,0,0
90752,47108,That whole Red Lobster lyric was a set up Theyre supposed to take us there then mention buying the Tour Tickets staywoke,698892874763542528,14,0,0
90753,34160,That whole Red Lobster lyric was a set up Theyre supposed to take us there then mention buying the Tour Tickets staywoke,738044826168463365,14,0,0
90754,92780,Birth of baby rhino caught on zoo CCTV  environment,690244624221270016,15,0,0
90755,24576,Its a girl Baby giraffe born at Milwaukee County Zoo  Wisconsin,726105202315563008,15,0,0
90756,93834,Baby antelope born at Brookfield Zoo,809131928314150912,15,0,0
90757,59604,Panda cub Bei Bei making debut at National Zoo  news,688773147043078144,15,0,0
90758,75210,Pittsburgh Zoo Announces Birth Of Amur Leopard Cub  news,702130197370261504,15,0,0
90759,85816,Cleveland Metroparks Zoo expecting baby rhino,849599857060872193,15,0,0
90760,84303,Milwaukee County Zoo announces birth of seal and bonobo  Milwaukee,745288460462764033,15,0,0
90761,65310,ThingsToDoInAWaitingRoom watch this,761121122905501696,16,0,0
90762,86064,Smile at everyone to make them think what is wrong  ThingsToDoInAWaitingRoom,761147776155553792,16,0,0
90763,45344,ThingsToDoInAWaitingRoom win imaginary arguments,761150004346048512,16,0,0
90764,47828,ThingsToDoInAWaitingRoom We would wait  Were British for goodness sake we wouldnt dare do anything else VeryBritishProblems,761140251343675392,16,0,0
90765,46774,Tweeet    Tweet about every damn thing you see there  ThingsToDoInAWaitingRoom,761157973762797568,16,0,0
90766,81796,Avoid making awkward eye contact with other people ThingsToDoInAWaitingRoom,761136900090503169,16,0,0
90767,42424,Try to be center of attention of others in waiting room by acting strangely ThingsToDoInAWaitingRoom,761146314403024896,16,0,0
90768,71097,ThingsToDoInAWaitingRoom read a book,761135966107172864,16,0,0
90769,36449,ThingsToDoInAWaitingRoom ask people if they come here often,761146942600515584,16,0,0
90770,22420,Used to look forward to this  ThingsToDoInAWaitingRoom,761127697414098944,16,0,0
90771,95759,ThingsToDoInAWaitingRoom Tweet out a hashtag about your situation in the waiting room with the hopes of getting it trending,761133677610950657,16,0,0
90772,36516,ThingsToDoInAWaitingRoom count how many people look like they are about to throw up,761136222865596416,16,0,0
90773,32483,ThingsToDoInAWaitingRoom pray and praise,7.61151E+17,16,0,0
90774,31881,ThingsToDoInAWaitingRoom Just wait,761153197977329664,16,0,0
90775,44459,ThingsToDoInAWaitingRoom you could always wait in a waiting room,761146420258832385,16,0,0
90776,56207,ThingsToDoInAWaitingRoom besides waiting  How bout more waiting,761146987379101696,16,0,0
90777,91433,Pretend to look busy on your phone  ThingsToDoInAWaitingRoom,761138117701013504,16,0,0
90778,84050,ThingsToDoInAWaitingRoom GET OUT A GAME OF TWISTER,761140569934589952,16,0,0
90779,90349,Floss ThingsToDoInAWaitingRoom,761140301754839040,16,0,0
90780,95764,ThingsToDoInAWaitingRoom  Cuss  the doctors in your head over,761123733964677120,16,0,0
90781,67713,Code ThingsToDoInAWaitingRoom,761125155569532928,16,0,0
90782,68262,ThingsToDoInAWaitingRoom Guess what illness everyone in there has,761153782768017408,16,0,0
90783,83979,Text whoever the hell is down to have a conversation as you wait ThingsToDoInAWaitingRoom,761157598506840070,16,0,0
90784,57311,Listen to Eminem ThingsToDoInAWaitingRoom,761130194400784384,16,0,0
90785,70156,ThingsToDoInAWaitingRoom   Wait,761125047234879492,16,0,0
90786,72522,Hey Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,791443581244436480,17,0,0
90787,72521,were organizing a texit rally Its going to take place on Nov 5 If youre interested DM us for more details,791102535247462400,17,0,0
90788,74493,Howdy Spencer Would you like to participate in our texit statewide rally scheduled for Nov 5,793263357335744512,17,0,0
90789,95335,Howdy Gerri Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793235784002174977,17,0,0
90790,85068,Howdy Lee Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793243195857514496,17,0,0
90791,91421,were organizing a texit rally Its gonna take place on Nov 5 would you like to join,791100086612819969,17,0,0
90792,65436,New Street Art by Secreto Rebollo found in Mexico City    art arte streetart,878291458771386368,18,0,0
90793,48816,RT GoogleStreetArt Street Art by alicepasquini in Liceo Kennedy Rome   streetart art arte,846488023936221184,18,0,0
90794,58310,RT GoogleStreetArt New Street Art by Woskerski found in London   streetart art arte,857557628628742144,18,0,0
90795,81329,RT GoogleStreetArt New Street Art by Carlos Callizo found in Murcia Spain    streetart art arte,861961151290232836,18,0,0
90796,53352,New Street Art by SmileOne found in Alpiarca Portugal   art arte streetart,870752658835034112,18,0,0
90797,32994,RT GoogleStreetArt New Street Art by Welin amp Balstrom found in Sonderborg Denmark   streetart art arte,866976314535936001,18,0,0
90798,79842,RT GoogleStreetArt New Street Art by Clog2  Singapore    streetart art arte,839595619803095042,18,0,0
90799,53351,RT GoogleStreetArt New Street Art by Dolus   streetart art arte,841244555500498944,18,0,0
90800,97457,RT GoogleStreetArt New Street Art found in Nanxian China in by Lonac   art arte streetart,867858936652812288,18,0,0
90801,91375,New Street Art by Eliza Capdevila amp Ivan Floro found in Barcelona Spain    art arte streetart,842784255495327744,18,0,0
90802,65657,New Street Art by Carlos Callizo found in Murcia Spain    streetart art arte,861717667048194048,18,0,0
90803,33074,Associate with KW Commercial   blacktwitter Services4Sale    Download app for details,701872201864183808,19,0,0
90804,40319,Singer   blacktwitter Services4Sale    Download app for details,703340003611549697,19,0,0
90805,56041,Legal Services   blacktwitter Services4Sale    Download app for details,710389892061253632,19,0,0
90806,22316,KC CONSTRUCTION LLC   blacktwitter Services4Sale    Download app for details,702772495477141504,19,0,0
90807,56037,Light Hauling   blacktwitter Services4Sale    Download app for details,710453717527433216,19,0,0
90808,51352,Wall 2 Wall Painting and Handyman Services   blacktwitter Services4Sale    Download app for details,701883634106687492,19,0,0
90809,96805,remodeling and home repair   blacktwitter Services4Sale    Download app for details,702773364985876480,19,0,0
90810,57909,blacktwitter Services4Sale    Download app for details,701874797957877760,19,0,0
90811,25971,Wine Guide   blacktwitter Services4Sale    Download app for details,703312830787751937,19,0,0
90812,68950,Personal shopper   blacktwitter Services4Sale    Download app for details,702780764463755265,19,0,0
90813,27588,RejectedLegoMinifigures masked ISIS minifigs,836961250227580928,20,0,0
90814,28009,RejectedLegoMinifigures Flat Earth Society,836958938482503684,20,0,0
90815,79596,Plussized figures RejectedLegoMinifigures,836955196064432133,20,0,0
90816,98342,Porn 18 sets RejectedLegoMinifigures,836958238155423744,20,0,0
90817,64648,RejectedLegoMinifigures Lego TrigglyPuff,836968280350932993,20,0,0
90818,84226,Dear followers Make a step forward if you are using slavery Lets see how many of you are slaveowners,774869006599749632,21,0,0
90819,50768,So you suggest she was his slave,730086780922273792,21,0,0
90820,7683,They will be the first to be in slaves for sure,865364943691853824,21,0,0
90821,84556,as her slave,732268925535289344,21,0,0
90822,30298,Modern day slave patrols,789600896594407424,21,0,0
90823,43835,modern day slave patrols,786662392054677504,21,0,0
90824,50947,Man Gets 6 Years Behind Bars for Fatal Ocean City Fight,825054309586976768,22,0,0
90825,66190,US sailor gets 1 yr in prison for being reckless with 6 photos of sub He shouldve stored them on Hillarys server,767812170499420162,22,1,13
90826,45132,US sailor gets 1 yr of prison for being reckless w 6 photos of sub Hillary gets away w 15k emails HillarysEmails,767877682843484160,22,1,13
90827,16884,Sailor Denied Clinton Deal Gets 1 Year in Prison for 6 Photos of Sub  US News,7.66874E+17,22,1,13
90828,42877,US sailor gets 1 year of prison for being reckless w 6 photos of sub  Hillary gets away w 33k emails  debate,785290594784608256,22,1,13
90829,61684,US sailor gets 1 year of prison for being reckless w 6 photos of sub  Hillary gets away w 15k emails,790538838544449536,22,1,13
90830,84085,Bob the Build the Wall  ProblematicKidsShows,857954732849205251,23,0,0
90831,78611,Charles In Charge of Cock ProblematicKidsShows,857943420630728704,23,0,0
90832,23637,Queerious George ProblematicKidsShows,857943188480311296,23,0,0
90833,71586,In The  Garden  ProblematicKidsShows,857950125049696260,23,0,0
90834,31544,The Magic Mushroom School Bus ProblematicKidsShows,857949592142225408,23,0,0
90835,61862,ProblematicKidsShows  Touched By An Uncle,857948029340459008,23,0,0
90836,23843,ProblematicKidsShows Pinky and the Butt,857931611400052738,23,0,0
90837,74640,Johnny Cowardo ProblematicKidsShows,857963624563953666,23,0,0
90838,42511,The Magic Bangbus  ProblematicKidsShows,857954085013794816,23,0,0
90839,38948,Charles Mansons Family Guy ProblematicKidsShows,857947220758458369,23,0,0
90840,37167,ProblematicKidsShows Sesame Street Hustlers,857941232378535936,23,0,0
90841,36345,ProblematicKidsShows  Erection Company,857956371613990912,23,0,0
90842,55162,Prostitubbies  ProblematicKidsShows,857958667110449153,23,0,0
90843,81700,Drake  Josh ProblematicKidsShows,857949776578588678,23,0,0
90844,96720,Ebola epidemic ended in West Africa but flare ups possible WHO  health,687575326059180033,24,0,0
90845,94007,West Africa Ebola outbreak no longer poses global risk WHO says  health,714868147703001088,24,0,0
90846,94195,Liberia declared Ebolafree signaling end to West African epidemic  world news,687634632032976898,24,0,0
90847,31343,WHO declares end to Ebola epidemic after 11300 deaths  health,687848423119167489,24,0,0
90848,57086,Guinea declared free of active Ebola transmission WHO  health,737928032791363584,24,0,0
90849,70223,Chipotle E coli outbreak appears to be over says CDC  health,694224483037491200,24,0,0
90850,45343,Ebola no longer a world health emergency WHO says  health,715082248924504065,24,0,0
90851,61116,Liberia declared Ebolafree signalling end to West African epidemic  health,687769637241499650,24,0,0
90852,84678,Massive fire causes part of Atlanta highway to collapse,847606541716815874,25,0,0
90853,50529,Massive Fire Causes Atlanta Interstate Bridge To Collapse,847805999616593920,25,0,0
90854,19516,Fire breaks out under Atlanta highway causing overpass collapse,847637481193209857,25,0,0
90855,37285,Fiery highway collapse may snarl Atlanta traffic for months,847917510620049408,25,0,0
90856,52698,Tornadoes slam Indiana demolishing numerous homes  environment,768602292610224128,25,0,0
90857,60656,Atlanta highway collapse snarls traffic fire investigated,847863656603934721,25,0,0
90858,68731,Fire causes Interstate 85 overpass to collapse in Atlanta,847617535478452224,25,0,0
90859,18960,BoycottUnitedAirlinesNewUnitedAirlinesMottosTuesdayMotivationMAGAWrestleMania33 Part 2,851993770589421569,26,0,0
90860,17406,BoycottUnitedAirlinesNewUnitedAirlinesMottosTuesdayMotivationMAGAALWAYS FLY,851717614745206784,26,0,0
90861,14413,BoycottUnitedAirlinesNewUnitedAirlinesMottosTuesdayMotivationMAGAGet beat up for paying for a seat,851716997591089153,26,0,0
90862,13975,BoycottUnitedAirlinesNewUnitedAirlinesMottosTuesdayMotivationMAGAAll over bookings are YOUR fault,851717265841979392,26,0,0
90863,7641,Worst airline in the United StatesUnitedAirlines BoycottUnitedAirlines NewUnitedAirlinesMottos MAGA,852577016909934592,26,0,0
90864,6268,Lets get BoycottUnitedAirlines trending,851655473262600192,26,0,0
90865,16440,BoycottUnitedAirlinesNewUnitedAirlinesMottosTuesdayMotivationMAGAWanna get injured  FLY UNITED AIRLINES,851834475558326272,26,0,0
90866,19310,BoycottUnitedAirlinesNewUnitedAirlinesMottosTuesdayMotivationMAGABoard as a doctor leave as a patient,851993438471938048,26,0,0
90867,22443,Our hashtag game hosted by  is ThingsNotToDoAtTheZoo,738747444616433665,27,0,0
90868,84755,ThingsNotToDoAtTheZoo Fall into gorilla enclosure,738748166829400064,27,0,0
90869,97905,ThingsNotToDoAtTheZoo switch a lion to veganism,738764349918056449,27,0,0
90870,99339,ThingsNotToDoAtTheZoo do not pick up the goat rly DO NOT,738751033753493506,27,0,0
90871,98438,ThingsNotToDoAtTheZoo identify as a lion and join your true family in their cage,738748327806828544,27,0,0
90872,47850,JC Penney Plans on Closing 138 Stores Across The Nation,842805032093409280,28,0,0
90873,56264,WalMart to shutter 269 stores 154 of them in the US  news,688009083748745218,28,0,0
90874,67934,JCPenney closing these 138 stores,842798072149299201,28,0,0
90875,29202,Walmart closing 154 US locations,688062116503240704,28,0,0
90876,75016,Oakland Walmart store among 269 set to close,688716423103778817,28,0,0
90877,46457,Retailer hhgregg to close 88 stores nationwide 1 here,837432123078365184,28,0,0
90878,56580,Beyonce just brought staywoke music to the SB50  these people are about to have a fit I love every bit of it,700428496812826624,29,0,0
90879,25452,Believe in love Yesss for delivering multiple messages in one performance loved it StayWoke SB50,715551026925989888,29,0,0
90880,95824,Believe in love Yesss for delivering multiple messages in one performance loved it StayWoke SB50,741187536765259776,29,0,0
90881,38541,Believe in love Yesss for delivering multiple messages in one performance loved it StayWoke SB50,742357307242254336,29,0,0
90882,94571,Sports 50 years of memories Star Tribune staffers share their favorite Super Bowl moments,695959465208614912,29,0,0
90883,29758,Beyonce just brought staywoke music to the SB50  these people are about to have a fit I love every bit of it,731888892123697152,29,0,0
90884,51072,That was awesome honoring all of the previous SuperBowl MVPs SB50,696473293818302464,29,0,0
90885,77833,GERMANY BANS SAUSAGES Pork banned in cafes and schools to not offend refugees,706959297926684672,30,0,0
90886,53285,Several Mac amp Cheese Products Recalled Due To Salmonella Contamination,808528670650466304,30,0,0
90887,33448,Starbucks pulls fruit and cheese boxes over allergy fears  local,706544072840720384,30,0,0
90888,44831,General Mills recalls some flour products over E coli concerns,737725049537335297,30,0,0
90889,57738,Recall Chicken With Cheese Burritos Due to Undeclared Allergens,855930999053709312,30,0,0
90890,15403,BREAKING Leaked Benghazi Docs Directly Implicate Barack H Obama Spread This Everywhere  World News Politics  I,711015178289033216,31,0,0
90891,4064,BREAKING NewlyReleased Benghazi Emails Lead Directly To The Top Obamas Time Is Up  via  BOOM,771828046479228928,31,0,0
90892,20578,BREAKING Leaked Benghazi Docs Directly Implicate Barack H Obama Spread This Everywhere  World News Politics  S,711015074043834370,31,0,0
90893,3022,BREAKING Leaked Benghazi Docs Directly Implicate Barack H Obama Spread This Everywhere  World News Politics,711014889846747136,31,0,0
90894,15353,BREAKING NewlyReleased Benghazi Emails Lead Directly To The Top Obamas Time Is Up  via  ClintonsMemory,771828117744648197,31,0,0
90895,1868,BREAKING NewlyReleased Benghazi Emails Lead Directly To The Top Obamas Time Is Up  via,771827971615109120,31,0,0
90896,63238,Star Wars Bowie tributes top Boston Pops spring lineup  news,700559396250611712,32,0,0
90897,96166,Tributes for iconic singer David Bowie  news,686683402951458816,32,0,0
90898,98979,Lady Gaga channels David Bowie for thrilling Grammy tribute  news,699443125643665409,32,0,0
90899,49379,Biden to introduce Lady Gaga at Oscars highlight effort against sexual assault  life,702900360738840576,32,0,0
90900,47023,Lady Gaga Lenny Kravitz to perform at DNC bash in Camden,748182534291283969,32,0,0
90901,57705,Taylor Swift to perform before US Grand Prix  entertainment,707635691644006400,32,0,0
90902,82552,Lady Gaga to headline Coachella in place of Beyonce,836954030622527489,32,0,0
90903,76802,VIDEO Lady Gaga delivers a show big on flash and inclusiveness,828501807013961729,32,0,0
90904,75209,Lady Gaga to sing national anthem at Super Bowl  entertainment,694949437341192192,32,0,0
90905,84683,Lady Gaga to sing national anthem at Super Bowl  news,694637954510118914,32,0,0
90906,33107,Biden to introduce Lady Gaga at the Oscars  politics,702884555561246722,32,0,0
90907,89485,Lady Gaga to sing national anthem at Super Bowl  sports,694670914181435393,32,0,0
90908,95269,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth  Ohio Dorothy Dandridge,826960328177000448,33,2,0
90909,31705,50 Greatest Black Music Artists  Aretha Franklin,808408591002570752,33,2,0
90910,34308,50 Greatest Black Music Artists  Sly amp The Family Stone,808136794986291200,33,2,0
90911,38138,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth  Iowa Charity Adams Earley,826950264104054786,33,2,0
90912,59148,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth   Nevada Kelvin Atkinson,826956805284700160,33,2,0
90913,75637,50 Greatest Black Music Artists  Fats Domino,808088980281589760,33,2,0
90914,32303,50 Greatest Black Music Artists  The Supremes,808129247764021248,33,2,0
90915,38461,50 Greatest Black Music Artists  Louis Armstrong,808446342255218689,33,2,0
90916,98349,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth  Tennessee DeFord Bailey,826963347471884288,33,2,0
90917,41276,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth  Kentucky bell hooks,826951266278334464,33,2,0
90918,37247,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth   Idaho Victor Wooten,826948752921358342,33,2,0
90919,70040,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth  Vermont Alexander Twilight,826965361354485760,33,2,0
90920,29518,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth   Minnesota Toni Stone,826954286726721537,33,2,0
90921,36982,50 iconic Black trailblazers who represent every state in America BlackHistoryMonth  Maine William Burney,826952273523732480,33,2,0
90922,14944,WARNING DAY OF RAGE BlackLivesMatter Protests Set for Friday in 37 US Cities  via  updateyourselfs,753314451491737600,34,1,2
90923,16352,WARNING DAY OF RAGE BlackLivesMatter Protests Set for Friday in 37 US Cities  via  PoliceLivesMatter,753314498593689600,34,1,2
90924,2069,ALERT Day Of Rage Protests Scheduled For Friday In 37 Cities  Breaking911  blm,753314960193695744,34,1,2
90925,3951,ALERT Day Of Rage Protests Scheduled For Friday In 37 Cities  Breaking911  Beware,753314849443106816,34,1,2
90926,15567,WARNING DAY OF RAGE BlackLivesMatter Protests Set for Friday in 37 US Cities  via  Pleasebecareful,753314383896285185,34,1,2
90927,88197,TopNews Chipotle gets subpoena related to norovirus contamination,684754034146689024,35,0,0
90928,28599,Chipotle gets subpoena related to norovirus contamination  health,684755696827678720,35,0,0
90929,76051,health Chipotle subpoenaed over norovirus outbreak,684771965417078784,35,0,0
90930,55404,TopNews Chipotle outbreak eyed by Justice Dept consumer unit,685612925092937729,35,0,0
90931,30632,Chipotle faces criminal investigation amid E coli outbreak  health,684752458745163777,35,0,0
90932,40162,WHO says Angola yellow fever danger greatest in urban areas  health,724901971904307201,36,0,0
90933,71241,Congo Angola begin mass vaccination drive against yellow fever  health,765567720150605826,36,0,0
90934,22974,WHO issues yellow fever warning as deadly outbreak grows  health,724935709946204162,36,0,0
90935,29720,Health officials race to prevent Congo yellow fever disaster  health,748824060642021377,36,0,0
90936,38535,Angola yellow fever outbreak exposes vaccine supply dilemma  health,722781307139272705,36,0,0
90937,72504,Thousands queue in Congo for emergency yellow fever vaccinations  health,765929847281491968,36,0,0
90938,86821,WHO says new yellow fever case in Congo transmitted locally  health,740955972609265664,36,0,0
90939,34916,North Park Elementary School resumes classes one week after deadly shooting,854005353410908169,37,0,0
90940,32353,Parents teachers and children rally for public education at schools across the nation,700122682654724096,37,0,0
90941,29290,Protesters meet new education secretary as she visits school,830355516517908480,37,0,0
90942,50173,Students Appeal To Blackhawk School Board Over Possible Teacher Furloughs  news,7.26091E+17,37,0,0
90943,63399,Protest marks public school visit by new education secretary,830223934348021760,37,0,0
90944,85212,DC Parents Teachers to Protest DeVos During School Visit,829887953115676673,37,0,0
90945,51335,Parents educators protest secretary of education nominee in Oakland,826677536155373568,37,0,0
90946,71509,Source Grand jury to review Manziel A Heisman Trophy winner at Texas AampM Manziel has had  Cleveland sports,701137900335857664,38,0,0
90947,81603,Johnny Manziel indicted on assault charge  sports,725124664108834816,38,0,0
90948,98215,Concussed Johnny Manziel reportedly spent weekend in Las Vegas per USA Today  sports,683714692389326848,38,0,0
