,tweet_text,tweetid,cluster_label,relevance,theme
46722,TopNews Engineer of crashed NJ train was fully rested questions remain,782710701236244480,8,0,0
14840,TopNews Engineer of derailed NJ train was fully rested NTSB,782688080117374976,8,0,0
59588,Engineer of derailed NJ train was fully rested questions remain,782701273032167424,8,0,0
89222,Motel manager pouring acid in the water when Black people swam in his pool 1964 BlackLivesMatter,714980201956909057,9,0,0
77005,Hotel owner pouring acid in the water when black people swam in his pool ca 1964,868637936098476032,9,0,0
19316,Hotel owner pouring acid in the water when black people swam in his pool CA 1964,784922579228327936,9,0,0
72168,Longshoremen back at ports in NY NJ after surprise walkout  business,693493084919767040,10,0,0
82404,Truck drivers warehouse workers continue strike at Ports of LA Long Beach,877207024064450560,10,0,0
90337,Investigation begins into NJ NY port walkout as dockworkers return,694110332252344321,10,0,0
35816,With port back in business dockworkers arent saying why they walked off,694499391449616384,10,0,0
8330,Longshoremen set to return to ports in New York New Jersey  business,693278451436904448,10,0,0
87208,Sorry for that autocorrect,703965253223129093,11,0,0
65283,Its the markers fault it didnt autocorrect,740218412996173824,11,0,0
95039,Most controversial autocorrect fail Ive ever seen,861986126462169089,11,0,0
6893,Textbooks could be history as schools switch to free online learning,843463140205608960,12,0,0
89898,Students librarians urge professors to use free online textbooks  local,695276576129175553,12,0,0
72118,Bookshare Program Makes Books Digitally Accessible,824433057495216128,12,0,0
617,Just trying to blame something for his fault Snyder should resign as soon as he fixes it,689613658440273920,13,0,0
50572,Kyle Schwarber must stop leading off  for everybodys sake,864246620652785664,13,0,0
6705,Someone tell Fred Hoiberg to shut up and get his team ready to start a playoff game,856503379144605697,13,0,0
73609,All you need to know about George Soros and his terrorist BlackLivesMatter organization,855437722030190593,14,1,2
45435,All you need to know about DeRay BlackLivesMatter leader lives in home owned by Soros Open Society board member,753313440471539712,14,1,2
11891,Just a reminder BlackLivesMatter leader  lives in home owned by Soros,783476300061118464,14,1,2
95183,Ivanka Trumpbrand scarves recalled because of burn risk  news,718020441688768512,15,1,14
34614,Thousands of Ivanka Trump scarves recalled over burn risk,717985158440194048,15,1,14
43172,Ivanka Trump Scarves MadeinChina Are Recalled Over Burn Risk  politics,717883082804625408,15,1,14
83617,Im not the next Usain Bolt or Michael Phelps Im the 1st Simone Biles  Simone Biles on her legacy,764310783693946880,16,0,0
23093,Madonna I was born in Bay City not Detroit,858038187016560640,16,0,0
55434,Simone Biles Isnt The Next Anyone Shes The First Simone Biles,765206554463367172,16,0,0
3916,Japan PM Abe sends ritual offering to Yasukuni shrine for war dead  world news,787851695371890688,17,0,0
82613,Japan PM sends ritual offering to Yasukuni shrine for war dead  world news,764990997856006145,17,0,0
30427,Japan lawmakers group visits Yasukuni shrine for war dead  world news,788217041928933376,17,0,0
80453,Japans Abe makes ritual offering at Yasukuni shrine to war dead  world news,722969386311503872,17,0,0
33452,Whats your take on LSUs baseball season Let us know  sports,727173664878157824,18,0,0
13225,Congressional Baseball Game Has Been Bipartisan DC Fixture,874995194097225730,18,0,0
24407,What Is The Congressional Baseball Game,875055372184190976,18,0,0
45616,What is the Congressional Baseball Game,875241486115364868,18,0,0
88042,IWillCallYouDaddyIf you buy me a car,721600887144230912,19,0,0
27981,Will Jeb fix it without calling daddy,709370927759400960,19,0,0
72758,IWillCallYouDaddyIf we take such photo,721602117564297216,19,0,0
69485,MyPastExperiencesTaughtMe who we are being ruled by,737001582601068545,20,0,0
61881,MyPastExperiencesTaughtMe how to become an expert in foreign policy,737006565157425157,20,0,0
96439,and her foreign policy experience,724674401673695232,20,0,0
13654,Around the world with knowledge and experience,823303550121951233,20,0,0
31750,MyPastExperiencesTaughtMe this,736995483374235648,20,0,0
78967,politics Lawmaker aims to make Spring forward Fall back a thing of the past,703047688166592512,21,0,0
78503,Lawmaker aims to make spring forward fall back a thing of the past  SanJose,703069079863578624,21,0,0
72290,Lawmaker aims to make spring forward fall back a thing of Californias past  news,703270091756941316,21,0,0
9666,Beyoncs dancers call for JusticeForMario Woods at the Super Bowl BTP BlackLivesMatter,696879064594776065,22,1,2
32373,Beyoncs dancers call for justice for MarioWoods at the Super Bowl BlackLivesMatter Blm BeyHive BlackPanther,727753842188820482,22,1,2
28045,Video Protesters demand justice for Mario Woods at San Francisco Police Commission meeting  news,690035078672551936,22,1,2
66941,Craig Victor II was on a mission in LSUs 7671 win  Video  sports,699073372701851648,23,0,0
28752,Gibson credits hard work on himself for Hollywood comeback,835321766855774208,23,0,0
59580,Former drug dealer worked to achieve his dreams graduated from Columbia Univ at age 67,734927212122542081,23,0,0
40830,Hitler drank water too Because of this connection youre here  SignsAtTheGatesOfHell,792431888078139392,24,0,0
14258,I heard that Hitler used to breath also,828249434869874690,24,0,0
58789,Hitler Are you serious You know Hitler also brushed his teeth drank water and breathed oxygen,751446702771441664,24,0,0
37679,Bend and a beer Yoga classes and craft breweries team up  health,689099882926370817,25,0,0
67519,Bend and a beer Yoga classes and craft breweries team up  local,689130085664702464,25,0,0
9229,VIDEO Yoga class encourages beer drinking,878076812022005760,25,0,0
85274,Janet Jackson Reschedules Unbreakable Tour Dates  news,687733805528924160,26,0,0
93587,Katy Perry on Her Next Album and Watching the GRAMMYs in Her PJs  news,697877245143052288,26,0,0
89266,Katy Perry Announces Release Dates For Album US Tour,864208105500016640,26,0,0
27959,Quinn For tech a bumpy year ahead  business,699049674460639233,27,0,0
26381,Quinn The year venture capitalists sober up  business,691424830499893248,27,0,0
78709,Quinn The wired travelers guide to going on vacation  business,743233780756840448,27,0,0
8704,Healthy Daniel Norris eager to stick in Tigers rotation,822790202519326720,28,0,0
97765,Mac Edwards was too nice to end Good Sam 500  sports,709203612359000064,28,0,0
54781,LSU offers preferred walkon spot to Parkview Baptist RB Kayin White son of former Tigers DELB Lyman White  news,692125772430086144,28,0,0
63672,Nword joke wont keep Ice Cube from Bill Mahers HBO show,872245841779666944,29,0,0
17409,Lunch Special Denver Nuggets live chat with Nick Kosmider,880469583873929216,29,0,0
61621,Comedian Jay Leno Visits Dormont Pizza Shop  news,706592884347121665,29,0,0
58180,Says BuzzFeed,809464929317056512,30,0,0
77353,Of course she works for Buzzfeed,837721738486034432,30,0,0
37693,Oh good old Buzzfeed,793152563898097664,30,0,0
18797,Tough night Sloppy defense costs Tigers in loss,858179907716878338,31,0,0
57910,Long day lopsided defeat leaves Tigers frustrated,868361485629706242,31,0,0
10883,No simple solution for Tigers weather woes,850399139661787146,31,0,0
83197,Braintree police start building new evidence room from scratch,806839577466064896,32,0,0
76873,Braintree starts work on new police evidence room,806688553065414656,32,0,0
89189,After scandal Braintrees new police chief envisions new kind of evidence room,827913691043606529,32,0,0
5680,Canadian police threaten drunk drivers with Nickelback,804018031949127680,33,0,0
85644,Police Department Threatens Drunk Drivers With Nickelback,804023241270558723,33,0,0
95320,Canadian cop offers apology for threatening to punish drunk drivers with Nickelback,805772237789888512,33,0,0
29379,Tom Bradys stolen Super Bowl jerseys have been recovered,843833089751244800,34,0,0
22067,Tom Brady Is Reunited With Stolen Super Bowl Jerseys,849051980169449473,34,0,0
76274,Tom Bradys stolen Super Bowl jersey found,843889218027962368,34,0,0
27706,Tom Bradys stolen Super Bowl jersey recovered,843830567850430464,34,0,0
80214,and you like to use google translate I believe,744922206145110016,35,0,0
77526,excuse me is this google translation correct,877865112253550592,35,0,0
38132,Why You dont know how google works,760148191027146752,35,0,0
5506,Google it,748902776453926912,35,0,0
13448,Ty Segall Martin Courtney and more San Diego concerts  local,687341322638774273,36,0,0
1988,Joan Jett Arbor Labor Union and more San Diego concerts  local,740316035555807233,36,0,0
58803,Kanyes Pablo hits Spotify Apple Music  celebs news,715910842294730752,36,0,0
7778,Esperanza Spalding Wax Idols and more San Diego concerts  local,709878464862511104,36,0,0
66179,Protomartyr Le1f and more San Diego concerts  local,704826266701025280,36,0,0
75966,Never say never Kanye Wests The Life of Pablo is now on Apple  entertainment,715830659609141249,36,0,0
59799,David J Nothing and more San Diego concerts  local,745427683010502656,36,0,0
85931,At the Gates Hop Along and more San Diego concerts  local,699778234691375104,36,0,0
88525,Jonathan Richman Pusha T and more San Diego concerts  local,697267639521947648,36,0,0
1937,The Latest Adele explains what went wrong during her song,699554501926060033,37,0,0
65562,Adele discusses parenting depression and alcohol use in recent interview,793257262575857664,37,0,0
71586,Adele opens up on postpartum depression battle alcohol use  news,793164965305683968,37,0,0
6960,LUPICA Tiger Woods hits rock bottom with DUI arrest,869325274332188673,38,0,0
406,Tiger Woods arrested for DUI blames prescription medication,869365061013340160,38,0,0
19961,Dashcam video shows Tiger Woods during DUI arrest,870084089621225472,38,0,0
66519,Male Illinois rep asks why men should have to pay for prenatal coverage,840027807975690240,39,0,0
56078,Is that not correct Male GOP lawmaker asks why men should pay for prenatal coverage,840007065179430912,39,0,0
54172,Is that not correct Illinois lawmaker asks why men should pay for prenatal coverag,840193113452904449,39,0,0
93680,USAF is looking into the possibility of replacing ejection seat on F35 with United Technologies ACES 5 model,747170160264491008,40,0,0
95634,US  F35C needs new outer wings to carry the Raytheon AIM9X Sidewinder,833656437431746560,40,0,0
53173,USAF F35 ejection seat fix delayed to 2018,686229589492895744,40,0,0
54602,RAFs new F35 electronics will have to be sent to US for repairs  even though made by offshoot of,745877643464146944,40,0,0
73077,Montana GOP House candidate charged with assault of reporter keeps low profile on election day,867842273614196736,41,1,11
9768,Montana newspaper rescinds endorsement after candidate charged with assaulting reporter,867758447198162944,41,1,11
38392,Montana Elects Candidate Who Allegedly Assaulted Reporter,868100496418066432,41,1,11
36135,Did Ballpark Village kill Harrys Restaurant  politics,718320531775299584,42,0,0
27771,House that played Harry Potters Privet Drive home for sale  news,778249731893886976,42,0,0
18194,Did Ballpark Village kill Harrys Restaurant  sports,718309147096260608,42,0,0
86091,Does peaceful May Day signal Seattles no longer in protesters bullseye,859610529740009472,43,1,10
15651,Leadsom quits race for British PM leaving May unopposed  world news,752472235714031617,43,1,10
6347,Seattle city employees should be excused from work on May Day Sawant says,856580088690860032,43,1,10
85247,Elderly couple fends off intruder during attack in San Jose,869348436340092930,44,0,0
62555,Elderly couple fends off intruder in bloody attack in San Jose,869363540662116352,44,0,0
20669,SanJose Pair of Elderly Women Fighting to Stay in LongTime Peninsula Home,701964013580582912,44,0,0
14406,Former Bearcat Isaiah Pead lost leg in crash,876901028892995584,45,0,0
24962,KState alum Lockett suffers broken leg,812853915486195714,45,0,0
56557,sports Lightning lose goaltender Bishop to apparent leg injury,731316507574042624,45,0,0
20691,Presidential ambitions put stress on Brazils new government  world news,773564261310226432,46,1,28
26145,Brazils interim government touts support for tough measures  world news,731231825561944064,46,1,28
33254,Brazils acting president promises to jumpstart economy  politics,730920562508238848,46,1,28
76908,Im honestly just ready for lunch and outdoor living,690045462326480896,47,0,0
53720,can someone answer this please i need to make lunch,690871938537824256,47,0,0
15253,I took some  pictures at lunch today,692917676197462017,47,0,0
3827,Hidden Figures took home the top prize  at the NAACP Image Awards,831293127252078593,48,0,0
80026,HiddenFigures is a surefire winner for the Best Picture Award at the Oscars,836045375953899520,48,0,0
33378,GoldenGlobes black nominees  Best Actress in a Supporting Role in a Motion Picture Octavia Spencer Hidden Figures,818242134134362114,48,0,0
37786,Iraqs oldest Christian monastery destroyed by ISIS,689811669661413376,49,1,21
94595,IS destroys historical church in Iraq,724581760701362176,49,1,21
51684,Only On AP Oldest Christian monastery in Iraq is razed  news,689711224792084481,49,1,21
10702,Former Oakland Raider Jarrod Cooper 37 struggling to keep his mind right  sports,711603428460367872,50,0,0
12971,sports A former Raider struggles to keep his mind right,710975653760204800,50,0,0
39448,health Former Raiders AllPro George Atkinson struggles for normalcy as his mind deteriorates,722090830379397121,50,0,0
90173,sports Former Oakland Raider Jarrod Cooper 37 struggling to keep his mind right,711610883307245568,50,0,0
77771,Autopsy Finds Morphine Other Drugs In Bobbi Kristina  news,705822975849725952,51,0,0
22448,Nick Gordons attorneys Bobbi Kristinas death may have been suicide  entertainment,707421312617046016,51,0,0
19467,Medical examiner Water drugs led to Bobbi Kristinas death  news,705739769897025536,51,0,0
34849,Bobbi Kristina death Drugs immersion cited  entertainment,705753518745890817,51,0,0
29927,Centrist Emmanuel Macron becomes Frances youngest president,861303155677704193,52,0,0
75585,Macron the newbie who may become French president,860682373352083456,52,0,0
82333,Newcomer Macron makes Frances mark with Trump and globally,868765083375210497,52,0,0
27487,UltimateMorningShow w  n  NP Redemption  RIPBobMarley,730441204740071425,53,0,0
78683,One love one heart one destiny   Bob Marley,867854790650417152,53,0,0
71360,UltimateMorningShow w  n  NP Satisfy my soul RIPBobMarley,730442020637057025,53,0,0
10657,About 86500 sought federal aid after Louisiana floods  environment,766399489309495296,54,0,0
78776,TopNews About 86500 people filed for federal aid after Louisiana floods,766370622679097344,54,0,0
69121,About 86500 people filed for federal aid after Louisiana floods  environment,766372999075213312,54,0,0
1605,Families can encourage mothers breastfeeding  health,752970553992945664,55,0,0
25257,Breastfeeding support group creates a community  StLouis,736048565785530368,55,0,0
28205,A new LGBT community center opens in St Louis providing comfort acceptance amid unc,818274925169561601,55,0,0
31377,Safest Car List Released for 2017,807175784523825152,56,0,0
51597,WLOX Editorial Drive safely this holiday weekend,880845545291603968,56,0,0
19989,Happening Today Trump Road Show Wildfires Safest Vehicles,806829270790275072,56,0,0
53922,Black Superheroes Who Deserve Their Own Starring Roles Frozone  LukeCage,786292857380282368,57,1,2
93134,Black Superheroes Who Deserve Their Own Starring Roles Firestorm   LukeCage,786299149532614658,57,1,2
54595,Black Superheroes Who Deserve Their Own Starring Roles Falcon   LukeCage,786289514381713408,57,1,2
63826,Black Superheroes Who Deserve Their Own Starring Roles Storm  LukeCage,786291599072301056,57,1,2
74745,Black Superheroes Who Deserve Their Own Starring Roles Bishop  LukeCage,786296634288123904,57,1,2
53206,STEM University brings geology archaeology to life for local scouts,810247477857239041,58,0,0
31375,NASA scientists host Earth Day event for students,855261109191938052,58,0,0
260,Steelers Kelvin Beachum Teams With Science Center To Get Kids Interested In STEM Subjects  news,688111247833747461,58,0,0
2817,Hungry toddler found wandering alone by bodega,839910927701012482,59,0,0
84410,How much sugar is in your kids breakfast,818903018842259461,59,0,0
22135,UnusualFoodCravings childern,714135016599584768,59,0,0
43241,Cops Vegan dietobsessed mom malnourished her baby,785830640805564417,59,0,0
49205,France may pass a law allowing people to ignore work emails at home  news,699710190166396929,60,0,0
62131,Letting Your Employees Work From Home Could Be A Good Idea,841468741535842304,60,0,0
39633,France may pass a law allowing people to ignore work emails at home  politics,699710019479031810,60,0,0
14732,Flight to Hawaii promises prime view of total solar eclipse  local,707519746183278592,61,0,0
66012,Fans to catch flight for prime view of total solar eclipse  local,707332195078156288,61,0,0
56571,Astronomer buddy says you need to see the solar eclipse,875220089527717889,61,0,0
46544,Neighborhood hopes historic KC mansion can rebound after fire,778171366625382400,62,0,0
47039,Kansas chemical company plans to rebuild after fire,854020217072168960,62,0,0
66951,Topeka family hopes to rebuild after devastating fire,821173521363636225,62,0,0
50722,In The Recruiting Huddle Terrence Horne Jr  Miramar,855184408432848896,63,0,0
17435,In The Recruiting Huddle Braylen Ingraham  Dillard,867820442861621248,63,0,0
96347,In The Recruiting Huddle Trenell Troutman  St Thomas Aquinas,857027253611507712,63,0,0
60160,In The Recruiting Huddle Larry LJ Smith  Norland,880468086524194816,63,0,0
56636,In The Recruiting Huddle Dontae Lucas  Booker T Washington,816351246865092610,63,0,0
12913,Thousands March Through Los Angeles to Commemorate 102nd Anniversary of ArmenianGenocide  MSM ignore this as hard as they possibly can,856628077354524674,64,1,15
54755,Tens of Thousands to March in LA to Mark 102nd Anniversary of Armenian Genocide,856561961714290688,64,1,15
34066,LA marches to commemorate 102nd anniversary of Armenian genocide,856532505637335040,64,1,15
60480,Emma Bears Grim Outlook Goes Beyond This Disappointing Season,788186995814129664,65,0,0
43684,Emma Bears Downturn Marked By Struggles Against Lions,781600546067144704,65,0,0
2361,Emma Bears Season May Be Headed For Doom,778105956664217601,65,0,0
34434,Jared Padalecki announces hes joining cast for Gilmore Girls revival on Netflix  art,698226763395162115,66,0,0
63631,Familiar Stars Hollow faces back for Gilmore Girls reboot  entertainment,697593544354082816,66,0,0
36310,Netflix revives Gilmore Girls with Graham Bledel  celebs news,693227954537562112,66,0,0
7521,ahahah and now get lost,727606387635724288,67,0,0
83415,get lost psychopath,822585092589711360,67,0,0
6120,get lost cruzbot,718882370900758528,67,0,0
67259,get lost,724682957143859200,67,0,0
52160,get lost,828781294297432066,67,0,0
10067,College students testify Free speech under assault on campuses,877267814087786496,68,0,0
66350,UVAs Curry School Hosts Panel on Disruption in Higher Education,786725407387037696,68,0,0
7643,Berkeley campus chaos spurs questions at freespeech bastion,827307663813963778,68,0,0
19956,Ill f    ing kill you Senators chilling account of closeddoor NJ political threat  Moran,740953818767052800,69,0,0
63566,Pedals the walking bear feared dead as hunt continues,786898912858677248,69,0,0
70661,Heroic dog saves hikers being chased by bear,862091207207419904,69,0,0
21441,NJ senator seeks to end bear hunts as Pedals feared dead,787998683115589632,69,0,0
42415,This Is Why the Statue of Liberty Went Dark,839353302085140482,70,0,0
55623,Statue of Liberty goes dark for several hours,839371425156894720,70,0,0
83392,Statue of Liberty mysteriously goes dark except for crown torch,839363119470247936,70,0,0
25343,ThingsYouCantIgnore your feelings after eating sushi from a gas station,810861240415350785,71,0,0
59065,ThingsYouCantIgnore your feelings after eating sushi at a gas station,810881292019658752,71,0,0
52808,Bought sushi at a gas station next rest stop 35 miles IKnewWeWereDoomed,823855830084751360,71,0,0
61729,ItsRiskyTo eat sushi from gas station,824282882155937793,71,0,0
72281,The Latest Controlled explosion carried out at Old Trafford  sports,731885252298203137,72,0,0
48632,Controlled explosion carried out at Manchester United stadium  sports,731954489586896896,72,0,0
66223,Bomb experts carry out controlled explosion at Old Trafford stadium  news,731898458911596544,72,0,0
18485,Tech Report Test driving the Chevrolet Bolt,817604812334362624,73,0,0
95152,Chevy Bolt EV named car of the year,819295622507466752,73,0,0
4674,The Latest GM plays up speed of its electric car the Bolt  business,686583743549583360,73,0,0
91940,Affordable Chevy Bolt packs in latest technology The fiveseat car will have a range of more than 2  breaking,684858118774194176,73,0,0
29555,GM says Bolt EV to have 238mile range more than Tesla Model 3  tech,775687706797936641,73,0,0
25841,Swedish police urges women not to go outside alone  rapefugees have won RIP Sweden,706938968755941376,74,1,28
73946,Dont go out after sunset or youll be raped  Swedish Police Chief,710805751627784192,74,1,28
78196,Sweden is dying because of the refugees  rapefugees BanIslam,700028083441528832,74,1,28
79745,Refugees Already Destroyed Swedish Police Police Chief tells girls Dont go out after sunset or youll be raped or worse MuslimBan,838877292004794368,74,1,28
20688,TopNews Surprise Kanye West concert canceled fans jam Manhattan street,739731403592458240,75,0,0
95157,Surprise Kanye West concert canceled fans jam Manhattan street  life,739730680481861632,75,0,0
64973,SanJose Long Lines in SF For Kanye Wests Yeezys,700137377029685248,75,0,0
95224,Laurel Canyon Boulevard Expected to Reopen 1 Month After Debris Flow,830518126517301248,76,0,0
32619,Following hillside collapse Laurel Canyon Blvd reopens with limited access,820808105927864321,76,0,0
59927,Laurel Canyon Boulevard to reopen after monthlong weatherrelated closure,830486918068629504,76,0,0
80879,Bills hire NFLs first fulltime female assistant coach  news,690023963431473152,77,0,0
79386,Bills hire NFLs first fulltime female assistant coach  business news,690077261811302400,77,0,0
15429,NFLs first female scout applauds Bills coach hiring  business news,691090195588915200,77,0,0
99869,Seattle March for Science draws thousands on Earth Day  including a Nobel Prize winner,855855310510141446,78,0,0
3570,Nothing says more about environmental activists at MarchForScience than piles of trash they left behind  EarthDay,855924980084879360,78,0,0
75258,Science fans march across the country on Earth Day,855900375945277441,78,0,0
75961,Yoko Ono hospitalized in New York  entertainment,703462981183500288,79,0,0
28401,Yoko Ono hospitalized in New York with flulike illness spokesman  life,703610444284465153,79,0,0
78477,Artist Yoko Ono hospitalized with extreme flulike symptoms  news,703652544698974210,79,0,0
41574,Blue Lives Matter bill goes into effect today in Louisiana,760187040537477121,80,0,0
56069,Las Blue Lives Matter bill signed Into law,736488082611044352,80,0,0
58608,BlueLivesMatter Law Passes In Louisiana,735953998079889409,80,0,0
19502,The only fitting response to terror attacks ManchesterBombing,867062326763155456,81,1,28
80007,Its fine terrorism is just a regular routine in multicultural Europe ManchesterBombing prayersforManchester,866942148322766848,81,1,28
86975,PrayForMunich In Europe it became almost a daily routine  Munich,756565314754732032,81,1,28
98802,Why are you so surprised about MunichAttack They warned us PrayForMunich,756778507582181376,81,1,28
95396,Oprah loses 26 pounds Weight Watchers shares jump  news,6.92113E+17,82,0,0
7624,Oprah lost 26 pounds Weight Watchers stock soars  health,692473243589087236,82,0,0
30584,health Oprah lost 26 pounds Weight Watchers stock soars,692223500011048960,82,0,0
69434,Serving and protecting HowToGiveMeTheCreeps,717255872670339072,83,0,0
93610,HowToGiveMeTheCreeps Start texting and then just suddenly stop WHAT DID YOU WANT FROM ME,717296244318535680,83,0,0
99175,HowToGiveMeTheCreeps Just stand there making no sound with all your unknown intentions,717279200831545344,83,0,0
51235,Jersey City music venue to host Party For Peace fundraiser,773174495062335488,84,0,0
12464,Building Goodness Foundation to Hold Annual Battle of the Bands,775524083605778432,84,0,0
70533,Jersey City music venue to host Party For Peace fundraiser,773174503509626881,84,0,0
64508,Britains Libya intervention flawed exPM Cameron to blame lawmakers  world news,775836739520692224,85,1,10
48789,UK prime minister says he bungled admission of offshore fund  news,718758519575420928,85,1,10
42640,UK leader Cameron under fire over link to offshore accounts  politics,718474368238510080,85,1,10
12478,UK prime minister says he bungled admission of offshore fund  business,718803515364093952,85,1,10
7065,UK PM Cameron says he mishandled Panama Papers tax scrutiny  world news,718751380505112576,85,1,10
90999,UK PM Cameron admits having held stake in fathers offshore trust  world news,718187103650062336,85,1,10
86886,Lots of Republicans support Missouris religious freedom proposal Others arent so sure  StLouis,725288567098863616,86,1,11
3401,politics NC Miss religious freedom bills are not unusual,718046576250212352,86,1,11
61556,Some conservatives are struggling with how to apply religious freedom to other faiths,748627433083985921,86,1,11
5908,School is Good The boy who lost his right arm at 12 after a bomb went off in his Nigerian village learn to write with left,849044363938332674,87,0,0
17562,Boy injured in San Bernardino school shooting recovering very well,852340114613293056,87,0,0
57764,Clarion Co Boy Makes Remarkable Return To Baseball After Gruesome Injury  news,731330196977000448,87,0,0
96673,Troubled honeybees find friends in beekeepers  health,691298156328275968,88,0,0
46769,Vital to food output bees and other pollinators at risk  science,703134407519895552,88,0,0
68688,Two people were treated for bee stings after a swarm of bees invaded Concord,731689803813527553,88,0,0
25331,Reporters encounter with killer bees in Concord  news,732343270865403905,88,0,0
12948,Photographer finds massive honey bee hive on Camelback Mountain,849867882632810496,88,0,0
92474,Tell me do you bee Cause Im fcking scared of bees,714460032247668736,88,0,0
97470,Jay Lloyds Getaway Crab Crystal Ball,847350000296144896,89,0,0
22407,Jay Lloyds Getaway Bay Fourth Getaway,880341132533784576,89,0,0
80569,Jay Lloyds Getaway Getaway Journal,852415653772492800,89,0,0
67216,health NFL acknowledges CTE link with football Now what,709821830618419200,90,0,0
20874,NFL admits link between football brain disease for first time  sports,709725303774392320,90,0,0
21624,health NFL League official admits link between CTE footballrelated head trauma,709716778004295680,90,0,0
10310,health CTE research goes on as planned without NFL funding,738451337508093953,90,0,0
30455,NFL admits link between football brain disease for first time  health,709851129668968448,90,0,0
68589,Wikileaks Teams Up With Tech To Prevent Alleged CIA Hacking,839970417716690944,91,1,28
8505,WikiLeaks Well work with tech firms to defeat CIA hacking,839867129558151168,91,1,28
25725,Assange says WikiLeaks will help tech firms to defeat CIA hacking,839944740699312130,91,1,28
85296,WikiLeaks aid on CIA software holes could be mixed blessing,840289528317390848,91,1,28
25348,Hillary wasnt cleared she was just shown to be above the law the rest of us have to abide by,751180509846265857,92,1,13
99056,We must tolerate them but they arent obliged to tolerate us Can you see the logic,693061551012446208,92,1,13
78091,Hillary wasnt cleared she was just shown to be above the law the rest of us have to abide by,750827886194593792,92,1,13
55066,US Denies 400 Million to Tehran was Ransom Payment,761256535867596800,93,0,0
52669,Kerry defends 400 million payment to Iran says US pays no ransoms  world news,761249741048913920,93,0,0
34525,Kerry defends 400 million payment to Iran says US does not pay ransoms  world news,761227830193553408,93,0,0
4169,Funeral for murdered 14yearold Alianna DeFreeze will be in Cleveland Heights,829336086350557184,94,0,0
40912,Assault in Norwalk leaves 14yearold with fractured skull,799223936085094400,94,0,0
48526,Funeral details set for murdered 14yearold Alianna DeFreeze,828626405999140866,94,0,0
24535,In wake of Manchester blast Trump decries terrorist losers,866959176114860033,95,1,14
68598,In wake of Manchester blast Trump decries terrorist losers,866956729795436544,95,1,14
77894,Manchester terror attack Trump calls attackers evil losers in life offers sympathy for victims,866983436828979200,95,1,14
78342,Trump says Manchester attack was conducted by evil losers,866939112363884544,95,1,14
7033,Evidence of Zikas risk to pregnant women continues to grow  news,706132308961529856,96,2,0
24888,Studies add more evidence of Zikas risk to pregnant women  news,705871700282376192,96,2,0
5109,Questions grow about Zikas risk to future pregnancy  sports,705645834759643136,96,2,0
68202,Ultimate Arizona bucket list Top 25 things to do in Arizona,850103181283659776,97,0,0
38008,Seattle makes Outside magazines 25 besttowns ever list and heres the rest,874739755782635520,97,0,0
57621,Ultimate Arizona bucket list 50 things to do in Phoenix,841046697258168320,97,0,0
12505,Challenged Athletes Foundation receives 50K grant  local SanDiego,711719015157084160,97,0,0
70265,Morning Spin Rauner 50 million campaign check is about encouraging bipartisan comp,818783787752493056,97,0,0
77780,Finals of Syrian Science Olympiad launched in Damascus,688764898663215106,98,1,26
46821,Finals of Syria Science Olympiad launched in Damascus,689010166059012096,98,1,26
