,tweet_text,tweetid,cluster_label,relevance,theme
61,So long suckers Inky the octopus makes an amazing escape  news,720605100083818496,20,0,0
62,AIDS  Actually I Did Sin AlternativeAcronymInterpretations,805787237254307840,20,0,0
63,Ghostlike octopus found in Pacific may belong to new species  science,706216610055360512,20,0,0
64,Woman Finds OctopusLooking Mold Inside Her Coconut Water  ,864223208739938304,20,0,0
65,BFF  But First Fuck AlternativeAcronymInterpretations,805787220921712644,20,0,0
66,AlternativeAcronymInterpretations IMHO  in my head lives octopus,805786670733885440,20,0,0
67, crabs,749255444669997057,21,0,0
68,Thousands of tiny red crabs stranding on California beach  local,731582193416331264,21,0,0
69,Millions of red crabs cover Monterey shorelines ,735272121446727681,21,0,0
70,Simple truth Too many people are in prisons for nothing Too many places in jails are occupied by wrong people ,737317680848347136,22,0,0
71,Mentally ill inmates are swamping the states prisons and jails Heres one familys story  ,744730338631389184,22,0,0
72,Inmates antics in state prison near Hondo result in smelly situation ,783101130481868800,22,0,0
73,A Word of Truth The Truth about Baton Rouge Shooter Gavin Eugene Long  via ,757476233298927617,23,1,6
74,UPDATE BatonRouge shooter Gavin Eugene Long was Nation of ISLAM member ,754815488086212608,23,1,6
75,Baton Rouge LA shooter Gavin Long suffered from PTSD  ,755864692963155968,23,1,6
76,Now people will start PrayForMunich But NOTHING will change unless we CONTROL THE BORDERS Munich ,756555209233563648,24,0,0
77,PrayForMunich Mnchen Munich einkaufzentrum Olympia Mordes ,756539997407289344,24,0,0
78,Who will you pray for next time world PrayForMunich ,756881342609125376,24,0,0
79,PrayForMunich Mnchen Munich einkaufzentrum Olympia  Was ist los  ,756539152015978498,24,0,0
80,Stay out of succession talk Zimbabwes Mugabe tells liberation veterans  world news,740987023306063872,25,1,7
81,Zimbabwes Mugabe will not pick successor wants to live to 100  world news,705671298215600128,25,1,7
82,Zimbabwes Mugabe skirts retirement talk at burial of friend  world news,789835774870982656,25,1,7
83,FBI takes over investigation into Trentons payroll problems,700051024271114241,26,0,0
84,ExFBI chief tapped to administer Takata air bag fund  ,850097133428641792,26,0,0
85,Federal funding bill includes money for FBI project  ,807586471557402624,26,0,0
86,PA Governor orders Flags at HalfStaff to honor Captain Arthur E Halfpapp  local,719926670791081985,27,0,0
87,Washburn coaches honored Ichabods split with Missouri Southern  ,822307767025156098,27,0,0
88,politics PA Governor orders Flags at HalfStaff to honor Captain Arthur E Halfpapp,719923617144811521,27,0,0
89,Fisher Building becomes home to a halfpipe  ,849168530914377728,27,0,0
90,2017 Bank of America Shamrock Shuffle  ,848533555047276545,28,0,0
91,Sambu Conley Take First in 2017 Shamrock Shuffle  ,848541106505748480,28,0,0
92,Shamrock Shuffle Begins Sunday  ,848510898624966656,28,0,0
93,The Revenant tops chilly US Box Office as storm hits East Coast  life,691308427641946114,29,0,0
94,Alamo City Comic Con hosts a galaxy of stars and fans  ,868630159439613953,29,0,0
95,Superheroes supervillains and pop culture fans at New Orleans Comic Con  ,817608003109142528,29,0,0
96,Wizard World ComicCon in NewOrleans is a sprawling popculture fest  ,685100426337759232,29,0,0
97,Harriet Tubmanan American abolitionist humanitarian and an armed scout and spy for the United States Army during the American Civil War ,830915388355571714,30,1,2
98,Harriet Tubman an AfricanAmerican abolitionist and humanitarian BlackPride civilrights BlackToLive ,684528695592132608,30,1,2
99,Harriet Tubman escaped slavery and made 13 missions to rescue 70 enslaved families BlackWomensHistoryMonth ,705799448614576129,30,1,2
100,How I see Sweden now ,718110853577330689,31,0,0
101,RIP Sweden ,870315728968265728,31,0,0
102,Sweden in one pic ,839841629636857856,31,0,0
103,BetterAlternativeToDebates compare bananas DNA to peoples,785468174632423425,32,0,0
104,Student charged for wearing gorilla mask handing out bananas during Black Lives Matter event,781298770369613824,32,1,2
105,Rotting bananas trigger protest for diversity at Clemson  ,723645203609989121,32,1,2
106,Police in Oklahoma peppersprayed an 84yearold woman in her home ,772221054815047680,33,1,8
107,Cops Pepper Spray 84YearOld Woman ,766288196896448512,33,1,8
108,Footage of an innocent 84yearold woman being peppersprayed by police has surfaced  ,771173641685835776,33,1,8
109,Leslie Jones remembers all the moments in her life more embarrassing than being hacked When you own it they cant shame you  710 ,819708391039913985,34,0,0
110,Leslie Jones remembers all the moments in her life more embarrassing than being hacked When you own it they cant shame you  110 ,819707875786444801,34,0,0
111,Leslie Jones remembers all the moments in her life more embarrassing than being hacked When you own it they cant shame you  410 ,819708130602995713,34,0,0
112,Leslie Jones remembers all the moments in her life more embarrassing than being hacked When you own it they cant shame you  910 ,819708566240116736,34,0,0
113,Leslie Jones remembers all the moments in her life more embarrassing than being hacked When you own it they cant shame you  810 ,819708506542669824,34,0,0
114,With faith and Facebook Zimbabwe preacher takes on Mugabe  world news,755805705517477888,35,1,7
115,AntiMugabe pastor charged with trying to overthrow Zimbabwean state  world news,753243879806152704,35,1,7
116,Zimbabwe police summon protest movement pastor  world news,752759281129140224,35,1,7
117,Nothing left for me to prove says new world number one Kerber  sports,775628869873172480,36,0,0
118,Kerber turns on the style to overwhelm Halep  sports,790916390945378304,36,0,0
119,Kerber plunges into the murky unknown full of confidence  sports,693715304753426432,36,0,0
120,local news Former ASU football player sacrificed family poodle in smoker police say,732397977315090432,37,0,0
121,Police ExASU player sacrificed family poodle  sports,732578709857665024,37,0,0
122,Former ASU football player sacrificed family poodle in smoker police say  sports,732395762005368832,37,0,0
123,health Tony Robbins firewalk burns more than 30 people at Dallas seminar,746376931931627520,38,2,0
124,Motivational speaker Robbins coal walk burns more than 30  news,746405306142363648,38,2,0
125,TopNews Dozens burned in Texas walking on hot coals at Tony Robbins seminar,746383206589444096,38,2,0
126,Nicki Minaj Offers to Pay Fans Student Loans  ,861632614368727040,39,0,0
127,Nicki Minaj is paying student loans and tuition for some of her most avid fans  ,861165965618298880,39,0,0
128,Nicki Minaj offers to pay tuition fees for fans if they can prove they got straight As  ,861294478950154240,39,0,0
129,Milan BoldenMorris the teenager who wore a prom dress inspired by BlackLivesMatter ,857593252429651968,40,1,2
130,Alice Paul was born this day 1885 The real feminist who gave women the right to vote in 1920 ,686571775115706368,40,1,2
131,120 years ago Marian Anderson was born famous black opera singer of 20th Century ,836328598902562817,40,1,2
132,Japanese scientist wins Nobel medicine prize for work on selfeating cell mechanism  world news,782910489118461956,41,0,0
133,Japanese scientist wins 2016 Nobel medicine prize  world news,782882681117745152,41,0,0
134,Japanese scientist wins Nobel medicine prize for work on selfeating cell mechanism  science,782931954865889280,41,0,0
135,Foke Yoshinori Ohsumi scoops the 2016 Nobel Prize in medicine for his work on how cells recycle themselves  Foke,782895370388987905,41,0,0
136,Melissa McCarthy makes surprise appearance on SNL as Sean Spicer  ,828256949573656576,42,0,0
137,Sean Spicer Melissa McCarthy could dial back when playing me  ,828648552222056451,42,0,0
138,VIDEO Melissa McCarthy debuts Sean Spicer impression on SNL  ,828332720489119746,42,0,0
139,After apology Philly among many Jackie Robinson tributes  sports,721401486249304064,43,0,0
140,After apology Philly among many Jackie Robinson Day tributes ,721123824960339968,43,0,0
141,After apology Philly among many Jackie Robinson tributes  politics,721401420809801728,43,0,0
142,Sammy Sosa feels persecuted over steroid speculation  ,834083870509322245,44,0,0
143,Why is Sammy Sosas cheating status so low among Hall of Fame voters ,685517091164651520,44,0,0
144,Time works against Sammy Sosas Hall of Fame quest  ,822153966628831236,44,0,0
145,Thats fucked up and evil just like gator bate when Europeans used African children in Florida to catch gators ,702252275943788544,45,0,0
146,VIDEO Blind children participate in special Easter egg hunt  ,854054195577724928,45,0,0
147,Did you know Whites Used Black Babies As Alligator Bait BlackHistory ,843229378616213504,45,0,0
148,TopNews North Carolina police probe arson graffiti threat at Republican office,788118895034892289,46,1,11
149,The Latest NC GOP office damaged by fire Nazi graffiti ,787765250510565378,46,1,11
150,VIDEO North Carolina GOP office burned graffiti sprayed nearby ,787823177133010949,46,1,11
151,Jay Lloyds Getaway Passport Getaway  ,862558693526839297,47,0,0
152,Jay Lloyds Getaway Hudson River Valley  ,865118525681225728,47,0,0
153,Jay Lloyds Getaway Winter Sailing  ,824824834651742208,47,0,0
154,Jay Lloyds Getaway Getaways of 2016  ,814397081448235009,47,0,0
155, well sad white mouse,685871018783682560,48,0,0
156,HorrifyingCereal mice krispies ,787274758731796480,48,0,0
157,Happy Birthday Mickey Mouse Fun facts about everyones favorite mouse  ,799304418629976064,48,0,0
158,Kylie Jenner and Khloe Kardashian attend the Cavs vs Celtics game  ,866478830688624640,49,0,0
159,Charles Oakley Attends KnicksCavaliers Game in Cleveland  ,834947041881174016,49,0,0
160,local news Spike Lee visits with ASU basketball team Crow,706989190584541184,49,0,0
161,Wanted Chase Brayden Lekan  ,855398496991670273,50,0,0
162,Wanted Jeremy Allen Coleman  ,795985510992908288,50,0,0
163,Wanted Brian P Bickel  ,806745951196954625,50,0,0
164,Wanted Christopher E Kendall  ,851300477639720960,50,0,0
165,Boca Raton pep rally pumps up Tigers fans  ,811069495011840000,51,0,0
166,Beyonces Super Bowl show bringing both praise and criticism  politics,696868174277423104,51,0,0
167,Super Bowl 50 Beyonces politicized halftime show draws cheers jeers  sports,696769271058161664,51,0,0
168,Beyonces Super Bowl show bringing both praise and criticism  news,696859328586776577,51,0,0
169,Obama Taliban leaders death a milestone for Afghan peace  politics,734626286337990656,52,1,12
170,Obama Taliban leaders death a milestone for Afghan peace  news,734684367079931904,52,1,12
171,Afghan Taliban meet on succession as Obama confirms leaders death  world news,734781020306694145,52,1,12
172,Study illuminates big performance gap for car headlights  politics,715207193230835713,53,0,0
173,Audit shines light on street light repair problems  ,806678738050105349,53,0,0
174,Phoenixs LED streetlights spark light pollution debate  ,718981897754255360,53,0,0
175,Study illuminates big performance gap for car headlights  news,715141167852101632,53,0,0
176,Study illuminates big performance gap for car headlights  business,715113937662906368,53,0,0
177,City to install smart streetlights downtown  ,834503300011679746,53,0,0
178,Weekend Design Step inside an opulent modern farmhouse in Newport Beach  ,871158605667602433,54,0,0
179,Weekend Design IndoorOutdoor Living in Contemporary Mar Vista Home  ,823015407292416000,54,0,0
180,In Crestmoor custom home across from swimtennis club open today 168M  ,873267308852105216,54,0,0
181,Weekend Design Life Al Fresco in a Remodeled Palos Verdes Ranch  ,835616417303183360,54,0,0
182,Sheriffs deputy donates kidney to fellow officer  ,812777978421768196,55,0,0
183,Slain WSU officer donates organs  ,802578001783300096,55,0,0
184,A fathers choice to save others by donating his sons organs ,777338934086864896,55,0,0
185,In The Recruiting Huddle Gino Sandora  Archbishop McCarthy  ,845012639642259457,56,0,0
186,In The Recruiting Huddle Kewan Parker  Carol City  ,810958995880079360,56,0,0
187,In The Recruiting Huddle Antquan Kinsey  Booker T Washington  ,819998541888229376,56,0,0
188,In The Recruiting Huddle Alonzo Clark  Fort Lauderdale  ,847927583434035201,56,0,0
189,In The Recruiting Huddle Wayne Parrish  Taravella  ,826570617973518336,56,0,0
190,Lab assistants smiles keep clinic going strong  news,772922308864331776,57,0,0
191,health Panthers assistant still embracing his work after terminal cancer diagnosis,694574332152905728,57,0,0
192,Lab assistants smiles keep clinic going strong    ,773273330505748480,57,0,0
193,Bulls Denzel Valentine Out At Least 2 Weeks With An Ankle Sprain ,783410020960436224,58,0,0
194,Piscotty hit in left elbow but its not serious  sports,708795649060245505,58,0,0
195,sports Reddick fractures left thumb in As loss to Yankees,733550064228925441,58,0,0
196,Eric Gordon fractures right ring finger for second time since January  sports,706332561924993024,58,0,0
197,TopNews Engineer of derailed NJ train was fully rested questions remain,782706215419678720,59,0,0
198,TopNews Investigators interview engineer of crashed New Jersey train,782341787054596097,59,0,0
199,See what engineer said about fatal Amtrak crash,694262684473163777,59,0,0
200,Lawn mower sparks large grass fire in Missouri  news,700444003217465344,60,0,0
201,Summer Countdown How to Find the Best Lawn Mower  ,867716493626290176,60,0,0
202,Make lawn mower maintenance a priority  ,839657594444742656,60,0,0
203,Preparing Your Lawn Mower For Spring  news,720666087252107264,60,0,0
204,United States of Turbot   FishTv,778878847802548224,61,0,0
205,Game of Turbot  FishTV,778867847191756800,61,0,0
206,Mr Turbot FishTV ,778897582382800896,61,0,0
207,Volunteer Firefighters Teach Fire Safety for Season ,787507875337818112,62,0,0
208,Marin County boot camp helping new firefighters build skills  ,877001109478486017,62,0,0
209,Teen program teaches firefighting skills  ,800131836114563072,62,0,0
210,Seattle Sounders fall to Vancouver Whitecaps 21 in 2016 preseason opener  sports,695065702726668288,63,0,0
211,Sporting KC drops first game of season to Real Salt Lake  news,716470114271428609,63,0,0
212,Sounders fall to 02 losing to Real Salt Lake in Tyler Millers debut  sports,708822457998712833,63,0,0
213,How the hell a woman who cant climb a few steps can be a commander in chief NBCNewsForum  HillarysHealth ,773720380158672896,64,1,13
214, How the hell a woman who cant climb a few steps amp struggles to open a loosened jar can be our LEADER,768216613913067520,64,1,13
215,How the hell a woman who cant climb a few steps amp struggles to open a loosened jar can be our LEADER SickHillary ,768195179295674368,64,1,13
216,Lowrys most contemporary opening Koelbel Urban Homes shows an avantgarde row home model at Boulevard One  ,870391588345831424,65,0,0
217,Local news Experiment in upscale apartments comes to Lake Calhoun area ,701632167504248832,65,0,0
218,Pontchartrain Hotel latest adventurous journey for 37yearold developer Forbes reports  news,695368944085897216,65,0,0
219,AEG to manage arena Coyotes future unclear  sports,694994862085541888,66,0,0
220,sports Johnny Manziels future unclear,707608537984163843,66,0,0
221,local news AEG to run Glendale arena Coyotes future unclear,695300538250846208,66,0,0
222,Its WorldDiabetesDay Feeling triggered ,798162597229056000,67,0,0
223,Californias overwhelming diabetes numbers  news,708116941068574720,67,0,0
224,politics Majority of California adults have prediabetes or diabetes,708222401557835782,67,0,0
225,Foke Mary Berrys colourful High Street looks on the Great British Bake Off  Foke,791061377779511296,68,0,0
226,Foke Great British Bake Offs Candice Brown and her local makeup suppliers celebrated  Foke,791385494483443712,68,0,0
227,Gifts from blackowned businesses your loved ones will adore BuyBlack Collection to shape any beard  6999 Porter Beard Collection ,806272009864937472,68,0,0
228,DNA sample obtained in Marcotte slaying investigation  ,834867753668460544,69,0,0
229,DNA sample obtained in Vanessa Marcotte slaying investigation  ,834988572017045504,69,0,0
230,Arrest made in connection with death of Vanessa Marcotte  ,853267774663262214,69,0,0
231,Trumps lead in New Hampshire grows while Sanders edge shrinks  politics,696344303551905792,70,1,14
232,politics Trumps lead in New Hampshire grows while Sanders edge shrinks,696343033541824512,70,1,14
233,Trumps lead in New Hampshire grows while Sanders edge shrinks ,696325685237850113,70,1,14
234,Unless youre doing yoga put on some real pants  ,809423148600950784,71,0,0
235,ToFeelBetterI need someone to put off my pants ,775331290207834112,71,0,0
236,HowToLoseYourJob dont wear pants,831897654070243328,71,0,0
237,Wearing ugly pantsuits MustBeBanned ,768465612360196096,71,0,0
238,ToFeelBetterI wear my favorite pantsuit,775329049082155009,71,0,0
239,My pants sag so low I dont need socks WhyImGangsta,770925864141848576,71,0,0
240,I have more pantsuits than you HillaryPickUpLines ,722053220768419840,71,0,0
241,Soccer coach raises money for cancer then learns daughter has tumor  sports,721115697393197057,72,0,0
242,Boy raises money for cancer research to help mom battling cancer  health,714600982349393920,72,0,0
243,Girl honors dad by raising money for leukemia research  Maryland,694583905035235328,72,0,0
244,Report offers new details into Lake Zurich High football hazing case  ,825139657281269762,73,0,0
245,Geller Shocking New Details Emerge in Idaho Muslim Migrant Rape Case  ,762357523848454145,73,0,0
246,New details emerge in La Vernia High School hazing scandal  ,847098597908889600,73,0,0
247,Returning to the US after receiving the Nobel Peace Prize Baltimore MarylandOctober 311964  MLKDay ReclaimMLK ,689153368372064256,74,0,0
248,MKL  Returning to the US after receiving the Nobel Peace Prize Baltimore Maryland October 31 1964 ,689005062077595649,74,0,0
249,Pride of Baltimore II returns to port after fourmonth 8000mile voyage to Great Lakes ,784111466785804288,74,0,0
250,Kenya burns huge pile of ivory tusks to protest poaching ,726456080356626434,75,2,0
251,200000 pounds of ivory destroyed to protest illegal trade market  ,729510003447615489,75,2,0
252,Kenya calls for ivory sales ban as it prepares to burn tusks  environment,726048844757094401,75,2,0
253,6 cops who shot 137 rounds into Unarmed couplefired  but can still be hired as Police officers again BlackToLive ,692439830668582912,76,1,8
254,6 cops who shot 137 bullets amp killed unarmed couple still can be cops PoliceBrutality BTP  ,692539696157716480,76,1,8
255,6 cops who shot 137 bullets killed unarmed couple still can be cops AntiPoliceBrutalityDay,709772960299507718,76,1,8
256,SFs Millennium Tower faces more lawsuits  ,831522010098438145,77,0,0
257,SF issues subpoenas to Uber Lfyt demanding transparency of business practices  ,871908345292214272,77,0,0
258,Lawsuits Mount Against Troubled Millennium Tower  ,831542651853869057,77,0,0
259,SF city attorney subpoenas Millennium Tower developer over sinking structure ,778269625154887681,77,0,0
260, Howdy Stephanie Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793232059913207808,78,1,15
261, Howdy Don hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,791716966188797952,78,1,15
262, Howdy Sheri Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793257194711949312,78,1,15
263, Howdy Dwayne Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793244695388225536,78,1,15
264, Howdy Maxey Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793244458800128001,78,1,15
265, would you like to join a texit rally were organizing Its gonna be held on Nov 5 DM for more details,791100240912932864,78,1,15
266, Howdy hope youre doing fine Would you like to participate in our texit statewide rally scheduled for this Saturday,794191188924383234,78,1,15
267, were organizing a texit rally its gonna take place on Nov 5 DM us for more details if youre interested,791107566994616320,78,1,15
268, Hey Mike Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5 ,791443684650803200,78,1,15
269, Howdy Clayton Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793232758545928194,78,1,15
270, were organizing a texit rally Would yall come participate DM for details,791104635847241728,79,1,15
271, would you like to come to a texit rally were organizing follow back so we can DM you further details ,791097984121528321,79,1,15
272, would you be interested in taking part in a texit rally were organizing DM for details,791098409168011265,79,1,15
273,Arpaio still investigating Obama birth certificate ,778481020182024192,80,1,12
274,Arpaio closes probe of Obama birth certificate  ,809745244640124930,80,1,12
275,Sheriff Joe Arpaio closes probe of Obama birth certificate  ,809589441241186304,80,1,12
276,TopNews Obama offered to help Biden financially during sons illness,686758612228681728,81,1,12
277,politics Biden says Obama offered financial help amid sons illness,686895462066950145,81,1,12
278,Biden Emotional at Cancer Funding Bill Partly Named for Son  ,806072028407169024,81,1,12
279,Vice President Biden Obama offered financial help when his son Beau Biden was ill with brain cancer  politics,686920448383139840,81,1,12
280,politics Obama offered to give money to Biden during sons illness,686775081343647744,81,1,12
281,Ally Kraemers next assignment Plan her wedding  ,831829536262258688,82,0,0
282,Ally Kraemer got crafty to recruit bridal party  ,841946743365353472,82,0,0
283,Ally Kraemers wedding dress quest quick easy  ,844503056159031296,82,0,0
284,Club hoops shakeup Where will top players go  sports,686996710992678912,83,0,0
285,New bar wants people to cut loose and dance  ,839521209960259584,83,0,0
286,BenFred College basketballs best rebounder would swap rank for NCAA tournament  sports,705582691035426816,83,0,0
287,Missouri Auditor Galloway to investigate two area special taxing districts  ,829373600339750912,84,0,0
288,Loyola College of Law to offer tax assistance at 2 sites  news,690237651744501760,84,0,0
289,Aidindying laws Lessons from two states  news,736765379851100160,84,0,0
290,End of an era Operation of Florissant DMV moves from Rotary Club into private hands  StLouis,780640484632911872,85,0,0
291,End of an era Florissant DMV shifts from Rotary Club into private hands  politics,781015661032136704,85,0,0
292,End of an era Operation of Florissant DMV moves from Rotary Club into private hands ,780640769212227584,85,0,0
293,Steven Avery of Making a Murderer cant watch the series  showbiz,689098617567752196,86,0,0
294,Making a Murderer subject Steven Avery gets new legal team  showbiz,685967469400305664,86,0,0
295,Making a Murderer subject Steven Avery files appeal  entertainment,687044916954845184,86,0,0
296,WNBA withdraws fines for teams that wore black warmup shirts  sports,757268624872644608,87,1,2
297,Cops walk off job at Minneapolis arena after WNBA players wear Black Lives Matter shirts  ,752944599732146176,87,1,2
298,Lynx Fans Fill Up Stadium to Chant BlackLivesMatter WNBA Rescinds Fines Against Three Teams ,757689837394669568,87,1,2
299,Lynx Fans Fill Up Stadium to Chant Black Lives Matter WNBA Rescinds Fines Against Three Teams ,766383555907768327,87,1,2
300,Im for truth no matter who tells it Im for justice no matter who it is for or against  Malcolm X ,746024780076179456,88,1,2
301,Our objective is complete freedom justice and equality by any means necessary  MalcolmX ,727965941720592388,88,1,2
302,Our objective is complete freedom justice and equality by any means necessary InMemoryOfMalcolmX,701433146190000130,88,1,2
303,South Africans give ruling ANC worst election since apartheid  world news,761922199217250305,89,1,3
304,South African opposition beats ANC in vote to govern Johannesburg  world news,767815166226333697,89,1,3
305,South Africas opposition Democratic Alliance beats ANC in key municipality  world news,761889850630950916,89,1,3
306,NJ bear hunt protesters call bow arrow season cruelest thing possible ,785549811894190081,90,0,0
307,NJs first extended bear hunt starts Monday ,785076306073444352,90,0,0
308,VIDEO Black bear slams bow hunter down to the ground  ,868026023497150464,90,0,0
309,politics No Fundamental Split in the Democratic Party Biden,733119169630113793,91,1,17
310,Joe Biden Accidentally Confirms His Spot At UPenn PostWhite House  ,816454949198565376,91,1,17
311,politics Joe Biden joins Facebook,695328543811571712,91,1,17
312,Youth filmmakers generate dialogue around social issues at this years NFFTY  entertainment,725391026618167296,92,0,0
313,We are telling you about the young performers that hit our screens Please meet Ivonne Orji ,835289737057435649,92,0,0
314,We are telling you about the young performers that hit our screens Please meet Amirah Vann  ,835683483112648706,92,0,0
315,We are telling you about the young performers that hit our screens Please meet Trevante Rhodes ,835297545484132352,92,0,0
316,Real sack coach Benitez and appoint Zidane  sports,684117855952998400,93,0,0
317,Zinedine Zidane named Real Madrid coach  sports,684341881799458816,93,0,0
318,sports Zinedine Zidane named Real Madrid coach,684095145969496064,93,0,0
319,The Rolling Stones arrive in Cuba for historic concert  entertainment,713162412019462144,94,0,0
320,Cuba gears up for historic free concert in Havana  entertainment,713385536514183168,94,0,0
321,Rolling Stones take the stage in firstever show in Cuba  life,713549494378299392,94,0,0
322,Send your honey a unicorn this Valentines day literally  ,830244829489721344,95,0,0
323,Always be yourself Unless you can be a unicorn then always be a unicorn ,767448968896798721,95,0,0
324,What happens if you drink it and youre already gay You turn into a unicorn  ,765718561079693314,95,0,0
325,INeedALawyerBecause illegals took all my booze,744895013973266432,96,0,0
326,INeedALawyerBecause I ate all ,744885243786702848,96,0,0
327,INeedALawyerBecause I think Bieber stole my idea,744888860681736193,96,0,0
328,Umpire state of mind Dadsongs ,743374885070594048,97,0,0
329, Achy Breaky Back    DadSongs,743372680288698368,97,0,0
330,When the Chevy Breaks DadSongs,743375449233981440,97,0,0
331, Back in Black Socks with Sandals DadSongs ,743373306829676544,97,0,0
