,tweet_text,tweetid,cluster_label,relevance,theme
30,RT GoogleStreetArt New Anamorphic Street Art by Cosimo Cheone   streetart art arte ,841554099946553344,5,0,0
31,RT GoogleStreetArt New Street Art by Banksy found in Dover England   streetart art arte ,861626875457789952,5,0,0
32,RT GoogleStreetArt New Street Art by Faith47 found in Johannesburg South Africa    streetart art arte ,848490843799523328,5,0,0
33,RT GoogleStreetArt Street Art by DFace in NY   streetart art arte ,843867779845541888,5,0,0
34,New Anamorphic Street Art by Cosimo Cheone   streetart art arte ,841414448619368448,5,0,0
35,RT GoogleStreetArt New Street Art by VinieGraffiti   art arte streetart ,842366387825836035,5,0,0
36,New Street Art by David de la Mano found in Montevideo Uruguay    streetart art arte ,841411832938135552,5,0,0
37,New Street Art by b0rdaloii found in Porto Portugal    art arte streetart ,872150975125106688,5,0,0
38,RT GoogleStreetArt New Street Art by JimmyC found in Adelaide Australia    streetart art arte ,861122216481751040,5,0,0
39,New Street Art by Julian Clavijo found in Benalla Australia    art arte streetart ,878494935300878337,5,0,0
40,RT GoogleStreetArt Truly wonderful new Street Art by the artist Mantrarea foung in Luxembourg    streetart ar ,864515394853384192,5,0,0
41,RT GoogleStreetArt Street Art by AlaniZ   Paris   art arte graffiti streetart ,843602243026915331,5,0,0
42,RT GoogleStreetArt New Street Art by Milu Correch amp El Jerrino found in Buenos Aires Argentina    streetart a ,841552866246590464,5,0,0
43,New Street Art by Manomatic found in Bogota Columbia   art arte streetart ,879227316739731456,5,0,0
44,New Street Art by Alex Senna found in Civitacampomarano Italy    streetart art arte ,860368277830283265,5,0,0
45,New Street Art by Michel Velt found in NYC   streetart art arte ,870375222310043651,5,0,0
46,RT GoogleStreetArt New Street Art by DanKitchener found in Newham London e15  art arte streetart ,844296876107157506,5,0,0
47,New Street Art by VinieGraffiti   art arte streetart ,842263181653377025,5,0,0
48,RT GoogleStreetArt New Street Art using trash by Alfredo Segatori found in Buenos Aires Argentina    art arte ,877069285323132928,5,0,0
49,RT GoogleStreetArt New Street Art by Braga1   Marseille France    streetart art arte ,838875893514797056,5,0,0
50,Jorit Agoch new huge Street Art of Diego Maradona found in Naples Italy    art arte streetart ,846825282841575424,5,0,0
51,RT GoogleStreetArt New Street Art by sonnysundancer found in New York   art arte streetart ,875745261380927488,5,0,0
52,RT GoogleStreetArt New Street Art by Rogue found in Glasgow Scotland   streetart art arte ,841552864841469952,5,0,0
53,New Street Art by Seth Globe painter found in Fontaine France    art arte streetart ,876675447169449984,5,0,0
54,RT GoogleStreetArt New Street Art by Levalet in Paris   streetart art arte ,841032329854406657,5,0,0
55,RT GoogleStreetArt New Street Art by Seth Globe painter found in Fontaine France    art arte streetart ,877530260803387392,5,0,0
56,Street Art by alicepasquini in Liceo Kennedy Rome   streetart art arte ,846432242557763584,5,0,0
57,2937 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor ,784568997756833792,6,1,2
58,337 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor ,784535779506786304,6,1,2
59,3737 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor ,784580325900972032,6,1,2
60,2437 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor ,784562707118915585,6,1,2
61,2637 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor ,784565223030087680,6,1,2
62,137 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor ,784532004704391168,6,1,2
63,637 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor ,784540056958611456,6,1,2
64,3237 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor ,784574038425341952,6,1,2
65,2037 37 Black Men amp Youths Who Were Killed By Police BlackLivesMatter BenAndJerrysNewFlavor ,784557673161166848,6,1,2
66,Now downloadable shows and movies on Netflix  ,804037671647641600,7,0,0
67,Univision teams with Netflix to broadcast 2 of its series  entertainment,732595339375476737,7,0,0
68,Tech Trends Netflix vs Amazon ,722285953973268481,7,0,0
69,Are you watching    Dear White People is now streaming on Netflix ,858220770081861632,7,0,0
70,Netflix Finally Allows Users To Download Shows And Movies  ,804030877189734404,7,0,0
71,The Latest People gather across US to honor Orlando victims ,742208912347144192,8,1,20
72,TopNews Rays honor Orlando shooting victims during pride night,744049837633642496,8,1,20
73,TopNews US advocates see LGBT rights at a watershed after Orlando shooting,744276143793012736,8,1,20
74,To honor the memory of PulseShooting victims we are holding a candlelight vigil near Orlando City Hall LGBT ,743218311463374850,8,1,20
75,Watch Live Fallen Officers Honored During Candlelight Vigil  ,863560297105305600,8,1,20
76,Seattle high school football team kneels for national anthem  sports,777162996682412032,9,0,0
77,The first official to take a knee during the playing of the national anthem ,791089304718245892,9,0,0
78,Singer kneels while performing anthem at Miami NBA game  sports,789846247465111552,9,0,0
79,Some Plainfield South Athletes Take A Knee During National Anthem ,782415273164845056,9,0,0
80,Most members of Norfolk high school football team take knee during anthem,774679423530381312,9,0,0
81,Full Show With All Due Respect 082916  politics,770435994537426945,10,0,0
82,With All Due Respect Best of the Week 0513  politics,731303507110694913,10,0,0
83,With All Due Respect Best of the Week 041016  politics,719139627089530880,10,0,0
84,With All Due Respect 041916  politics,722588192994516993,10,0,0
85,With All Due Respect 032316  politics,712790059167002624,10,0,0
86,Full Show With All Due Respect 092116  politics,778771737651449857,10,0,0
87,With All Due Respect 051816  politics,733090893104717824,10,0,0
88,With All Due Respect 060616  politics,739971989373259777,10,0,0
89,Full Show With All Due Respect 091316  politics,775856820006981632,10,0,0
90,With All Due Respect 021616  politics,699785336109420544,10,0,0
91,With All Due Respect 030316  politics,705555278205362176,10,0,0
92,Full Show With All Due Respect 081816  politics,766445352333418496,10,0,0
93,With All Due Respect Best of the Week 092416  politics,779885436227289089,10,0,0
94,With All Due Respect 022616  politics,703393074509017088,10,0,0
95,With All Due Respect 060216  politics,738528983042555905,10,0,0
96,With All Due Respect Best of the Week 042216  politics,723684144601931777,10,0,0
97,With All Due Respect 020516  politics,695792257555771392,10,0,0
98,Full Show With All Due Respect 091516  politics,776567393556402176,10,0,0
99,With All Due Respect 051016  politics,730174754196467712,10,0,0
100,Full Show With All Due Respect 081616  politics,765710372619771904,10,0,0
101,With All Due Respect Best of the Week 101516  politics,787381485577773056,10,0,0
102, Howdy Dave Were holding a statewide Texit rally tomorrow at the Texas State Capitol Austin  Would you like to participate ,794736387421589504,11,1,15
103, Howdy Were holding a statewide Texit rally tomorrow at the Texas State Capitol Austin  Would you like to participate ,794734913555664896,11,1,15
104, Hey Gary Were holding a statewide Texit rally tomorrow in Dallas Would you like to participate ,794732000955535360,11,1,15
105, Howdy Wes Were holding a statewide Texit rally tomorrow in Dallas Would you like to participate ,794731773041213440,11,1,15
106, Howdy Paula Were holding a statewide Texit rally tomorrow in Dallas Would you like to participate ,794731907732926464,11,1,15
107, Howdy Were holding a statewide Texit rally tomorrow in Dallas Would you like to participate ,794733577925693440,11,1,15
108, would you be interested in coming to a texit rally were organizing DM for more details,791097460986896385,12,1,15
109, Hey Daniel Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5 ,791443839034744832,12,1,15
110, Howdy Shell Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793236788475080704,12,1,15
111, Howdy Dave Would you like to participate in our Texit statewide rally scheduled for Nov 5 ,791834439512907776,12,1,15
112, were organizing a texit rally Would you be interested in joining us DM for more details ,791100821274517504,12,1,15
113, Howdy Colt Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793237029572128768,12,1,15
114, would you be interested in coming to a texit rally that were organizing If so follow us back so that we DM you more info ,791084083501760512,12,1,15
115, would you like to come to a texit rally were organizing ,791098858830962688,12,1,15
116, would you be interested in participating in a texit rally DM for more details if you are ,791104262331916288,12,1,15
117, Howdy Chad Hope youre doing fine Would you like to participate in our texit statewide rally scheduled for Nov 5,793236882603651072,12,1,15
118, were organizing a texit rally on Nov 5 DM us for more details if youre interested,791099090557931520,12,1,15
119,Yo Claudius AllMaleReboots ,781058015122247680,13,0,0
120,Ghostbusters  but the nonfeminist version AllMaleReboots,781056299719163904,13,0,0
121,hello AllMaleReboots,781058473773699072,13,0,0
122,Friends with Ben afflecks AllMaleReboots ,781057890677362688,13,0,0
123,Sons of Beaches AllMaleReboots ,781057835866001408,13,0,0
124,The Brian the Mitch Andy Ward Job AllMaleReboots,781055836835774464,13,0,0
125,Legally Bald AllMaleReboots ,781058530098970624,13,0,0
126,Something About Mark AllMaleReboots ,781056845444108288,13,0,0
127,Defining Women AllMaleReboots ,781058092502949888,13,0,0
128,Ever After the Ball Game AllMaleReboots ,781057542600347648,13,0,0
129,AllMaleReboots   Wet Dreamgirls,781057566461796352,13,0,0
130,AllMaleReboots  The Seven Year Jockitch,781058755643387904,13,0,0
131,School of Jock Itch AllMaleReboots ,781058502206685185,13,0,0
132,An Inconvenient Bluth AllMaleReboots ,781058352361066496,13,0,0
133,Boogers and Spice  AllMaleReboots,781056633950638080,13,0,0
134,Porn Actually AllMaleReboots  midnight,781056145658089472,13,0,0
135,Bottom Gun  AllMaleReboots,781056355570290688,13,0,0
136,Mr Congeniality starring Mandra Bullock AllMaleReboots,781057205097332738,13,0,0
137,Demetrious Johnson ties UFC record for title defense  ,853470585434906628,14,0,0
138,UFC 200 Jon Jones dust settled what to watch for Saturday night  sports,751436648466903041,14,0,0
139,UFC 199 Michael Bisping stops Luke Rockhold to claim title ,739330070582546432,14,0,0
140,UFC 200 Daniel Cormier vs Jon Jones will now headline event  sports,725328571934248961,14,0,0
141,No McGregor at UFC 200 Jones vs Cormier headlines card  sports,725544102368964608,14,0,0
142,sports UFC 199 Michael Bisping stops Luke Rockhold to claim title,739328884655558659,14,0,0
143,sports Stipe Miocic beats Fabricio Werdum in UFC 198,731738760480624640,14,0,0
144,Jon Jones off UFC 200 card after apparent doping violation  news,751146912166719488,14,0,0
145,Bisping defeats Henderson to retain UFC middleweight belt  sports,784988407529218048,14,0,0
146,UFC199 was incredible That is all,739390589058289665,14,0,0
147,Holy UFC 202  UFC202,747893706729074688,14,0,0
148,ThingsNotToDoAtTheZoo be a tiger because you couldnt even eat people,738768819674583040,15,0,0
149,ThingsNotToDoAtTheZoo Breastfeeding animals,738758727654735872,15,0,0
150,ThingsNotToDoAtTheZoo Shit like this ,738750306570276864,15,0,0
151,ThingsNotToDoAtTheZoo being too much of a bitch ,738749306157424640,15,0,0
152,ThingsNotToDoAtTheZoo saw this sign at the zoo is it because hes black ,738764885203517444,15,0,0
153,ThingsNotToDoAtTheZoo birds poop every 15 minutes so dont stand in one place too long,738762756921397248,15,0,0
154,ThingsNotToDoAtTheZoo ask a zookeeper too cook thaat cute lamb over there,738762982834966529,15,0,0
155,ThingsNotToDoAtTheZoo every zoo is a petting zoo if you are not a pussy,738748793638649858,15,0,0
156,ThingsNotToDoAtTheZoo Climbing the cages with predators obviously Unless you are not Darvin Prize nominee,738766414908121088,15,0,0
157,Berkeley votes to ban sale of fur apparel products  ,849858318931722240,15,0,0
158,City Councilmans Proposal Would Ban Wild Animal Performances In Pittsburgh  news,727992870754390016,15,0,0
159,What would you do first save your child or take a photo ThingsNotToDoAtTheZoo ,738750001401069569,15,0,0
160,ThingsNotToDoAtTheZoo give whiskey to koalas They are so annoying when drunk,738761401943068672,15,0,0
161,ThingsNotToDoAtTheZoo dangle for a better angle,738750472559992834,15,0,0
162,City Council voted to ban wild animal acts from circuses  ,877647644260265984,15,0,0
163,Mighty Morphin Stranger Danger ProblematicKidsShows,857936515493703680,16,0,0
164,White Power Rangers ProblematicKidsShows ,857961552695091200,16,0,0
165,Thomas Runs a Train ProblematicKidsShows ,857960800652206080,16,0,0
166,Dora the Deported      ProblematicKidsShows,857955555641511937,16,0,0
167,Clifford the Big Red Dick ProblematicKidsShows,857951934736683008,16,0,0
168,Angry Beavers airing once a month ProblematicKidsShows ,857934026526531584,16,0,0
169,Scooby doo the orgy ProblematicKidsShows,857943228804325376,16,0,0
170,Mister Trumps Neighborhood ProblematicKidsShows,857950659311751170,16,0,0
171,Thomas The Rail Replacement BusService ProblematicKidsShows,857936756447952896,16,0,0
172,Believe It to Cleaver ProblematicKidsShows ,857934060076670976,16,0,0
173,Sesame Streetwalkers  ProblematicKidsShows,857944526752579585,16,0,0
174,Health Inspector ProblematicKidsShows,857943567620218880,16,0,0
175,ProblematicKidsShows  the magic shroom bus ,857963597284032512,16,0,0
176,Bicurious George  ProblematicKidsShows,857949482025013248,16,0,0
177,CatDong  ProblematicKidsShows ,857959501621866497,16,0,0
178,Pee Wees Crack House  ProblematicKidsShows ,857956687025655808,16,0,0
179,Los Angeles company recalls deerantler tea after 2 get sick ,862209684404670464,17,0,0
180,Two San Francisco residents hospitalized by poison tea from SF Chinatown ,840393409764417537,17,0,0
181,The Republic of Tea recalls green tea over salmonella fears ,727505179625431040,17,0,0
182,health The Republic of Tea recalls green tea over salmonella fears,727580054117490688,17,0,0
183,Los Angeles company recalls deerantler tea after 2 get sick  ,861824190554550273,17,0,0
184,Startup makes virtual reality intuitive with eyetracking  business,710365301301358592,18,0,0
185,Oculus Rift preorders kick off breakout year for virtual reality  business,684930437366464512,18,0,0
186,Oculus Rift virtualreality headset will sell for 599 preorders crash site  news,684895898824904704,18,0,0
187,Video game makers plunge deeper into virtual reality at E3  tech,743176665686147072,18,0,0
188,Creative Control looks at the near future of personal VR  entertainment,707995686797611009,18,0,0
189,Deep in the virtual world A newbies first brush with VR  business,720766735964512256,18,0,0
190,Tech Report Facebook introduces VR app Spaces  ,855277808699883520,18,0,0
191,Facebooks Oculus starts shipping Rift virtual reality headset  tech,714528821702098944,18,0,0
192,Mommy loves you Boy rescued after gorilla is shot at zoo  news,737041305742643202,19,0,0
193,TopNews Cincinnati gorilla killed after boy falls into zoo enclosure,736733545373171712,19,0,0
194,Director Zoo safe despite shooting of gorilla to save boy ,737648725841960963,19,0,0
195,Ohio zoo defends shooting of gorilla after boy fell in enclosure  environment,737374221894979584,19,0,0
196,TopNews Boys body found after gator attack at Florida Disney resort,743182471483686913,19,0,0
197,ItTurnedAwkwardWhen family dinner ,694161059779743744,20,0,0
198,ItTurnedAwkwardWhen I met my parents at the party,694175883058237441,20,0,0
199,ItTurnedAwkward When girl you know started to do makeup,694175352877244416,20,0,0
200,ItTurnedAwkwardWhen we decided to make a family portrait ,694159518461222912,20,0,0
201,ItTurnedAwkwardWhen we decided to make a family portrait,694175021485297664,20,0,0
202,Why is TimeTravelerProblems trending What did I miss,759342927298433024,21,0,0
203,Not a straight line TimeTravelerProblems not a circle ball with all the ,759329901195489280,21,0,0
204,Ending up in the wrong side of the world TimeTravelerProblems,759315594198061064,21,0,0
205,Morning everyone TimeTravelerProblems,759341749525475328,21,0,0
206,If time travel is possible shouldnt someone have been here by now Or is this  them listing problems TimeTravelerProblems ,759343716599377922,21,0,0
207,TimeTravelerProblems  aka The time travelers wife,759323751737679872,21,0,0
208,So little to do so much time TimeTravelerProblems,759322125278679040,21,0,0
209,Oh boy TimeTravelerProblems,759311773296132096,21,0,0
210,Getting caught in the Big Bang TimeTravelerProblems ,759323270487289856,21,0,0
211,Sales soar for late singer Prince as his music tops Billboard charts  life,724723454092537858,22,0,0
212,Remembering Prince Celebrity reactions to the superstars death ,723216141129121793,22,0,0
213,Prince dies at 57 The world lost a creative icon  news,723595426323013632,22,0,0
214,Report Prince Dead At Age 57  news,723194437841477633,22,0,0
215,Princes death First official paternity claim  celebs news,730206418452676609,22,0,0
216,Seattle fans Princes death is hitting hard  entertainment,723373419912261632,22,0,0
217,Remembering Prince share your memories  entertainment,723341601397841921,22,0,0
218,Finding overdose killed Prince just the beginning of investigation  news,738719262731165696,22,0,0
219,Princes family planning memorial to late music superstar  entertainment,728983137305288704,22,0,0
220,Authorities investigate death at Princes recording studio  news,723197085139357701,22,0,0
221,Stunned celebrities react to Princes death  celebs news,723254141103951872,22,0,0
222,Source Prince had opioid medication on him at death  entertainment,725528933756604416,22,0,0
223,Social media mourns death of music legend Prince  life,723240213045088256,22,0,0
224,Princes death Key players in investigation and aftermath  entertainment,732257349839134720,22,0,0
225,Remembering Prince news photos videos reaction and more ,723528432093515777,22,0,0
226,Death of Prince Painkillers found in home reports say  celebs news,725653816532590593,22,0,0
227,Prince has reportedly died at 57 So sad   ,723231406428540928,22,0,0
228,The legacy of Prince the pop superstars top hits ,723205692513902593,22,0,0
229,Oprah Mick Jagger among celebs to react to Princes death ,723345793768255488,22,0,0
230,Spike Lee and others attend Prince memorial  entertainment,730778259378442241,22,0,0
231,Celebrities react to death of Roger Moore  ,867043516622544897,22,0,0
232,Princes death Key players in investigation and aftermath ,732317472934633472,22,0,0
233,Man files paternity claim against Princes estate  entertainment,730044340165189632,22,0,0
234,The death of Prince What we know now  celebs news,723477039907393536,22,0,0
235,Spike Lee throws dance party ahead of Princes 58th birthday  entertainment,739219424926826501,22,0,0
236,Prince team sought addiction doctors help  entertainment,727945056510836737,22,0,0
237,New Star Wars trailer previews the story of rebels past  news,718121579989733376,23,0,0
238,Lucasfilm Reveal First Look At Star Wars The Last Jedi Teaser Trailer  ,852930062919888898,23,0,0
239,First trailer gives sneak peak at Rogue One A Star Wars Story  life,718132061219852288,23,0,0
240,New Star Wars film released in China  life,685843626086121472,23,0,0
241,Movie Review Rogue One A Star Wars Story  ,809326656804556802,23,0,0
242,Hollywood Gears Up for Saturday Premier of Rogue One A Star Wars Story  ,806927439880404992,23,0,0
243,Body Found on I35E in Denton Roadway Shut Down  ,856202798354112513,24,0,0
244,ADOT to install trafficflow sensors along SR51 forcing closure Monday night  ,826170216807821312,24,0,0
245,Grab some patience several lanes of I35W will close Monday night  ,876461847481901056,24,0,0
246,Bridge demolition to close I435 at I35 all weekend ,733681315720122368,24,0,0
247,Multiple highspeed wrecks reported on I35 expect traffic congestion  ,848893633898086404,24,0,0
248,Australian PM visits governorgeneral to seek July 2 election media  world news,729155572818268161,25,1,28
249,Australia votes in deadheat polls as PM seeks reform mandate  world news,749042797831794689,25,1,28
250,Australian prime minister makes July 2 election official  politics,729188972631449603,25,1,28
251,Early polls show tight race in Australian election  world news,749185767453315074,25,1,28
252,Australia to hold first online leaders debate ahead of July 2 poll  world news,742544585000292352,25,1,28
253,Australian PM Turnbull scrambles for independent votes as race tightens  world news,750881534580711424,25,1,28
254,Australian PMs popularity slips in poll as tight election looms  world news,733852525896425472,25,1,28
255,Australian PM inches closer to winning majority government  world news,751693913786716160,25,1,28
256,Australian prime minister on his way to call July 2 election  politics,729172890243883008,25,1,28
257,Australian passes voting reforms paves way for early election  world news,710671402374791168,25,1,28
258,Turnbull in range of hollow Australian election victory  world news,750488356933382144,25,1,28
259,Australian PM almost certain victor in election but no celebration  world news,751312791936520192,25,1,28
260,Australian PM takes bold gamble sets in motion July 2 poll  world news,711757880161009664,25,1,28
261,Blackhawks acquire Ladd in trade with Jets  sports,703032140640886784,26,0,0
262,Ducks trade Hagelin to Pittsburgh for Perron Clendening  hockey,688299593025519618,26,0,0
263,Sports Wild deals Niklas Backstrom acquires David Jones from Calgary,704457382764544000,26,0,0
264,Blackhawks acquire Ladd in trade with Jets  hockey,703039736932204544,26,0,0
265,Lehtera to Flyers Reaves to Penguins Blues add centers Schenn Sundqvist  ,878554055630520320,26,0,0
266,sports San Jose Sharks sign freeagent defenseman David Schlemko from New Jersey Devils,748947568147566592,26,0,0
267,LA Kings acquire Vincent Lecavalier Luke Schenn from Flyers  hockey,684884130660630528,26,0,0
268,Sharks acquire Polak Spaling in trade with Maple Leafs  hockey,701846226426134528,26,0,0
269,CBS sets USD exchange rate at SYP 51249 ,729990115615875072,27,0,0
270,CBS sets USD exchange rate at SYP 334 ,693812396343693312,27,0,0
271,The CBS sets USD exchange rate at SYP 46873 ,743025011233984514,27,0,0
272,The CBS sets USD exchange rate at SYP 44285 ,718002337722146816,27,0,0
273,CBS sets USD exchange rate against SYP at 55231 and EUR at 62497 ,732861609178062849,27,0,0
274,YouAreARacistIf you see the difference,732944792011870209,28,2,0
275,YouAreARacistIf you dont agree with the opinion of a person belonging to another race,732938622278742016,28,2,0
276,Aparently YouAreARacistIf you use this hashtag ,732938917813616640,28,2,0
277,YouAreARacistIf you claim to be native american ,732941168879751169,28,2,0
278,YouAreARacistIf you are okay ,732936367735484416,28,2,0
279,YouAreARacistIf you have no black friend,732942356081709057,28,2,0
280,sports Ex49er Dana Stubblefield charged with raping disabled woman he denies allegations,727342602828181506,29,0,0
281,Ex49ers player Dana Stubblefields wife filed for divorce during alleged rape investigation ,727608731664457728,29,0,0
282,Former 49ers star Dana Stubblefield charged with rape of disabled woman ,727266630552559616,29,0,0
283,Ex49er Dana Stubblefield charged with raping disabled woman he denies allegations  sports,727484264107773952,29,0,0
284,sports Former 49er Dana Stubblefield charged with raping disabled woman,727293810326167553,29,0,0
285,Cubans in Miami Revelry and reflection after Fidel Castros death  ,802560599594975232,30,1,28
286,Cubans in Miami Revelry and reflection after Castros death  ,802556321056686082,30,1,28
287,Cuban Americans in San Diego React to Castros Death  ,802673630912139264,30,1,28
288,Miami celebration turns to reflection on Castro death  ,803006821791363073,30,1,28
289,Dolphins Player With CubanAmerican Roots Opens Up About Castros Death  ,804151355585740801,30,1,28
290,Celebs Of Cuban Descent Offer Thoughts On Castros Death  ,802625308356702212,30,1,28
291,CubanAmericans in Chicago React to Fidel Castros Death  ,802697794527973376,30,1,28
292,Blair denies lying as inquiry damns handling of Iraq War  world news,750719090726096896,31,1,21
293,British inquiry slams exPM Blair for catalog of failures over Iraq war  world news,750800269198233600,31,1,21
294,Inquiry slams Blair over Iraq war reveals secret commitment to Bush  world news,750667807600160768,31,1,21
295,Inquiry slams Blair over Iraq war reveals secret promise to Bush  world news,750696296588029952,31,1,21
296,Iraq inquiry slams Blair over legal basis for war  world news,750654105408843776,31,1,21
297,Bigger is better in Murica  ,688050553482383360,32,0,0
298,Murican evolution Murica  ,692399239335276544,32,0,0
299,Do we have any proud patriots Murica  ,688434022469402624,32,0,0
300,True patriots of Murica  ,688058151002746880,32,0,0
301,Holy shit Murica  ,692765352162275328,32,0,0
302,Portraits of Murica  ,695675778701262849,32,0,0
303,Murican keyboard Murica  ,695717299672604673,32,0,0
304,Can this photo get any more symbolic Murica  ,692776684102103041,32,0,0
305,Melissa McCarthy mocks Sean Spicer in NY streets  ,863068664001691648,33,1,28
306,SNL review Melissa McCarthy takes her Sean Spicer act on the road literally  ,863713103023923200,33,1,28
307,So verspottet Melissa McCarthy TrumpSprecher Sean Spicer  ,828304269665247233,33,1,28
308,Melissa McCarthy adds spice and Spicer as host of SNL ,863631278612123648,33,1,28
309,Sean Spicer made reporters laugh out loud with a Melissa McCarthy joke ,840304986940678144,33,1,28
310,Anthony Davis appears to be a longshot to return as starter for NBA AllStar Game  sports,687774003214204928,34,0,0
311,Anthony Davis held to 5 points in second half Pelicans lose to Grizzlies 10199  news,689214662525620224,34,0,0
312,Alvin Gentry still bothered by his players poor effort vs Mavericks  sports,685256465393696768,34,0,0
313,Alvin Gentry still bothered by his players poor effort vs Mavericks  news,685256465771180032,34,0,0
314,Alvin Gentry says not having a timeout late in game was costly Pelicans postgame reaction  sports,691865115445043201,34,0,0
315,Alvin Gentry says not having a timeout late in game was costly Pelicans postgame reaction  news,691865006804201473,34,0,0
316,Does Anthony Davis deserve to be a starter in the NBA AllStar Game  Poll  sports,689934882701733888,34,0,0
317,George Karl not happy with his teams defensive effort vs Pelicans Kings postgame reaction  sports,687555138400038912,34,0,0
318,How Anthony Davis statistics compare at AllStar break from last season  sports,699999140265103360,34,0,0
319,Marc Gasol not pleased with teams performance vs Pelicans Grizzlies postgame reaction  sports,689262964558282752,34,0,0
320,Charles Barkley says Pelicans losing record hurts Anthony Davis chances to become AllStar reserve  sports,690629951230377985,34,0,0
321,Officers seem unimpressed by  after his gang of race baiters cost them their comrades lives DallasMemorial ,752949250208792576,34,0,0
322,Anthony Davis missed his first 10 shot attempts but Pelicans still beat Nets 105103  sports,693653943939788800,34,0,0
323,Anthony Davis unable to avoid dreadful start in Pelicans 10694 loss to Jazz  sports,706321044567515138,34,0,0
324,Gifts from blackowned businesses your loved ones will adore BuyBlack   Ethiopianinspired choker 25 Marzam ,806329889376890880,35,1,2
325,Gifts from blackowned businesses your loved ones will adore   Subscription box to support blackowned beauty companies 25 Onyx Box ,806287113675227137,35,1,2
326,Gifts from blackowned businesses your loved ones will adore BuyBlack  Candle for those who like to stay lit 30 Lit Brooklyn ,806279561952509953,35,1,2
327,Gifts from blackowned businesses your loved ones will adore BuyBlack  Peace And Happiness greeting cards 2250 Tatiana Camice ,806284589849145345,35,1,2
328,Gifts from blackowned businesses your loved ones will adore BuyBlack This empowering brooch  25 Rachel Stewart Jewelry ,806264204302745600,35,1,2
329,Gifts from blackowned businesses your loved ones will adore BuyBlack   Snazzy watch 5199 SPGBK ,806304723980713985,35,1,2
330,Gifts from blackowned businesses your loved ones will adore BuyBlack   Ecofriendly natural hair product gift set  3181 Afrocenchix ,806324856438435840,35,1,2
331,Gifts from blackowned businesses your loved ones will adore BuyBlack   Perfectly political pin 10 Radical Dreams ,806337439329615872,35,1,2
